County,State(Code),Deaths,Population,Crude Rate Per 100000
Chatham County, NC (37037),11,"72,243",Unreliable
Cleveland County, NC (37045),20,"97,144",20.6
Craven County, NC (37049),12,"103,445",Unreliable
Cumberland County, NC (37051),50,"327,127",15.3
Davidson County, NC (37057),31,"164,926",18.8
Davie County, NC (37059),11,"42,013",Unreliable
Durham County, NC (37063),22,"306,212",7.2
Forsyth County, NC (37067),43,"371,511",11.6
Gaston County, NC (37071),38,"216,965",17.5
Guilford County, NC (37081),61,"521,330",11.7
Harnett County, NC (37085),11,"130,881",Unreliable
Haywood County, NC (37087),13,"60,682",Unreliable
Henderson County, NC (37089),14,"114,209",Unreliable
Iredell County, NC (37097),32,"172,916",18.5
Johnston County, NC (37101),23,"191,450",12
Lee County, NC (37105),10,"59,616",Unreliable
Lincoln County, NC (37109),14,"81,168",Unreliable
Mecklenburg County, NC (37119),105,"1,054,835",10
Moore County, NC (37125),13,"95,776",Unreliable
Nash County, NC (37127),12,"94,005",Unreliable
New Hanover County, NC (37129),32,"223,483",14.3
Onslow County, NC (37133),38,"187,136",20.3
Orange County, NC (37135),15,"141,796",Unreliable
Pender County, NC (37141),16,"59,090",Unreliable
Pitt County, NC (37147),13,"177,220",Unreliable
Polk County, NC (37149),10,"20,334",Unreliable
Randolph County, NC (37151),26,"143,416",18.1
Richmond County, NC (37153),10,"44,939",Unreliable
Robeson County, NC (37155),10,"133,235",Unreliable
Rockingham County, NC (37157),11,"91,393",Unreliable
Rowan County, NC (37159),25,"139,933",17.9
Stokes County, NC (37169),14,"46,097",Unreliable
Surry County, NC (37171),17,"72,113",Unreliable
Transylvania County, NC (37175),13,"33,482",Unreliable
Union County, NC (37179),26,"226,606",11.5
Wake County, NC (37183),98,"1,046,791",9.4
Wayne County, NC (37191),12,"124,150",Unreliable
Wilkes County, NC (37193),10,"68,740",Unreliable
Cass County, ND (38017),34,"175,249",19.4
Ward County, ND (38101),15,"70,210",Unreliable
Allen County, OH (39003),15,"103,742",Unreliable
Ashtabula County, OH (39007),19,"98,231",Unreliable
Athens County, OH (39009),10,"66,186",Unreliable
Belmont County, OH (39013),10,"68,673",Unreliable
Brown County, OH (39015),11,"43,759",Unreliable
Butler County, OH (39017),48,"377,537",12.7
Clark County, OH (39023),20,"134,786",14.8
Clermont County, OH (39025),30,"203,022",14.8
Columbiana County, OH (39029),16,"103,685",Unreliable
Cuyahoga County, OH (39035),168,"1,249,352",13.4
Darke County, OH (39037),10,"51,778",Unreliable
Delaware County, OH (39041),24,"196,463",12.2
Erie County, OH (39043),19,"75,107",Unreliable
Fairfield County, OH (39045),19,"152,597",Unreliable
Franklin County, OH (39049),143,"1,264,518",11.3
Geauga County, OH (39055),15,"94,060",Unreliable
Greene County, OH (39057),21,"164,765",12.7
Hamilton County, OH (39061),109,"809,099",13.5
Highland County, OH (39071),12,"43,029",Unreliable
Jefferson County, OH (39081),13,"66,704",Unreliable
Knox County, OH (39083),12,"60,814",Unreliable
Lake County, OH (39085),32,"228,614",14
Licking County, OH (39089),29,"172,198",16.8
Lorain County, OH (39093),45,"306,365",14.7
Lucas County, OH (39095),63,"432,488",14.6
Mahoning County, OH (39099),40,"230,008",17.4
Marion County, OH (39101),14,"65,096",Unreliable
Medina County, OH (39103),31,"177,221",17.5
Miami County, OH (39109),12,"104,679",Unreliable
Montgomery County, OH (39113),90,"531,239",16.9
Muskingum County, OH (39119),18,"86,068",Unreliable
Portage County, OH (39133),28,"161,921",17.3
Richland County, OH (39139),17,"121,107",Unreliable
Ross County, OH (39141),14,"77,000",Unreliable
Scioto County, OH (39145),11,"76,088",Unreliable
Seneca County, OH (39147),11,"55,353",Unreliable
Stark County, OH (39151),83,"373,612",22.2
Summit County, OH (39153),95,"540,300",17.6
Trumbull County, OH (39155),40,"201,825",19.8
Tuscarawas County, OH (39157),10,"92,420",Unreliable
Warren County, OH (39165),31,"227,063",13.7
Wayne County, OH (39169),11,"116,470",Unreliable
Wood County, OH (39173),24,"130,219",18.4
Caddo County, OK (40015),10,"29,557",Unreliable
Canadian County, OK (40017),24,"136,532",17.6
Carter County, OK (40019),14,"48,556",Unreliable
Cleveland County, OK (40027),55,"278,655",19.7
Comanche County, OK (40031),19,"122,136",Unreliable
Creek County, OK (40037),25,"71,312",35.1
Garfield County, OK (40047),15,"62,603",Unreliable
Grady County, OK (40051),11,"54,655",Unreliable
Kay County, OK (40071),11,"44,943",Unreliable
Le Flore County, OK (40079),19,"49,873",Unreliable
McClain County, OK (40087),12,"38,682",Unreliable
McCurtain County, OK (40089),10,"32,822",Unreliable
Muskogee County, OK (40101),19,"69,477",Unreliable
Oklahoma County, OK (40109),153,"782,970",19.5
Payne County, OK (40119),18,"81,131",Unreliable
Pittsburg County, OK (40121),10,"44,173",Unreliable
Pottawatomie County, OK (40125),22,"72,290",30.4
Rogers County, OK (40131),19,"91,766",Unreliable
Sequoyah County, OK (40135),11,"41,294",Unreliable
Tulsa County, OK (40143),123,"642,940",19.1
Wagoner County, OK (40145),16,"77,679",Unreliable
Washington County, OK (40147),14,"52,087",Unreliable
Benton County, OR (41003),13,"89,385",Unreliable
Clackamas County, OR (41005),62,"408,062",15.2
Clatsop County, OR (41007),10,"38,632",Unreliable
Columbia County, OR (41009),14,"50,785",Unreliable
Coos County, OR (41011),17,"63,761",Unreliable
Curry County, OR (41015),11,"22,713",Unreliable
Deschutes County, OR (41017),34,"181,307",18.8
Douglas County, OR (41019),30,"108,457",27.7
Jackson County, OR (41029),49,"216,527",22.6
Josephine County, OR (41033),21,"85,904",24.4
Klamath County, OR (41035),18,"66,443",Unreliable
Lane County, OR (41039),79,"369,519",21.4
Lincoln County, OR (41041),24,"47,806",50.2
Linn County, OR (41043),30,"122,849",24.4
Marion County, OR (41047),56,"336,316",16.7
Multnomah County, OR (41051),122,"799,766",15.3
Tillamook County, OR (41057),10,"26,143",Unreliable
Umatilla County, OR (41059),15,"76,456",Unreliable
Washington County, OR (41067),82,"582,779",14.1
Yamhill County, OR (41071),25,"105,035",23.8
Adams County, PA (42001),17,"102,180",Unreliable
Allegheny County, PA (42003),179,"1,225,365",14.6
Armstrong County, PA (42005),17,"66,486",Unreliable
Beaver County, PA (42007),27,"167,429",16.1
Bedford County, PA (42009),10,"48,325",Unreliable
Berks County, PA (42011),75,"414,812",18.1
Blair County, PA (42013),11,"124,650",Unreliable
Bradford County, PA (42015),15,"60,770",Unreliable
Bucks County, PA (42017),83,"626,399",13.3
Butler County, PA (42019),22,"186,847",11.8
Cambria County, PA (42021),34,"134,732",25.2
Carbon County, PA (42025),20,"63,594",31.4
Centre County, PA (42027),23,"161,464",14.2
Chester County, PA (42029),67,"516,312",13
Clarion County, PA (42031),10,"38,513",Unreliable
Clearfield County, PA (42033),20,"80,596",24.8
Columbia County, PA (42037),15,"66,420",Unreliable
Crawford County, PA (42039),20,"86,257",23.2
Cumberland County, PA (42041),31,"248,506",12.5
Dauphin County, PA (42043),43,"273,707",15.7
Delaware County, PA (42045),70,"563,402",12.4
Erie County, PA (42049),48,"276,207",17.4
Fayette County, PA (42051),29,"132,733",21.8
Franklin County, PA (42055),26,"153,851",16.9
Indiana County, PA (42063),12,"86,364",Unreliable
Lackawanna County, PA (42069),41,"211,321",19.4
Lancaster County, PA (42071),64,"538,500",11.9
Lawrence County, PA (42073),19,"87,294",Unreliable
Lebanon County, PA (42075),18,"138,863",Unreliable
Lehigh County, PA (42077),62,"363,147",17.1
Luzerne County, PA (42079),51,"316,383",16.1
Lycoming County, PA (42081),23,"115,248",20
Mercer County, PA (42085),18,"112,913",Unreliable
Mifflin County, PA (42087),13,"46,342",Unreliable
Monroe County, PA (42089),38,"166,098",22.9
Montgomery County, PA (42091),124,"821,725",15.1
Northampton County, PA (42095),43,"302,294",14.2
Northumberland County, PA (42097),12,"92,541",Unreliable
Philadelphia County, PA (42101),154,"1,567,872",9.8
Pike County, PA (42103),12,"55,562",Unreliable
Schuylkill County, PA (42107),47,"143,573",32.7
Somerset County, PA (42111),15,"75,061",Unreliable
Washington County, PA (42125),40,"207,981",19.2
Wayne County, PA (42127),16,"50,710",Unreliable
Westmoreland County, PA (42129),69,"355,458",19.4
York County, PA (42133),72,"443,744",16.2
Kent County, RI (44003),25,"164,614",15.2
Newport County, RI (44005),13,"82,784",Unreliable
Providence County, RI (44007),65,"633,673",10.3
Washington County, RI (44009),19,"126,288",Unreliable
Aiken County, SC (45003),36,"167,458",21.5
Anderson County, SC (45007),47,"196,569",23.9
Beaufort County, SC (45013),18,"183,149",Unreliable
Berkeley County, SC (45015),39,"210,898",18.5
Charleston County, SC (45019),59,"396,484",14.9
Darlington County, SC (45031),13,"67,234",Unreliable
Dorchester County, SC (45035),29,"153,773",18.9
Florence County, SC (45041),11,"138,742",Unreliable
Georgetown County, SC (45043),17,"61,399",Unreliable
Greenville County, SC (45045),81,"498,766",16.2
Horry County, SC (45051),59,"322,342",18.3
Kershaw County, SC (45055),13,"64,097",Unreliable
Lancaster County, SC (45057),16,"89,594",Unreliable
Lexington County, SC (45063),64,"286,196",22.4
Marion County, SC (45067),10,"31,726",Unreliable
Oconee County, SC (45073),15,"76,355",Unreliable
Pickens County, SC (45077),33,"122,863",26.9
Richland County, SC (45079),52,"409,549",12.7
Spartanburg County, SC (45083),44,"301,463",14.6
Sumter County, SC (45085),12,"107,396",Unreliable
York County, SC (45091),41,"258,526",15.9
Minnehaha County, SD (46099),32,"187,318",17.1
Pennington County, SD (46103),25,"109,372",22.9
Todd County, SD (46121),10,"10,155",Unreliable
Anderson County, TN (47001),17,"75,936",Unreliable
Blount County, TN (47009),27,"128,670",21
Bradley County, TN (47011),14,"104,490",Unreliable
Carter County, TN (47019),11,"56,502",Unreliable
Claiborne County, TN (47025),11,"31,757",Unreliable
Coffee County, TN (47031),12,"54,682",Unreliable
Cumberland County, TN (47035),18,"58,655",Unreliable
Davidson County, TN (47037),110,"684,410",16.1
Dickson County, TN (47043),10,"52,170",Unreliable
Gibson County, TN (47053),11,"49,401",Unreliable
Giles County, TN (47055),12,"29,307",Unreliable
Greene County, TN (47059),12,"68,615",Unreliable
Hamblen County, TN (47063),21,"63,785",32.9
Hamilton County, TN (47065),43,"357,738",12
Henry County, TN (47079),10,"32,310",Unreliable
Knox County, TN (47093),73,"456,132",16
Madison County, TN (47113),15,"97,663",Unreliable
Maury County, TN (47119),15,"89,981",Unreliable
Monroe County, TN (47123),13,"45,970",Unreliable
Montgomery County, TN (47125),30,"195,734",15.3
Putnam County, TN (47141),24,"75,931",31.6
Roane County, TN (47145),12,"52,874",Unreliable
Robertson County, TN (47147),13,"69,165",Unreliable
Rutherford County, TN (47149),42,"308,251",13.6
Sevier County, TN (47155),20,"96,673",20.7
Shelby County, TN (47157),83,"934,603",8.9
Sullivan County, TN (47163),33,"156,667",21.1
Sumner County, TN (47165),41,"180,063",22.8
Tipton County, TN (47167),14,"61,303",Unreliable
Washington County, TN (47179),21,"127,440",16.5
Williamson County, TN (47187),21,"219,107",9.6
Wilson County, TN (47189),22,"132,781",16.6
Anderson County, TX (48001),16,"57,734",Unreliable
Bastrop County, TX (48021),10,"82,733",Unreliable
Bell County, TX (48027),53,"340,411",15.6
Bexar County, TX (48029),237,"1,928,680",12.3
Bowie County, TX (48037),16,"93,860",Unreliable
Brazoria County, TX (48039),35,"354,195",9.9
Brazos County, TX (48041),20,"220,417",9.1
Cameron County, TX (48061),27,"422,135",6.4
Collin County, TX (48085),100,"939,585",10.6
Comal County, TX (48091),25,"134,788",18.5
Coryell County, TX (48099),17,"74,686",Unreliable
Dallas County, TX (48113),271,"2,574,984",10.5
Denton County, TX (48121),91,"806,180",11.3
Ector County, TX (48135),22,"157,462",14
Ellis County, TX (48139),14,"168,499",Unreliable
El Paso County, TX (48141),84,"837,918",10
Fannin County, TX (48147),10,"34,031",Unreliable
Fort Bend County, TX (48157),70,"741,237",9.4
Galveston County, TX (48167),48,"329,431",14.6
Grayson County, TX (48181),24,"128,235",18.7
Gregg County, TX (48183),17,"123,745",Unreliable
Guadalupe County, TX (48187),24,"155,265",15.5
Hardin County, TX (48199),10,"56,322",Unreliable
Harris County, TX (48201),497,"4,589,928",10.8
Harrison County, TX (48203),22,"66,534",33.1
Hays County, TX (48209),31,"204,470",15.2
Henderson County, TX (48213),16,"79,901",Unreliable
Hidalgo County, TX (48215),55,"849,843",6.5
Hood County, TX (48221),11,"56,857",Unreliable
Howard County, TX (48227),10,"36,708",Unreliable
Hunt County, TX (48231),19,"92,073",Unreliable
Jefferson County, TX (48245),33,"254,679",13
Johnson County, TX (48251),22,"163,274",13.5
Kaufman County, TX (48257),15,"118,350",Unreliable
Kerr County, TX (48265),13,"51,504",Unreliable
Liberty County, TX (48291),14,"81,704",Unreliable
Lubbock County, TX (48303),49,"303,137",16.2
McLennan County, TX (48309),29,"247,934",11.7
Midland County, TX (48329),16,"162,565",Unreliable
Montgomery County, TX (48339),92,"556,203",16.5
Nueces County, TX (48355),48,"361,350",13.3
Orange County, TX (48361),13,"84,964",Unreliable
Palo Pinto County, TX (48363),10,"28,053",Unreliable
Parker County, TX (48367),29,"129,441",22.4
Potter County, TX (48375),29,"120,832",24
Randall County, TX (48381),29,"132,501",21.9
Rockwall County, TX (48397),11,"93,978",Unreliable
Rusk County, TX (48401),11,"52,732",Unreliable
San Patricio County, TX (48409),12,"67,655",Unreliable
Smith County, TX (48423),40,"225,290",17.8
Tarrant County, TX (48439),261,"2,016,872",12.9
Taylor County, TX (48441),36,"136,535",26.4
Travis County, TX (48453),134,"1,199,323",11.2
Van Zandt County, TX (48467),11,"54,355",Unreliable
Victoria County, TX (48469),21,"92,467",22.7
Walker County, TX (48471),13,"71,484",Unreliable
Webb County, TX (48479),16,"271,193",Unreliable
Wichita County, TX (48485),24,"131,838",18.2
Williamson County, TX (48491),81,"528,718",15.3
Wise County, TX (48497),14,"64,455",Unreliable
Box Elder County, UT (49003),13,"53,139",Unreliable
Cache County, UT (49005),21,"122,753",17.1
Davis County, UT (49011),57,"342,281",16.7
Iron County, UT (49021),11,"49,937",Unreliable
Salt Lake County, UT (49035),235,"1,121,354",21
Uintah County, UT (49047),10,"36,373",Unreliable
Utah County, UT (49049),78,"592,299",13.2
Washington County, UT (49053),48,"160,245",30
Weber County, UT (49057),72,"247,560",29.1
Caledonia County, VT (50005),11,"30,333",Unreliable
Chittenden County, VT (50007),20,"161,531",12.4
Rutland County, VT (50021),13,"59,310",Unreliable
Washington County, VT (50023),18,"58,504",Unreliable
Windham County, VT (50025),18,"43,145",Unreliable
Arlington County, VA (51013),19,"230,050",Unreliable
Bedford County, VA (51019),13,"77,960",Unreliable
Campbell County, VA (51031),10,"54,952",Unreliable
Chesterfield County, VA (51041),53,"339,009",15.6
Fairfax County, VA (51059),102,"1,138,652",9
Fauquier County, VA (51061),11,"69,069",Unreliable
Frederick County, VA (51069),17,"84,421",Unreliable
Gloucester County, VA (51073),11,"37,214",Unreliable
Hanover County, VA (51085),12,"104,392",Unreliable
Henrico County, VA (51087),44,"326,501",13.5
Henry County, VA (51089),10,"51,445",Unreliable
James City County, VA (51095),12,"74,404",Unreliable
Loudoun County, VA (51107),47,"385,945",12.2
Montgomery County, VA (51121),15,"98,602",Unreliable
Pittsylvania County, VA (51143),13,"61,687",Unreliable
Prince William County, VA (51153),48,"455,210",10.5
Roanoke County, VA (51161),17,"94,031",Unreliable
Rockingham County, VA (51165),12,"79,744",Unreliable
Shenandoah County, VA (51171),10,"43,175",Unreliable
Spotsylvania County, VA (51177),26,"132,010",19.7
Stafford County, VA (51179),17,"144,361",Unreliable
Washington County, VA (51191),16,"54,214",Unreliable
Alexandria city, VA (51510),14,"155,810",Unreliable
Chesapeake city, VA (51550),29,"237,940",12.2
Danville city, VA (51590),10,"41,898",Unreliable
Hampton city, VA (51650),16,"135,410",Unreliable
Lynchburg city, VA (51680),10,"80,212",Unreliable
Newport News city, VA (51700),25,"181,825",13.7
Norfolk city, VA (51710),27,"245,115",11
Portsmouth city, VA (51740),16,"95,252",Unreliable
Richmond city, VA (51760),30,"223,170",13.4
Roanoke city, VA (51770),22,"99,660",22.1
Virginia Beach city, VA (51810),65,"452,602",14.4
Benton County, WA (53005),26,"193,686",13.4
Chelan County, WA (53007),14,"76,338",Unreliable
Clallam County, WA (53009),13,"74,570",Unreliable
Clark County, WA (53011),75,"467,018",16.1
Cowlitz County, WA (53015),21,"105,160",20
Grays Harbor County, WA (53027),19,"71,628",Unreliable
Island County, WA (53029),16,"82,636",Unreliable
Jefferson County, WA (53031),17,"31,139",Unreliable
King County, WA (53033),267,"2,149,970",12.4
Kitsap County, WA (53035),46,"264,811",17.4
Lewis County, WA (53041),15,"77,066",Unreliable
Mason County, WA (53045),11,"62,198",Unreliable
Pierce County, WA (53053),175,"861,312",20.3
Skagit County, WA (53057),18,"123,681",Unreliable
Snohomish County, WA (53061),118,"787,620",15
Spokane County, WA (53063),91,"499,072",18.2
Thurston County, WA (53067),53,"275,222",19.3
Walla Walla County, WA (53071),10,"60,340",Unreliable
Whatcom County, WA (53073),30,"216,800",13.8
Yakima County, WA (53077),33,"249,636",13.2
Berkeley County, WV (54003),24,"113,525",21.1
Cabell County, WV (54011),22,"95,987",22.9
Fayette County, WV (54019),12,"44,323",Unreliable
Harrison County, WV (54033),10,"68,400",Unreliable
Jefferson County, WV (54037),10,"56,368",Unreliable
Kanawha County, WV (54039),47,"186,241",25.2
Logan County, WV (54045),10,"33,700",Unreliable
Marion County, WV (54049),10,"56,538",Unreliable
Mercer County, WV (54055),13,"60,468",Unreliable
Putnam County, WV (54079),11,"56,941",Unreliable
Raleigh County, WV (54081),25,"76,601",32.6
Wood County, WV (54107),14,"85,643",Unreliable
Brown County, WI (55009),56,"260,401",21.5
Chippewa County, WI (55017),14,"63,649",Unreliable
Columbia County, WI (55021),14,"56,927",Unreliable
Dane County, WI (55025),74,"531,273",13.9
Dodge County, WI (55027),12,"88,068",Unreliable
Eau Claire County, WI (55035),21,"102,965",20.4
Fond du Lac County, WI (55039),20,"102,144",19.6
Jefferson County, WI (55055),10,"84,625",Unreliable
Kenosha County, WI (55059),23,"168,183",13.7
La Crosse County, WI (55063),19,"118,122",Unreliable
Manitowoc County, WI (55071),16,"79,536",Unreliable
Marathon County, WI (55073),18,"135,603",Unreliable
Milwaukee County, WI (55079),113,"951,448",11.9
Outagamie County, WI (55087),26,"184,526",14.1
Ozaukee County, WI (55089),13,"88,314",Unreliable
Racine County, WI (55101),32,"195,140",16.4
Rock County, WI (55105),27,"161,620",16.7
St. Croix County, WI (55109),10,"88,029",Unreliable
Sheboygan County, WI (55117),20,"115,427",17.3
Walworth County, WI (55127),12,"102,959",Unreliable
Washington County, WI (55131),21,"134,296",15.6
Waukesha County, WI (55133),56,"398,424",14.1
Winnebago County, WI (55139),30,"169,886",17.7
Wood County, WI (55141),11,"73,107",Unreliable
Albany County, WY (56001),10,"38,256",Unreliable
Fremont County, WY (56013),19,"40,242",Unreliable
Laramie County, WY (56021),25,"98,136",25.5
Natrona County, WY (56025),17,"81,039",Unreliable
Park County, WY (56029),10,"29,353",Unreliable
