County,State(Code),Deaths,Population,Crude Rate Per 100000
Nassau County, NY (36059),273,"1,361,500",20.1
New York County, NY (36061),272,"1,643,734",16.5
Niagara County, NY (36063),52,"211,758",24.6
Oneida County, NY (36065),55,"231,190",23.8
Onondaga County, NY (36067),119,"466,194",25.5
Ontario County, NY (36069),18,"109,828",Unreliable
Orange County, NY (36071),80,"379,210",21.1
Oswego County, NY (36075),23,"118,987",19.3
Putnam County, NY (36079),23,"98,900",23.3
Queens County, NY (36081),607,"2,333,054",26
Rensselaer County, NY (36083),29,"160,070",18.1
Richmond County, NY (36085),158,"476,015",33.2
Rockland County, NY (36087),91,"326,780",27.8
St. Lawrence County, NY (36089),19,"110,038",Unreliable
Saratoga County, NY (36091),39,"227,053",17.2
Schenectady County, NY (36093),27,"154,553",17.5
Steuben County, NY (36101),32,"96,940",33
Suffolk County, NY (36103),296,"1,492,583",19.8
Sullivan County, NY (36105),22,"74,801",29.4
Tompkins County, NY (36109),11,"104,871",Unreliable
Ulster County, NY (36111),40,"179,225",22.3
Warren County, NY (36113),16,"64,567",Unreliable
Washington County, NY (36115),14,"61,800",Unreliable
Wayne County, NY (36117),25,"90,798",27.5
Westchester County, NY (36119),213,"974,542",21.9
Wyoming County, NY (36121),11,"40,791",Unreliable
Alamance County, NC (37001),34,"159,688",21.3
Anson County, NC (37007),14,"25,448",Unreliable
Brunswick County, NC (37019),24,"126,953",18.9
Buncombe County, NC (37021),54,"256,088",21.1
Burke County, NC (37023),24,"88,851",27
Cabarrus County, NC (37025),34,"201,590",16.9
Caldwell County, NC (37027),23,"81,449",28.2
Carteret County, NC (37031),11,"68,890",Unreliable
Caswell County, NC (37033),10,"22,910",Unreliable
Catawba County, NC (37035),38,"156,459",24.3
Chatham County, NC (37037),10,"72,243",Unreliable
Cleveland County, NC (37045),27,"97,144",27.8
Columbus County, NC (37047),10,"56,505",Unreliable
Craven County, NC (37049),15,"103,445",Unreliable
Cumberland County, NC (37051),64,"327,127",19.6
Currituck County, NC (37053),16,"25,809",Unreliable
Dare County, NC (37055),12,"35,964",Unreliable
Davidson County, NC (37057),49,"164,926",29.7
Davie County, NC (37059),15,"42,013",Unreliable
Durham County, NC (37063),24,"306,212",7.8
Edgecombe County, NC (37065),12,"53,318",Unreliable
Forsyth County, NC (37067),89,"371,511",24
Gaston County, NC (37071),66,"216,965",30.4
Guilford County, NC (37081),102,"521,330",19.6
Halifax County, NC (37083),13,"51,766",Unreliable
Harnett County, NC (37085),15,"130,881",Unreliable
Haywood County, NC (37087),23,"60,682",37.9
Henderson County, NC (37089),34,"114,209",29.8
Iredell County, NC (37097),46,"172,916",26.6
Johnston County, NC (37101),30,"191,450",15.7
Lenoir County, NC (37107),14,"57,307",Unreliable
Lincoln County, NC (37109),19,"81,168",Unreliable
McDowell County, NC (37111),10,"45,075",Unreliable
Mecklenburg County, NC (37119),110,"1,054,835",10.4
Moore County, NC (37125),15,"95,776",Unreliable
Nash County, NC (37127),24,"94,005",25.5
New Hanover County, NC (37129),30,"223,483",13.4
Onslow County, NC (37133),22,"187,136",11.8
Orange County, NC (37135),12,"141,796",Unreliable
Pasquotank County, NC (37139),10,"39,864",Unreliable
Pitt County, NC (37147),10,"177,220",Unreliable
Randolph County, NC (37151),26,"143,416",18.1
Richmond County, NC (37153),10,"44,939",Unreliable
Robeson County, NC (37155),32,"133,235",24
Rockingham County, NC (37157),30,"91,393",32.8
Rowan County, NC (37159),62,"139,933",44.3
Sampson County, NC (37163),17,"63,124",Unreliable
Stanly County, NC (37167),17,"60,791",Unreliable
Stokes County, NC (37169),16,"46,097",Unreliable
Surry County, NC (37171),28,"72,113",38.8
Transylvania County, NC (37175),12,"33,482",Unreliable
Union County, NC (37179),37,"226,606",16.3
Vance County, NC (37181),20,"44,244",45.2
Wake County, NC (37183),76,"1,046,791",7.3
Wayne County, NC (37191),24,"124,150",19.3
Wilkes County, NC (37193),34,"68,740",49.5
Wilson County, NC (37195),12,"81,661",Unreliable
Yadkin County, NC (37197),23,"37,532",61.3
Cass County, ND (38017),21,"175,249",12
Morton County, ND (38059),11,"30,809",Unreliable
Ward County, ND (38101),10,"70,210",Unreliable
Williams County, ND (38105),16,"34,337",Unreliable
Adams County, OH (39001),12,"27,907",Unreliable
Allen County, OH (39003),51,"103,742",49.2
Ashtabula County, OH (39007),34,"98,231",34.6
Athens County, OH (39009),13,"66,186",Unreliable
Auglaize County, OH (39011),10,"45,894",Unreliable
Belmont County, OH (39013),21,"68,673",30.6
Butler County, OH (39017),68,"377,537",18
Clark County, OH (39023),37,"134,786",27.5
Clermont County, OH (39025),46,"203,022",22.7
Columbiana County, OH (39029),31,"103,685",29.9
Crawford County, OH (39033),14,"42,083",Unreliable
Cuyahoga County, OH (39035),187,"1,249,352",15
Darke County, OH (39037),21,"51,778",40.6
Delaware County, OH (39041),20,"196,463",10.2
Erie County, OH (39043),14,"75,107",Unreliable
Fairfield County, OH (39045),18,"152,597",Unreliable
Franklin County, OH (39049),201,"1,264,518",15.9
Geauga County, OH (39055),18,"94,060",Unreliable
Greene County, OH (39057),27,"164,765",16.4
Guernsey County, OH (39059),12,"39,063",Unreliable
Hamilton County, OH (39061),140,"809,099",17.3
Hancock County, OH (39063),11,"75,872",Unreliable
Highland County, OH (39071),12,"43,029",Unreliable
Huron County, OH (39077),12,"58,439",Unreliable
Jackson County, OH (39079),10,"32,505",Unreliable
Jefferson County, OH (39081),26,"66,704",39
Knox County, OH (39083),21,"60,814",34.5
Lake County, OH (39085),42,"228,614",18.4
Lawrence County, OH (39087),10,"60,872",Unreliable
Licking County, OH (39089),25,"172,198",14.5
Lorain County, OH (39093),64,"306,365",20.9
Lucas County, OH (39095),64,"432,488",14.8
Mahoning County, OH (39099),53,"230,008",23
Marion County, OH (39101),15,"65,096",Unreliable
Medina County, OH (39103),14,"177,221",Unreliable
Miami County, OH (39109),33,"104,679",31.5
Montgomery County, OH (39113),95,"531,239",17.9
Muskingum County, OH (39119),24,"86,068",27.9
Pickaway County, OH (39129),11,"57,565",Unreliable
Pike County, OH (39131),10,"28,160",Unreliable
Portage County, OH (39133),34,"161,921",21
Putnam County, OH (39137),12,"34,056",Unreliable
Richland County, OH (39139),20,"121,107",16.5
Ross County, OH (39141),18,"77,000",Unreliable
Scioto County, OH (39145),16,"76,088",Unreliable
Stark County, OH (39151),77,"373,612",20.6
Summit County, OH (39153),84,"540,300",15.5
Trumbull County, OH (39155),70,"201,825",34.7
Tuscarawas County, OH (39157),22,"92,420",23.8
Van Wert County, OH (39161),21,"28,362",74
Warren County, OH (39165),22,"227,063",9.7
Washington County, OH (39167),14,"60,610",Unreliable
Wayne County, OH (39169),14,"116,470",Unreliable
Wood County, OH (39173),17,"130,219",Unreliable
Canadian County, OK (40017),11,"136,532",Unreliable
Cleveland County, OK (40027),27,"278,655",9.7
Comanche County, OK (40031),20,"122,136",16.4
Creek County, OK (40037),17,"71,312",Unreliable
Delaware County, OK (40041),11,"41,598",Unreliable
Garfield County, OK (40047),12,"62,603",Unreliable
Jackson County, OK (40065),11,"25,497",Unreliable
Muskogee County, OK (40101),26,"69,477",37.4
Oklahoma County, OK (40109),86,"782,970",11
Okmulgee County, OK (40111),16,"39,213",Unreliable
Pittsburg County, OK (40121),11,"44,173",Unreliable
Rogers County, OK (40131),10,"91,766",Unreliable
Tulsa County, OK (40143),86,"642,940",13.4
Washington County, OK (40147),11,"52,087",Unreliable
Clackamas County, OR (41005),40,"408,062",9.8
Coos County, OR (41011),16,"63,761",Unreliable
Deschutes County, OR (41017),21,"181,307",11.6
Douglas County, OR (41019),21,"108,457",19.4
Jackson County, OR (41029),28,"216,527",12.9
Josephine County, OR (41033),17,"85,904",Unreliable
Lane County, OR (41039),48,"369,519",13
Linn County, OR (41043),14,"122,849",Unreliable
Marion County, OR (41047),39,"336,316",11.6
Multnomah County, OR (41051),74,"799,766",9.3
Polk County, OR (41053),11,"81,823",Unreliable
Washington County, OR (41067),42,"582,779",7.2
Yamhill County, OR (41071),14,"105,035",Unreliable
Adams County, PA (42001),19,"102,180",Unreliable
Allegheny County, PA (42003),253,"1,225,365",20.6
Armstrong County, PA (42005),20,"66,486",30.1
Beaver County, PA (42007),52,"167,429",31.1
Bedford County, PA (42009),15,"48,325",Unreliable
Berks County, PA (42011),84,"414,812",20.3
Blair County, PA (42013),27,"124,650",21.7
Bradford County, PA (42015),10,"60,770",Unreliable
Bucks County, PA (42017),108,"626,399",17.2
Butler County, PA (42019),40,"186,847",21.4
Cambria County, PA (42021),44,"134,732",32.7
Carbon County, PA (42025),13,"63,594",Unreliable
Centre County, PA (42027),26,"161,464",16.1
Chester County, PA (42029),58,"516,312",11.2
Clearfield County, PA (42033),22,"80,596",27.3
Columbia County, PA (42037),14,"66,420",Unreliable
Crawford County, PA (42039),18,"86,257",Unreliable
Cumberland County, PA (42041),51,"248,506",20.5
Dauphin County, PA (42043),55,"273,707",20.1
Delaware County, PA (42045),126,"563,402",22.4
Elk County, PA (42047),14,"30,480",Unreliable
Erie County, PA (42049),55,"276,207",19.9
Fayette County, PA (42051),34,"132,733",25.6
Franklin County, PA (42055),39,"153,851",25.3
Greene County, PA (42059),12,"37,197",Unreliable
Indiana County, PA (42063),15,"86,364",Unreliable
Lackawanna County, PA (42069),47,"211,321",22.2
Lancaster County, PA (42071),58,"538,500",10.8
Lawrence County, PA (42073),24,"87,294",27.5
Lebanon County, PA (42075),34,"138,863",24.5
Lehigh County, PA (42077),52,"363,147",14.3
Luzerne County, PA (42079),57,"316,383",18
Lycoming County, PA (42081),20,"115,248",17.4
Mc Kean County, PA (42083),13,"41,883",Unreliable
Mercer County, PA (42085),33,"112,913",29.2
Mifflin County, PA (42087),12,"46,342",Unreliable
Monroe County, PA (42089),21,"166,098",12.6
Montgomery County, PA (42091),165,"821,725",20.1
Northampton County, PA (42095),49,"302,294",16.2
Northumberland County, PA (42097),27,"92,541",29.2
Perry County, PA (42099),14,"45,820",Unreliable
Philadelphia County, PA (42101),250,"1,567,872",15.9
Schuylkill County, PA (42107),45,"143,573",31.3
Somerset County, PA (42111),23,"75,061",30.6
Washington County, PA (42125),42,"207,981",20.2
Westmoreland County, PA (42129),84,"355,458",23.6
York County, PA (42133),83,"443,744",18.7
Bristol County, RI (44001),12,"49,067",Unreliable
Kent County, RI (44003),30,"164,614",18.2
Newport County, RI (44005),24,"82,784",29
Providence County, RI (44007),81,"633,673",12.8
Washington County, RI (44009),18,"126,288",Unreliable
Aiken County, SC (45003),23,"167,458",13.7
Anderson County, SC (45007),25,"196,569",12.7
Beaufort County, SC (45013),20,"183,149",10.9
Berkeley County, SC (45015),25,"210,898",11.9
Charleston County, SC (45019),31,"396,484",7.8
Cherokee County, SC (45021),47,"56,646",83
Chester County, SC (45023),10,"32,181",Unreliable
Chesterfield County, SC (45025),13,"46,013",Unreliable
Darlington County, SC (45031),18,"67,234",Unreliable
Dorchester County, SC (45035),20,"153,773",13
Florence County, SC (45041),17,"138,742",Unreliable
Greenville County, SC (45045),50,"498,766",10
Greenwood County, SC (45047),14,"70,133",Unreliable
Horry County, SC (45051),44,"322,342",13.7
Lancaster County, SC (45057),13,"89,594",Unreliable
Laurens County, SC (45059),12,"66,777",Unreliable
Lexington County, SC (45063),37,"286,196",12.9
Oconee County, SC (45073),12,"76,355",Unreliable
Orangeburg County, SC (45075),15,"87,903",Unreliable
Pickens County, SC (45077),17,"122,863",Unreliable
Richland County, SC (45079),36,"409,549",8.8
Spartanburg County, SC (45083),54,"301,463",17.9
Sumter County, SC (45085),14,"107,396",Unreliable
York County, SC (45091),26,"258,526",10.1
Beadle County, SD (46005),13,"18,101",Unreliable
Brown County, SD (46013),11,"39,128",Unreliable
Minnehaha County, SD (46099),25,"187,318",13.3
Pennington County, SD (46103),14,"109,372",Unreliable
Anderson County, TN (47001),17,"75,936",Unreliable
Bedford County, TN (47003),14,"47,484",Unreliable
Benton County, TN (47005),11,"16,014",Unreliable
Blount County, TN (47009),41,"128,670",31.9
Bradley County, TN (47011),19,"104,490",Unreliable
Campbell County, TN (47013),19,"39,714",Unreliable
Carroll County, TN (47017),11,"28,092",Unreliable
Carter County, TN (47019),36,"56,502",63.7
Chester County, TN (47023),10,"17,453",Unreliable
Claiborne County, TN (47025),25,"31,757",78.7
Cocke County, TN (47029),11,"35,219",Unreliable
Coffee County, TN (47031),11,"54,682",Unreliable
Cumberland County, TN (47035),12,"58,655",Unreliable
Davidson County, TN (47037),91,"684,410",13.3
Dickson County, TN (47043),15,"52,170",Unreliable
Fayette County, TN (47047),16,"39,590",Unreliable
Franklin County, TN (47051),12,"41,700",Unreliable
Gibson County, TN (47053),16,"49,401",Unreliable
Greene County, TN (47059),44,"68,615",64.1
Hamblen County, TN (47063),17,"63,785",Unreliable
Hamilton County, TN (47065),57,"357,738",15.9
Hardin County, TN (47071),13,"25,679",Unreliable
Hawkins County, TN (47073),17,"56,563",Unreliable
Johnson County, TN (47091),10,"17,754",Unreliable
Knox County, TN (47093),102,"456,132",22.4
Lawrence County, TN (47099),20,"43,081",46.4
Loudon County, TN (47105),14,"51,454",Unreliable
McMinn County, TN (47107),14,"52,850",Unreliable
Madison County, TN (47113),22,"97,663",22.5
Marshall County, TN (47117),16,"31,915",Unreliable
Maury County, TN (47119),46,"89,981",51.1
Monroe County, TN (47123),10,"45,970",Unreliable
Montgomery County, TN (47125),13,"195,734",Unreliable
Putnam County, TN (47141),31,"75,931",40.8
Rhea County, TN (47143),10,"32,442",Unreliable
Roane County, TN (47145),12,"52,874",Unreliable
Robertson County, TN (47147),24,"69,165",34.7
Rutherford County, TN (47149),36,"308,251",11.7
Scott County, TN (47151),10,"21,947",Unreliable
Sevier County, TN (47155),29,"96,673",30
Shelby County, TN (47157),172,"934,603",18.4
Sullivan County, TN (47163),56,"156,667",35.7
Sumner County, TN (47165),26,"180,063",14.4
Tipton County, TN (47167),10,"61,303",Unreliable
Unicoi County, TN (47171),16,"17,719",Unreliable
Washington County, TN (47179),46,"127,440",36.1
Williamson County, TN (47187),19,"219,107",Unreliable
Wilson County, TN (47189),23,"132,781",17.3
Anderson County, TX (48001),11,"57,734",Unreliable
Angelina County, TX (48005),13,"87,791",Unreliable
Bastrop County, TX (48021),12,"82,733",Unreliable
Bell County, TX (48027),36,"340,411",10.6
Bexar County, TX (48029),147,"1,928,680",7.6
Bowie County, TX (48037),12,"93,860",Unreliable
Brazoria County, TX (48039),29,"354,195",8.2
Brown County, TX (48049),10,"38,271",Unreliable
Cameron County, TX (48061),39,"422,135",9.2
Collin County, TX (48085),64,"939,585",6.8
Comal County, TX (48091),18,"134,788",Unreliable
Dallas County, TX (48113),240,"2,574,984",9.3
Denton County, TX (48121),76,"806,180",9.4
Ector County, TX (48135),16,"157,462",Unreliable
Ellis County, TX (48139),13,"168,499",Unreliable
El Paso County, TX (48141),67,"837,918",8
Fort Bend County, TX (48157),71,"741,237",9.6
Galveston County, TX (48167),45,"329,431",13.7
Grayson County, TX (48181),18,"128,235",Unreliable
Gregg County, TX (48183),14,"123,745",Unreliable
Guadalupe County, TX (48187),17,"155,265",Unreliable
Harris County, TX (48201),439,"4,589,928",9.6
Harrison County, TX (48203),13,"66,534",Unreliable
Hays County, TX (48209),12,"204,470",Unreliable
Henderson County, TX (48213),14,"79,901",Unreliable
Hidalgo County, TX (48215),78,"849,843",9.2
Hunt County, TX (48231),15,"92,073",Unreliable
Jefferson County, TX (48245),25,"254,679",9.8
Johnson County, TX (48251),20,"163,274",12.2
Kaufman County, TX (48257),12,"118,350",Unreliable
Kerr County, TX (48265),19,"51,504",Unreliable
Liberty County, TX (48291),14,"81,704",Unreliable
Lubbock County, TX (48303),27,"303,137",8.9
McLennan County, TX (48309),21,"247,934",8.5
Midland County, TX (48329),39,"162,565",24
Montgomery County, TX (48339),52,"556,203",9.3
Nueces County, TX (48355),44,"361,350",12.2
Palo Pinto County, TX (48363),12,"28,053",Unreliable
Parker County, TX (48367),21,"129,441",16.2
Potter County, TX (48375),16,"120,832",Unreliable
Randall County, TX (48381),14,"132,501",Unreliable
Rockwall County, TX (48397),14,"93,978",Unreliable
San Patricio County, TX (48409),11,"67,655",Unreliable
Smith County, TX (48423),35,"225,290",15.5
Starr County, TX (48427),18,"64,122",Unreliable
Tarrant County, TX (48439),186,"2,016,872",9.2
Taylor County, TX (48441),19,"136,535",Unreliable
Tom Green County, TX (48451),10,"118,386",Unreliable
Travis County, TX (48453),71,"1,199,323",5.9
Van Zandt County, TX (48467),20,"54,355",36.8
Victoria County, TX (48469),10,"92,467",Unreliable
Washington County, TX (48477),13,"35,056",Unreliable
Webb County, TX (48479),14,"271,193",Unreliable
Wharton County, TX (48481),13,"41,735",Unreliable
Wichita County, TX (48485),13,"131,838",Unreliable
Williamson County, TX (48491),29,"528,718",5.5
Wise County, TX (48497),13,"64,455",Unreliable
Wood County, TX (48499),11,"44,227",Unreliable
Cache County, UT (49005),11,"122,753",Unreliable
Davis County, UT (49011),38,"342,281",11.1
Salt Lake County, UT (49035),120,"1,121,354",10.7
Tooele County, UT (49045),10,"64,833",Unreliable
Utah County, UT (49049),52,"592,299",8.8
Washington County, UT (49053),37,"160,245",23.1
Weber County, UT (49057),42,"247,560",17
Chittenden County, VT (50007),11,"161,531",Unreliable
Albemarle County, VA (51003),21,"106,878",19.6
Arlington County, VA (51013),25,"230,050",10.9
Augusta County, VA (51015),18,"74,997",Unreliable
Bedford County, VA (51019),16,"77,960",Unreliable
Chesterfield County, VA (51041),38,"339,009",11.2
Fairfax County, VA (51059),114,"1,138,652",10
Fauquier County, VA (51061),12,"69,069",Unreliable
Frederick County, VA (51069),10,"84,421",Unreliable
Henrico County, VA (51087),53,"326,501",16.2
Henry County, VA (51089),14,"51,445",Unreliable
Loudoun County, VA (51107),19,"385,945",Unreliable
Montgomery County, VA (51121),10,"98,602",Unreliable
Patrick County, VA (51141),11,"17,923",Unreliable
Pittsylvania County, VA (51143),11,"61,687",Unreliable
Prince William County, VA (51153),38,"455,210",8.3
Roanoke County, VA (51161),11,"94,031",Unreliable
Russell County, VA (51167),14,"27,370",Unreliable
Smyth County, VA (51173),11,"31,062",Unreliable
Spotsylvania County, VA (51177),16,"132,010",Unreliable
Stafford County, VA (51179),17,"144,361",Unreliable
Tazewell County, VA (51185),13,"42,150",Unreliable
Washington County, VA (51191),15,"54,214",Unreliable
Wythe County, VA (51197),11,"29,016",Unreliable
Alexandria city, VA (51510),12,"155,810",Unreliable
Bristol city, VA (51520),15,"16,960",Unreliable
Chesapeake city, VA (51550),26,"237,940",10.9
Danville city, VA (51590),11,"41,898",Unreliable
Hampton city, VA (51650),12,"135,410",Unreliable
Manassas city, VA (51683),10,"41,483",Unreliable
Martinsville city, VA (51690),13,"13,445",Unreliable
Newport News city, VA (51700),15,"181,825",Unreliable
Norfolk city, VA (51710),32,"245,115",13.1
Portsmouth city, VA (51740),18,"95,252",Unreliable
Richmond city, VA (51760),22,"223,170",9.9
Roanoke city, VA (51770),35,"99,660",35.1
Salem city, VA (51775),12,"25,549",Unreliable
Virginia Beach city, VA (51810),40,"452,602",8.8
Benton County, WA (53005),14,"193,686",Unreliable
Clallam County, WA (53009),11,"74,570",Unreliable
Clark County, WA (53011),44,"467,018",9.4
Cowlitz County, WA (53015),18,"105,160",Unreliable
Grays Harbor County, WA (53027),14,"71,628",Unreliable
King County, WA (53033),194,"2,149,970",9
Kitsap County, WA (53035),31,"264,811",11.7
Lewis County, WA (53041),14,"77,066",Unreliable
Mason County, WA (53045),10,"62,198",Unreliable
Pacific County, WA (53049),10,"21,249",Unreliable
Pierce County, WA (53053),115,"861,312",13.4
Skagit County, WA (53057),22,"123,681",17.8
Snohomish County, WA (53061),83,"787,620",10.5
Spokane County, WA (53063),58,"499,072",11.6
Thurston County, WA (53067),33,"275,222",12
Whatcom County, WA (53073),26,"216,800",12
Yakima County, WA (53077),31,"249,636",12.4
Berkeley County, WV (54003),12,"113,525",Unreliable
Brooke County, WV (54009),17,"22,977",Unreliable
Cabell County, WV (54011),22,"95,987",22.9
Hancock County, WV (54029),20,"29,590",67.6
Harrison County, WV (54033),13,"68,400",Unreliable
Jackson County, WV (54035),12,"29,152",Unreliable
Jefferson County, WV (54037),10,"56,368",Unreliable
Kanawha County, WV (54039),38,"186,241",20.4
Logan County, WV (54045),16,"33,700",Unreliable
Marshall County, WV (54051),14,"31,793",Unreliable
Mercer County, WV (54055),14,"60,468",Unreliable
Mineral County, WV (54057),10,"27,411",Unreliable
Mingo County, WV (54059),12,"24,647",Unreliable
Monongalia County, WV (54061),14,"104,622",Unreliable
Ohio County, WV (54069),15,"42,516",Unreliable
Putnam County, WV (54079),11,"56,941",Unreliable
Raleigh County, WV (54081),15,"76,601",Unreliable
Wood County, WV (54107),22,"85,643",25.7
Brown County, WI (55009),29,"260,401",11.1
Chippewa County, WI (55017),11,"63,649",Unreliable
Dane County, WI (55025),48,"531,273",9
Dodge County, WI (55027),16,"88,068",Unreliable
Eau Claire County, WI (55035),18,"102,965",Unreliable
Fond du Lac County, WI (55039),21,"102,144",20.6
Jefferson County, WI (55055),13,"84,625",Unreliable
Kenosha County, WI (55059),34,"168,183",20.2
La Crosse County, WI (55063),16,"118,122",Unreliable
Manitowoc County, WI (55071),15,"79,536",Unreliable
Marathon County, WI (55073),16,"135,603",Unreliable
Milwaukee County, WI (55079),124,"951,448",13
Monroe County, WI (55081),11,"45,623",Unreliable
Outagamie County, WI (55087),22,"184,526",11.9
Ozaukee County, WI (55089),10,"88,314",Unreliable
Portage County, WI (55097),12,"70,447",Unreliable
Racine County, WI (55101),38,"195,140",19.5
Richland County, WI (55103),12,"17,476",Unreliable
Rock County, WI (55105),22,"161,620",13.6
Sauk County, WI (55111),11,"63,949",Unreliable
Sheboygan County, WI (55117),24,"115,427",20.8
Walworth County, WI (55127),17,"102,959",Unreliable
Washington County, WI (55131),26,"134,296",19.4
Waukesha County, WI (55133),65,"398,424",16.3
Waupaca County, WI (55135),20,"51,533",38.8
Winnebago County, WI (55139),24,"169,886",14.1
Wood County, WI (55141),17,"73,107",Unreliable
Fremont County, WY (56013),12,"40,242",Unreliable
Laramie County, WY (56021),19,"98,136",Unreliable
Natrona County, WY (56025),13,"81,039",Unreliable
Sheridan County, WY (56033),12,"30,200",Unreliable
