County,State(Code),Deaths,Population,Crude Rate Per 100000
Passaic County, NJ (34031),90,"507,945",17.7
Salem County, NJ (34033),16,"63,436",Unreliable
Somerset County, NJ (34035),40,"333,751",12
Sussex County, NJ (34037),23,"142,522",16.1
Union County, NJ (34039),93,"555,630",16.7
Warren County, NJ (34041),20,"106,617",18.8
Bernalillo County, NM (35001),75,"676,953",11.1
Chaves County, NM (35005),12,"65,282",Unreliable
Curry County, NM (35009),10,"50,280",Unreliable
Dona Ana County, NM (35013),36,"214,207",16.8
Eddy County, NM (35015),11,"57,621",Unreliable
Lea County, NM (35025),11,"69,749",Unreliable
McKinley County, NM (35031),16,"74,923",Unreliable
Rio Arriba County, NM (35039),10,"40,040",Unreliable
Sandoval County, NM (35043),13,"142,025",Unreliable
San Juan County, NM (35045),20,"115,079",17.4
Santa Fe County, NM (35049),11,"148,651",Unreliable
Valencia County, NM (35061),11,"75,626",Unreliable
Albany County, NY (36001),58,"308,846",18.8
Bronx County, NY (36005),69,"1,455,720",4.7
Broome County, NY (36007),36,"195,334",18.4
Cayuga County, NY (36011),13,"77,861",Unreliable
Chautauqua County, NY (36013),27,"129,504",20.8
Chenango County, NY (36017),12,"48,579",Unreliable
Clinton County, NY (36019),10,"81,073",Unreliable
Columbia County, NY (36021),14,"60,989",Unreliable
Dutchess County, NY (36027),48,"294,473",16.3
Erie County, NY (36029),188,"921,046",20.4
Essex County, NY (36031),12,"38,102",Unreliable
Franklin County, NY (36033),10,"50,409",Unreliable
Fulton County, NY (36035),11,"53,828",Unreliable
Genesee County, NY (36037),11,"58,482",Unreliable
Herkimer County, NY (36043),12,"62,613",Unreliable
Jefferson County, NY (36045),19,"114,006",Unreliable
Kings County, NY (36047),161,"2,629,150",6.1
Madison County, NY (36053),12,"71,329",Unreliable
Monroe County, NY (36055),151,"747,727",20.2
Nassau County, NY (36059),180,"1,361,500",13.2
New York County, NY (36061),67,"1,643,734",4.1
Niagara County, NY (36063),45,"211,758",21.3
Oneida County, NY (36065),58,"231,190",25.1
Onondaga County, NY (36067),81,"466,194",17.4
Ontario County, NY (36069),19,"109,828",Unreliable
Orange County, NY (36071),47,"379,210",12.4
Oswego County, NY (36075),14,"118,987",Unreliable
Queens County, NY (36081),144,"2,333,054",6.2
Rensselaer County, NY (36083),34,"160,070",21.2
Richmond County, NY (36085),38,"476,015",8
Rockland County, NY (36087),43,"326,780",13.2
St. Lawrence County, NY (36089),22,"110,038",20
Saratoga County, NY (36091),27,"227,053",11.9
Schenectady County, NY (36093),34,"154,553",22
Steuben County, NY (36101),19,"96,940",Unreliable
Suffolk County, NY (36103),288,"1,492,583",19.3
Sullivan County, NY (36105),16,"74,801",Unreliable
Tompkins County, NY (36109),11,"104,871",Unreliable
Ulster County, NY (36111),34,"179,225",19
Warren County, NY (36113),15,"64,567",Unreliable
Wayne County, NY (36117),23,"90,798",25.3
Westchester County, NY (36119),114,"974,542",11.7
Wyoming County, NY (36121),11,"40,791",Unreliable
Alamance County, NC (37001),69,"159,688",43.2
Beaufort County, NC (37013),16,"47,526",Unreliable
Brunswick County, NC (37019),29,"126,953",22.8
Buncombe County, NC (37021),51,"256,088",19.9
Burke County, NC (37023),12,"88,851",Unreliable
Cabarrus County, NC (37025),28,"201,590",13.9
Caldwell County, NC (37027),19,"81,449",Unreliable
Carteret County, NC (37031),18,"68,890",Unreliable
Catawba County, NC (37035),51,"156,459",32.6
Cleveland County, NC (37045),27,"97,144",27.8
Columbus County, NC (37047),19,"56,505",Unreliable
Craven County, NC (37049),24,"103,445",23.2
Cumberland County, NC (37051),48,"327,127",14.7
Dare County, NC (37055),11,"35,964",Unreliable
Davidson County, NC (37057),30,"164,926",18.2
Davie County, NC (37059),10,"42,013",Unreliable
Duplin County, NC (37061),13,"58,969",Unreliable
Durham County, NC (37063),53,"306,212",17.3
Forsyth County, NC (37067),70,"371,511",18.8
Franklin County, NC (37069),13,"64,705",Unreliable
Gaston County, NC (37071),31,"216,965",14.3
Guilford County, NC (37081),126,"521,330",24.2
Halifax County, NC (37083),19,"51,766",Unreliable
Harnett County, NC (37085),16,"130,881",Unreliable
Haywood County, NC (37087),10,"60,682",Unreliable
Henderson County, NC (37089),28,"114,209",24.5
Iredell County, NC (37097),29,"172,916",16.8
Jackson County, NC (37099),10,"42,241",Unreliable
Johnston County, NC (37101),34,"191,450",17.8
Lee County, NC (37105),15,"59,616",Unreliable
Lenoir County, NC (37107),13,"57,307",Unreliable
Lincoln County, NC (37109),17,"81,168",Unreliable
Macon County, NC (37113),11,"34,376",Unreliable
Mecklenburg County, NC (37119),165,"1,054,835",15.6
Moore County, NC (37125),24,"95,776",25.1
Nash County, NC (37127),20,"94,005",21.3
New Hanover County, NC (37129),50,"223,483",22.4
Onslow County, NC (37133),23,"187,136",12.3
Orange County, NC (37135),20,"141,796",14.1
Pender County, NC (37141),13,"59,090",Unreliable
Person County, NC (37145),14,"39,284",Unreliable
Pitt County, NC (37147),19,"177,220",Unreliable
Randolph County, NC (37151),18,"143,416",Unreliable
Richmond County, NC (37153),20,"44,939",44.5
Robeson County, NC (37155),42,"133,235",31.5
Rockingham County, NC (37157),42,"91,393",46
Rowan County, NC (37159),42,"139,933",30
Rutherford County, NC (37161),25,"66,421",37.6
Sampson County, NC (37163),17,"63,124",Unreliable
Stanly County, NC (37167),18,"60,791",Unreliable
Surry County, NC (37171),22,"72,113",30.5
Union County, NC (37179),42,"226,606",18.5
Vance County, NC (37181),15,"44,244",Unreliable
Wake County, NC (37183),135,"1,046,791",12.9
Warren County, NC (37185),10,"19,907",Unreliable
Wayne County, NC (37191),20,"124,150",16.1
Wilkes County, NC (37193),15,"68,740",Unreliable
Wilson County, NC (37195),15,"81,661",Unreliable
Burleigh County, ND (38015),14,"94,487",Unreliable
Cass County, ND (38017),13,"175,249",Unreliable
Ward County, ND (38101),14,"70,210",Unreliable
Allen County, OH (39003),18,"103,742",Unreliable
Ashtabula County, OH (39007),17,"98,231",Unreliable
Belmont County, OH (39013),20,"68,673",29.1
Butler County, OH (39017),58,"377,537",15.4
Carroll County, OH (39019),13,"27,669",Unreliable
Clark County, OH (39023),22,"134,786",16.3
Clermont County, OH (39025),33,"203,022",16.3
Clinton County, OH (39027),11,"41,902",Unreliable
Columbiana County, OH (39029),31,"103,685",29.9
Cuyahoga County, OH (39035),270,"1,249,352",21.6
Darke County, OH (39037),14,"51,778",Unreliable
Delaware County, OH (39041),21,"196,463",10.7
Erie County, OH (39043),23,"75,107",30.6
Fairfield County, OH (39045),11,"152,597",Unreliable
Fayette County, OH (39047),11,"28,676",Unreliable
Franklin County, OH (39049),209,"1,264,518",16.5
Fulton County, OH (39051),19,"42,514",Unreliable
Geauga County, OH (39055),12,"94,060",Unreliable
Greene County, OH (39057),24,"164,765",14.6
Hamilton County, OH (39061),188,"809,099",23.2
Hancock County, OH (39063),15,"75,872",Unreliable
Highland County, OH (39071),12,"43,029",Unreliable
Jefferson County, OH (39081),22,"66,704",33
Knox County, OH (39083),10,"60,814",Unreliable
Lake County, OH (39085),37,"228,614",16.2
Lawrence County, OH (39087),16,"60,872",Unreliable
Licking County, OH (39089),22,"172,198",12.8
Lorain County, OH (39093),51,"306,365",16.6
Lucas County, OH (39095),87,"432,488",20.1
Mahoning County, OH (39099),67,"230,008",29.1
Marion County, OH (39101),11,"65,096",Unreliable
Medina County, OH (39103),22,"177,221",12.4
Miami County, OH (39109),13,"104,679",Unreliable
Montgomery County, OH (39113),122,"531,239",23
Muskingum County, OH (39119),24,"86,068",27.9
Ottawa County, OH (39123),14,"40,636",Unreliable
Pickaway County, OH (39129),15,"57,565",Unreliable
Portage County, OH (39133),24,"161,921",14.8
Richland County, OH (39139),22,"121,107",18.2
Ross County, OH (39141),13,"77,000",Unreliable
Sandusky County, OH (39143),30,"59,330",50.6
Scioto County, OH (39145),20,"76,088",26.3
Shelby County, OH (39149),14,"48,623",Unreliable
Stark County, OH (39151),81,"373,612",21.7
Summit County, OH (39153),100,"540,300",18.5
Trumbull County, OH (39155),59,"201,825",29.2
Tuscarawas County, OH (39157),16,"92,420",Unreliable
Warren County, OH (39165),22,"227,063",9.7
Washington County, OH (39167),13,"60,610",Unreliable
Wayne County, OH (39169),11,"116,470",Unreliable
Williams County, OH (39171),16,"37,017",Unreliable
Wood County, OH (39173),16,"130,219",Unreliable
Bryan County, OK (40013),23,"45,573",50.5
Canadian County, OK (40017),10,"136,532",Unreliable
Cherokee County, OK (40021),13,"48,700",Unreliable
Cleveland County, OK (40027),20,"278,655",7.2
Comanche County, OK (40031),19,"122,136",Unreliable
Creek County, OK (40037),15,"71,312",Unreliable
Garfield County, OK (40047),16,"62,603",Unreliable
Grady County, OK (40051),10,"54,655",Unreliable
Le Flore County, OK (40079),11,"49,873",Unreliable
McCurtain County, OK (40089),18,"32,822",Unreliable
Oklahoma County, OK (40109),101,"782,970",12.9
Ottawa County, OK (40115),11,"31,691",Unreliable
Pottawatomie County, OK (40125),14,"72,290",Unreliable
Rogers County, OK (40131),13,"91,766",Unreliable
Sequoyah County, OK (40135),15,"41,294",Unreliable
Tulsa County, OK (40143),72,"642,940",11.2
Washington County, OK (40147),10,"52,087",Unreliable
Clackamas County, OR (41005),37,"408,062",9.1
Coos County, OR (41011),11,"63,761",Unreliable
Deschutes County, OR (41017),13,"181,307",Unreliable
Douglas County, OR (41019),22,"108,457",20.3
Jackson County, OR (41029),29,"216,527",13.4
Josephine County, OR (41033),15,"85,904",Unreliable
Klamath County, OR (41035),11,"66,443",Unreliable
Lane County, OR (41039),42,"369,519",11.4
Marion County, OR (41047),36,"336,316",10.7
Multnomah County, OR (41051),50,"799,766",6.3
Washington County, OR (41067),48,"582,779",8.2
Yamhill County, OR (41071),13,"105,035",Unreliable
Adams County, PA (42001),15,"102,180",Unreliable
Allegheny County, PA (42003),273,"1,225,365",22.3
Armstrong County, PA (42005),27,"66,486",40.6
Beaver County, PA (42007),38,"167,429",22.7
Berks County, PA (42011),90,"414,812",21.7
Blair County, PA (42013),33,"124,650",26.5
Bradford County, PA (42015),15,"60,770",Unreliable
Bucks County, PA (42017),129,"626,399",20.6
Butler County, PA (42019),41,"186,847",21.9
Cambria County, PA (42021),51,"134,732",37.9
Carbon County, PA (42025),28,"63,594",44
Centre County, PA (42027),24,"161,464",14.9
Chester County, PA (42029),60,"516,312",11.6
Clearfield County, PA (42033),30,"80,596",37.2
Columbia County, PA (42037),22,"66,420",33.1
Crawford County, PA (42039),23,"86,257",26.7
Cumberland County, PA (42041),56,"248,506",22.5
Dauphin County, PA (42043),74,"273,707",27
Delaware County, PA (42045),101,"563,402",17.9
Erie County, PA (42049),89,"276,207",32.2
Fayette County, PA (42051),33,"132,733",24.9
Franklin County, PA (42055),24,"153,851",15.6
Huntingdon County, PA (42061),15,"45,634",Unreliable
Indiana County, PA (42063),15,"86,364",Unreliable
Jefferson County, PA (42065),17,"44,073",Unreliable
Lackawanna County, PA (42069),60,"211,321",28.4
Lancaster County, PA (42071),110,"538,500",20.4
Lawrence County, PA (42073),34,"87,294",38.9
Lebanon County, PA (42075),46,"138,863",33.1
Lehigh County, PA (42077),55,"363,147",15.1
Luzerne County, PA (42079),91,"316,383",28.8
Lycoming County, PA (42081),18,"115,248",Unreliable
Mc Kean County, PA (42083),12,"41,883",Unreliable
Mercer County, PA (42085),25,"112,913",22.1
Mifflin County, PA (42087),10,"46,342",Unreliable
Monroe County, PA (42089),20,"166,098",12
Montgomery County, PA (42091),149,"821,725",18.1
Northampton County, PA (42095),61,"302,294",20.2
Northumberland County, PA (42097),31,"92,541",33.5
Perry County, PA (42099),15,"45,820",Unreliable
Philadelphia County, PA (42101),330,"1,567,872",21
Schuylkill County, PA (42107),37,"143,573",25.8
Snyder County, PA (42109),16,"40,468",Unreliable
Somerset County, PA (42111),27,"75,061",36
Tioga County, PA (42117),11,"41,467",Unreliable
Venango County, PA (42121),12,"52,582",Unreliable
Washington County, PA (42125),54,"207,981",26
Wayne County, PA (42127),13,"50,710",Unreliable
Westmoreland County, PA (42129),98,"355,458",27.6
York County, PA (42133),76,"443,744",17.1
Kent County, RI (44003),27,"164,614",16.4
Newport County, RI (44005),14,"82,784",Unreliable
Providence County, RI (44007),83,"633,673",13.1
Aiken County, SC (45003),30,"167,458",17.9
Anderson County, SC (45007),33,"196,569",16.8
Beaufort County, SC (45013),21,"183,149",11.5
Berkeley County, SC (45015),27,"210,898",12.8
Charleston County, SC (45019),65,"396,484",16.4
Cherokee County, SC (45021),10,"56,646",Unreliable
Chester County, SC (45023),10,"32,181",Unreliable
Chesterfield County, SC (45025),14,"46,013",Unreliable
Clarendon County, SC (45027),11,"33,951",Unreliable
Darlington County, SC (45031),17,"67,234",Unreliable
Dorchester County, SC (45035),21,"153,773",13.7
Florence County, SC (45041),44,"138,742",31.7
Georgetown County, SC (45043),12,"61,399",Unreliable
Greenville County, SC (45045),77,"498,766",15.4
Greenwood County, SC (45047),18,"70,133",Unreliable
Horry County, SC (45051),61,"322,342",18.9
Kershaw County, SC (45055),13,"64,097",Unreliable
Lancaster County, SC (45057),25,"89,594",27.9
Laurens County, SC (45059),11,"66,777",Unreliable
Lexington County, SC (45063),44,"286,196",15.4
Oconee County, SC (45073),14,"76,355",Unreliable
Orangeburg County, SC (45075),21,"87,903",23.9
Pickens County, SC (45077),15,"122,863",Unreliable
Richland County, SC (45079),51,"409,549",12.5
Spartanburg County, SC (45083),56,"301,463",18.6
Sumter County, SC (45085),28,"107,396",26.1
Williamsburg County, SC (45089),16,"31,955",Unreliable
York County, SC (45091),43,"258,526",16.6
Pennington County, SD (46103),15,"109,372",Unreliable
Anderson County, TN (47001),14,"75,936",Unreliable
Blount County, TN (47009),31,"128,670",24.1
Bradley County, TN (47011),24,"104,490",23
Campbell County, TN (47013),13,"39,714",Unreliable
Carter County, TN (47019),10,"56,502",Unreliable
Coffee County, TN (47031),10,"54,682",Unreliable
Cumberland County, TN (47035),10,"58,655",Unreliable
Davidson County, TN (47037),74,"684,410",10.8
Fayette County, TN (47047),11,"39,590",Unreliable
Gibson County, TN (47053),15,"49,401",Unreliable
Giles County, TN (47055),11,"29,307",Unreliable
Grainger County, TN (47057),11,"23,072",Unreliable
Greene County, TN (47059),17,"68,615",Unreliable
Hamblen County, TN (47063),14,"63,785",Unreliable
Hamilton County, TN (47065),70,"357,738",19.6
Hawkins County, TN (47073),17,"56,563",Unreliable
Jefferson County, TN (47089),15,"53,535",Unreliable
Knox County, TN (47093),89,"456,132",19.5
Loudon County, TN (47105),13,"51,454",Unreliable
McMinn County, TN (47107),13,"52,850",Unreliable
Madison County, TN (47113),12,"97,663",Unreliable
Maury County, TN (47119),12,"89,981",Unreliable
Monroe County, TN (47123),14,"45,970",Unreliable
Montgomery County, TN (47125),17,"195,734",Unreliable
Putnam County, TN (47141),16,"75,931",Unreliable
Rhea County, TN (47143),12,"32,442",Unreliable
Roane County, TN (47145),10,"52,874",Unreliable
Rutherford County, TN (47149),30,"308,251",9.7
Sevier County, TN (47155),22,"96,673",22.8
Shelby County, TN (47157),133,"934,603",14.2
Sullivan County, TN (47163),37,"156,667",23.6
Sumner County, TN (47165),29,"180,063",16.1
Tipton County, TN (47167),10,"61,303",Unreliable
Warren County, TN (47177),15,"40,516",Unreliable
Washington County, TN (47179),27,"127,440",21.2
Williamson County, TN (47187),23,"219,107",10.5
Wilson County, TN (47189),14,"132,781",Unreliable
Anderson County, TX (48001),20,"57,734",34.6
Angelina County, TX (48005),16,"87,791",Unreliable
Atascosa County, TX (48013),12,"48,797",Unreliable
Bastrop County, TX (48021),14,"82,733",Unreliable
Bell County, TX (48027),33,"340,411",9.7
Bexar County, TX (48029),275,"1,928,680",14.3
Bowie County, TX (48037),17,"93,860",Unreliable
Brazoria County, TX (48039),51,"354,195",14.4
Brazos County, TX (48041),24,"220,417",10.9
Cameron County, TX (48061),84,"422,135",19.9
Cherokee County, TX (48073),15,"51,668",Unreliable
Collin County, TX (48085),86,"939,585",9.2
Comal County, TX (48091),19,"134,788",Unreliable
Cooke County, TX (48097),13,"39,266",Unreliable
Dallas County, TX (48113),408,"2,574,984",15.8
Denton County, TX (48121),76,"806,180",9.4
Ector County, TX (48135),21,"157,462",13.3
Ellis County, TX (48139),35,"168,499",20.8
El Paso County, TX (48141),124,"837,918",14.8
Fannin County, TX (48147),11,"34,031",Unreliable
Fort Bend County, TX (48157),67,"741,237",9
Galveston County, TX (48167),64,"329,431",19.4
Grayson County, TX (48181),23,"128,235",17.9
Gregg County, TX (48183),24,"123,745",19.4
Grimes County, TX (48185),12,"27,671",Unreliable
Guadalupe County, TX (48187),16,"155,265",Unreliable
Harris County, TX (48201),616,"4,589,928",13.4
Harrison County, TX (48203),15,"66,534",Unreliable
Hays County, TX (48209),25,"204,470",12.2
Henderson County, TX (48213),20,"79,901",25
Hidalgo County, TX (48215),147,"849,843",17.3
Hopkins County, TX (48223),13,"36,400",Unreliable
Hunt County, TX (48231),17,"92,073",Unreliable
Jefferson County, TX (48245),54,"254,679",21.2
Jim Wells County, TX (48249),12,"41,149",Unreliable
Johnson County, TX (48251),37,"163,274",22.7
Kaufman County, TX (48257),12,"118,350",Unreliable
Lamar County, TX (48277),17,"49,791",Unreliable
Liberty County, TX (48291),19,"81,704",Unreliable
Lubbock County, TX (48303),37,"303,137",12.2
McLennan County, TX (48309),31,"247,934",12.5
Maverick County, TX (48323),10,"57,685",Unreliable
Medina County, TX (48325),12,"49,283",Unreliable
Midland County, TX (48329),20,"162,565",12.3
Montgomery County, TX (48339),70,"556,203",12.6
Nacogdoches County, TX (48347),11,"65,806",Unreliable
Navarro County, TX (48349),15,"48,523",Unreliable
Nueces County, TX (48355),59,"361,350",16.3
Orange County, TX (48361),18,"84,964",Unreliable
Parker County, TX (48367),23,"129,441",17.8
Polk County, TX (48373),14,"47,916",Unreliable
Potter County, TX (48375),13,"120,832",Unreliable
Randall County, TX (48381),15,"132,501",Unreliable
Rockwall County, TX (48397),11,"93,978",Unreliable
Rusk County, TX (48401),11,"52,732",Unreliable
San Patricio County, TX (48409),18,"67,655",Unreliable
Smith County, TX (48423),52,"225,290",23.1
Starr County, TX (48427),20,"64,122",31.2
Tarrant County, TX (48439),264,"2,016,872",13.1
Taylor County, TX (48441),17,"136,535",Unreliable
Tom Green County, TX (48451),19,"118,386",Unreliable
Travis County, TX (48453),90,"1,199,323",7.5
Upshur County, TX (48459),12,"40,969",Unreliable
Victoria County, TX (48469),18,"92,467",Unreliable
Washington County, TX (48477),11,"35,056",Unreliable
Webb County, TX (48479),33,"271,193",12.2
Williamson County, TX (48491),56,"528,718",10.6
Wilson County, TX (48493),12,"48,480",Unreliable
Wise County, TX (48497),18,"64,455",Unreliable
Wood County, TX (48499),13,"44,227",Unreliable
Davis County, UT (49011),30,"342,281",8.8
Iron County, UT (49021),10,"49,937",Unreliable
Salt Lake County, UT (49035),126,"1,121,354",11.2
Utah County, UT (49049),66,"592,299",11.1
Washington County, UT (49053),47,"160,245",29.3
Weber County, UT (49057),41,"247,560",16.6
Accomack County, VA (51001),10,"32,947",Unreliable
Albemarle County, VA (51003),12,"106,878",Unreliable
Arlington County, VA (51013),14,"230,050",Unreliable
Augusta County, VA (51015),15,"74,997",Unreliable
Bedford County, VA (51019),13,"77,960",Unreliable
Carroll County, VA (51035),10,"29,531",Unreliable
Chesterfield County, VA (51041),42,"339,009",12.4
Fairfax County, VA (51059),115,"1,138,652",10.1
Fauquier County, VA (51061),16,"69,069",Unreliable
Franklin County, VA (51067),10,"56,069",Unreliable
Frederick County, VA (51069),10,"84,421",Unreliable
Gloucester County, VA (51073),11,"37,214",Unreliable
Halifax County, VA (51083),22,"34,992",62.9
Hanover County, VA (51085),22,"104,392",21.1
Henrico County, VA (51087),83,"326,501",25.4
Henry County, VA (51089),25,"51,445",48.6
James City County, VA (51095),10,"74,404",Unreliable
Loudoun County, VA (51107),31,"385,945",8
Mecklenburg County, VA (51117),10,"30,892",Unreliable
Montgomery County, VA (51121),10,"98,602",Unreliable
Pittsylvania County, VA (51143),19,"61,687",Unreliable
Prince William County, VA (51153),59,"455,210",13
Pulaski County, VA (51155),13,"34,203",Unreliable
Roanoke County, VA (51161),33,"94,031",35.1
Rockingham County, VA (51165),13,"79,744",Unreliable
Scott County, VA (51169),12,"21,930",Unreliable
Smyth County, VA (51173),11,"31,062",Unreliable
Spotsylvania County, VA (51177),26,"132,010",19.7
Stafford County, VA (51179),10,"144,361",Unreliable
Tazewell County, VA (51185),16,"42,150",Unreliable
Washington County, VA (51191),24,"54,214",44.3
Wise County, VA (51195),11,"39,228",Unreliable
Wythe County, VA (51197),14,"29,016",Unreliable
Alexandria city, VA (51510),17,"155,810",Unreliable
Chesapeake city, VA (51550),42,"237,940",17.7
Danville city, VA (51590),17,"41,898",Unreliable
Hampton city, VA (51650),32,"135,410",23.6
Lynchburg city, VA (51680),13,"80,212",Unreliable
Newport News city, VA (51700),40,"181,825",22
Norfolk city, VA (51710),39,"245,115",15.9
Petersburg city, VA (51730),25,"31,882",78.4
Portsmouth city, VA (51740),34,"95,252",35.7
Richmond city, VA (51760),58,"223,170",26
Roanoke city, VA (51770),20,"99,660",20.1
Suffolk city, VA (51800),23,"89,273",25.8
Virginia Beach city, VA (51810),54,"452,602",11.9
Benton County, WA (53005),10,"193,686",Unreliable
Clark County, WA (53011),47,"467,018",10.1
Cowlitz County, WA (53015),10,"105,160",Unreliable
Grays Harbor County, WA (53027),10,"71,628",Unreliable
King County, WA (53033),141,"2,149,970",6.6
Kitsap County, WA (53035),22,"264,811",8.3
Lewis County, WA (53041),11,"77,066",Unreliable
Mason County, WA (53045),11,"62,198",Unreliable
Pierce County, WA (53053),59,"861,312",6.9
Skagit County, WA (53057),16,"123,681",Unreliable
Snohomish County, WA (53061),53,"787,620",6.7
Spokane County, WA (53063),40,"499,072",8
Thurston County, WA (53067),22,"275,222",8
Yakima County, WA (53077),18,"249,636",Unreliable
Berkeley County, WV (54003),28,"113,525",24.7
Cabell County, WV (54011),27,"95,987",28.1
Fayette County, WV (54019),13,"44,323",Unreliable
Hancock County, WV (54029),13,"29,590",Unreliable
Harrison County, WV (54033),26,"68,400",38
Kanawha County, WV (54039),73,"186,241",39.2
Logan County, WV (54045),12,"33,700",Unreliable
Marion County, WV (54049),12,"56,538",Unreliable
Mason County, WV (54053),10,"26,825",Unreliable
Mercer County, WV (54055),25,"60,468",41.3
Monongalia County, WV (54061),12,"104,622",Unreliable
Ohio County, WV (54069),10,"42,516",Unreliable
Putnam County, WV (54079),18,"56,941",Unreliable
Raleigh County, WV (54081),10,"76,601",Unreliable
Wayne County, WV (54099),11,"40,531",Unreliable
Wood County, WV (54107),19,"85,643",Unreliable
Barron County, WI (55005),11,"45,412",Unreliable
Brown County, WI (55009),31,"260,401",11.9
Chippewa County, WI (55017),17,"63,649",Unreliable
Dane County, WI (55025),43,"531,273",8.1
Dodge County, WI (55027),18,"88,068",Unreliable
Eau Claire County, WI (55035),16,"102,965",Unreliable
Fond du Lac County, WI (55039),14,"102,144",Unreliable
Green County, WI (55045),13,"37,075",Unreliable
Jefferson County, WI (55055),19,"84,625",Unreliable
Kenosha County, WI (55059),28,"168,183",16.6
La Crosse County, WI (55063),17,"118,122",Unreliable
Manitowoc County, WI (55071),19,"79,536",Unreliable
Marathon County, WI (55073),18,"135,603",Unreliable
Milwaukee County, WI (55079),159,"951,448",16.7
Monroe County, WI (55081),11,"45,623",Unreliable
Outagamie County, WI (55087),26,"184,526",14.1
Portage County, WI (55097),11,"70,447",Unreliable
Racine County, WI (55101),38,"195,140",19.5
Rock County, WI (55105),27,"161,620",16.7
Sheboygan County, WI (55117),23,"115,427",19.9
Vernon County, WI (55123),10,"30,814",Unreliable
Walworth County, WI (55127),21,"102,959",20.4
Washington County, WI (55131),27,"134,296",20.1
Waukesha County, WI (55133),74,"398,424",18.6
Winnebago County, WI (55139),34,"169,886",20
Wood County, WI (55141),28,"73,107",38.3
Natrona County, WY (56025),10,"81,039",Unreliable
