County,State(Code),Deaths,Population,Crude Rate Per 100000
Grady County, OK (40051),23,"54,655",42.1
Kay County, OK (40071),18,"44,943",Unreliable
Le Flore County, OK (40079),29,"49,873",58.1
Lincoln County, OK (40081),15,"35,129",Unreliable
Logan County, OK (40083),18,"46,588",Unreliable
McClain County, OK (40087),15,"38,682",Unreliable
McCurtain County, OK (40089),12,"32,822",Unreliable
McIntosh County, OK (40091),10,"19,815",Unreliable
Mayes County, OK (40097),17,"40,920",Unreliable
Muskogee County, OK (40101),34,"69,477",48.9
Oklahoma County, OK (40109),334,"782,970",42.7
Okmulgee County, OK (40111),17,"39,213",Unreliable
Osage County, OK (40113),15,"47,806",Unreliable
Ottawa County, OK (40115),18,"31,691",Unreliable
Pawnee County, OK (40117),11,"16,485",Unreliable
Payne County, OK (40119),18,"81,131",Unreliable
Pittsburg County, OK (40121),32,"44,173",72.4
Pontotoc County, OK (40123),18,"38,330",Unreliable
Pottawatomie County, OK (40125),34,"72,290",47
Rogers County, OK (40131),40,"91,766",43.6
Seminole County, OK (40133),12,"25,207",Unreliable
Sequoyah County, OK (40135),27,"41,294",65.4
Stephens County, OK (40137),13,"44,090",Unreliable
Tulsa County, OK (40143),202,"642,940",31.4
Wagoner County, OK (40145),20,"77,679",25.7
Washington County, OK (40147),27,"52,087",51.8
Woodward County, OK (40153),15,"20,814",Unreliable
Benton County, OR (41003),35,"89,385",39.2
Clackamas County, OR (41005),190,"408,062",46.6
Clatsop County, OR (41007),20,"38,632",51.8
Columbia County, OR (41009),16,"50,785",Unreliable
Coos County, OR (41011),49,"63,761",76.8
Curry County, OR (41015),13,"22,713",Unreliable
Deschutes County, OR (41017),90,"181,307",49.6
Douglas County, OR (41019),59,"108,457",54.4
Jackson County, OR (41029),110,"216,527",50.8
Josephine County, OR (41033),46,"85,904",53.5
Klamath County, OR (41035),32,"66,443",48.2
Lane County, OR (41039),280,"369,519",75.8
Lincoln County, OR (41041),23,"47,806",48.1
Linn County, OR (41043),56,"122,849",45.6
Malheur County, OR (41045),24,"30,439",78.8
Marion County, OR (41047),109,"336,316",32.4
Multnomah County, OR (41051),253,"799,766",31.6
Polk County, OR (41053),34,"81,823",41.6
Tillamook County, OR (41057),10,"26,143",Unreliable
Umatilla County, OR (41059),29,"76,456",37.9
Washington County, OR (41067),205,"582,779",35.2
Yamhill County, OR (41071),51,"105,035",48.6
Adams County, PA (42001),53,"102,180",51.9
Allegheny County, PA (42003),489,"1,225,365",39.9
Armstrong County, PA (42005),25,"66,486",37.6
Beaver County, PA (42007),105,"167,429",62.7
Bedford County, PA (42009),23,"48,325",47.6
Berks County, PA (42011),101,"414,812",24.3
Blair County, PA (42013),65,"124,650",52.1
Bradford County, PA (42015),31,"60,770",51
Bucks County, PA (42017),169,"626,399",27
Butler County, PA (42019),90,"186,847",48.2
Cambria County, PA (42021),55,"134,732",40.8
Carbon County, PA (42025),35,"63,594",55
Centre County, PA (42027),30,"161,464",18.6
Chester County, PA (42029),130,"516,312",25.2
Clarion County, PA (42031),13,"38,513",Unreliable
Clearfield County, PA (42033),41,"80,596",50.9
Clinton County, PA (42035),25,"39,233",63.7
Columbia County, PA (42037),23,"66,420",34.6
Crawford County, PA (42039),52,"86,257",60.3
Cumberland County, PA (42041),85,"248,506",34.2
Dauphin County, PA (42043),54,"273,707",19.7
Delaware County, PA (42045),139,"563,402",24.7
Elk County, PA (42047),28,"30,480",91.9
Erie County, PA (42049),87,"276,207",31.5
Fayette County, PA (42051),42,"132,733",31.6
Franklin County, PA (42055),76,"153,851",49.4
Greene County, PA (42059),10,"37,197",Unreliable
Huntingdon County, PA (42061),20,"45,634",43.8
Indiana County, PA (42063),21,"86,364",24.3
Jefferson County, PA (42065),19,"44,073",Unreliable
Lackawanna County, PA (42069),90,"211,321",42.6
Lancaster County, PA (42071),249,"538,500",46.2
Lawrence County, PA (42073),47,"87,294",53.8
Lebanon County, PA (42075),32,"138,863",23
Lehigh County, PA (42077),140,"363,147",38.6
Luzerne County, PA (42079),93,"316,383",29.4
Lycoming County, PA (42081),49,"115,248",42.5
Mercer County, PA (42085),69,"112,913",61.1
Mifflin County, PA (42087),10,"46,342",Unreliable
Monroe County, PA (42089),50,"166,098",30.1
Montgomery County, PA (42091),240,"821,725",29.2
Montour County, PA (42093),16,"18,343",Unreliable
Northampton County, PA (42095),90,"302,294",29.8
Northumberland County, PA (42097),50,"92,541",54
Perry County, PA (42099),19,"45,820",Unreliable
Philadelphia County, PA (42101),224,"1,567,872",14.3
Pike County, PA (42103),13,"55,562",Unreliable
Schuylkill County, PA (42107),38,"143,573",26.5
Snyder County, PA (42109),11,"40,468",Unreliable
Somerset County, PA (42111),46,"75,061",61.3
Susquehanna County, PA (42115),13,"40,862",Unreliable
Union County, PA (42119),10,"45,565",Unreliable
Venango County, PA (42121),16,"52,582",Unreliable
Washington County, PA (42125),74,"207,981",35.6
Wayne County, PA (42127),33,"50,710",65.1
Westmoreland County, PA (42129),127,"355,458",35.7
York County, PA (42133),157,"443,744",35.4
Bristol County, RI (44001),18,"49,067",Unreliable
Kent County, RI (44003),67,"164,614",40.7
Newport County, RI (44005),25,"82,784",30.2
Providence County, RI (44007),277,"633,673",43.7
Washington County, RI (44009),35,"126,288",27.7
Abbeville County, SC (45001),10,"24,872",Unreliable
Aiken County, SC (45003),97,"167,458",57.9
Anderson County, SC (45007),141,"196,569",71.7
Barnwell County, SC (45011),15,"21,483",Unreliable
Beaufort County, SC (45013),115,"183,149",62.8
Berkeley County, SC (45015),65,"210,898",30.8
Charleston County, SC (45019),237,"396,484",59.8
Cherokee County, SC (45021),15,"56,646",Unreliable
Chester County, SC (45023),13,"32,181",Unreliable
Chesterfield County, SC (45025),13,"46,013",Unreliable
Clarendon County, SC (45027),10,"33,951",Unreliable
Colleton County, SC (45029),39,"37,923",102.8
Darlington County, SC (45031),45,"67,234",66.9
Dillon County, SC (45033),15,"30,858",Unreliable
Dorchester County, SC (45035),65,"153,773",42.3
Fairfield County, SC (45039),14,"22,653",Unreliable
Florence County, SC (45041),86,"138,742",62
Georgetown County, SC (45043),48,"61,399",78.2
Greenville County, SC (45045),295,"498,766",59.1
Greenwood County, SC (45047),36,"70,133",51.3
Hampton County, SC (45049),10,"19,922",Unreliable
Horry County, SC (45051),168,"322,342",52.1
Jasper County, SC (45053),12,"28,465",Unreliable
Kershaw County, SC (45055),18,"64,097",Unreliable
Lancaster County, SC (45057),48,"89,594",53.6
Laurens County, SC (45059),43,"66,777",64.4
Lee County, SC (45061),17,"17,635",Unreliable
Lexington County, SC (45063),107,"286,196",37.4
McCormick County, SC (45065),11,"9,643",Unreliable
Marion County, SC (45067),13,"31,726",Unreliable
Marlboro County, SC (45069),11,"26,945",Unreliable
Newberry County, SC (45071),32,"38,079",84
Oconee County, SC (45073),52,"76,355",68.1
Orangeburg County, SC (45075),59,"87,903",67.1
Pickens County, SC (45077),67,"122,863",54.5
Richland County, SC (45079),124,"409,549",30.3
Spartanburg County, SC (45083),106,"301,463",35.2
Sumter County, SC (45085),72,"107,396",67
Union County, SC (45087),15,"27,673",Unreliable
Williamsburg County, SC (45089),11,"31,955",Unreliable
York County, SC (45091),82,"258,526",31.7
Beadle County, SD (46005),18,"18,101",Unreliable
Brown County, SD (46013),23,"39,128",58.8
Grant County, SD (46051),10,"7,148",Unreliable
Hutchinson County, SD (46067),14,"7,368",Unreliable
Lawrence County, SD (46081),10,"25,281",Unreliable
Lincoln County, SD (46083),21,"54,469",38.6
Minnehaha County, SD (46099),96,"187,318",51.2
Pennington County, SD (46103),48,"109,372",43.9
Turner County, SD (46125),10,"8,317",Unreliable
Yankton County, SD (46135),18,"22,616",Unreliable
Anderson County, TN (47001),29,"75,936",38.2
Bedford County, TN (47003),23,"47,484",48.4
Benton County, TN (47005),15,"16,014",Unreliable
Blount County, TN (47009),92,"128,670",71.5
Bradley County, TN (47011),50,"104,490",47.9
Campbell County, TN (47013),35,"39,714",88.1
Carroll County, TN (47017),17,"28,092",Unreliable
Carter County, TN (47019),24,"56,502",42.5
Cheatham County, TN (47021),17,"39,880",Unreliable
Claiborne County, TN (47025),13,"31,757",Unreliable
Cocke County, TN (47029),32,"35,219",90.9
Coffee County, TN (47031),54,"54,682",98.8
Cumberland County, TN (47035),33,"58,655",56.3
Davidson County, TN (47037),302,"684,410",44.1
DeKalb County, TN (47041),11,"19,361",Unreliable
Dickson County, TN (47043),14,"52,170",Unreliable
Dyer County, TN (47045),13,"37,708",Unreliable
Fayette County, TN (47047),21,"39,590",53
Fentress County, TN (47049),11,"18,033",Unreliable
Franklin County, TN (47051),25,"41,700",60
Gibson County, TN (47053),54,"49,401",109.3
Giles County, TN (47055),18,"29,307",Unreliable
Grainger County, TN (47057),10,"23,072",Unreliable
Greene County, TN (47059),32,"68,615",46.6
Grundy County, TN (47061),11,"13,389",Unreliable
Hamblen County, TN (47063),51,"63,785",80
Hamilton County, TN (47065),201,"357,738",56.2
Hardeman County, TN (47069),18,"25,435",Unreliable
Hardin County, TN (47071),22,"25,679",85.7
Hawkins County, TN (47073),28,"56,563",49.5
Henderson County, TN (47077),17,"27,822",Unreliable
Henry County, TN (47079),17,"32,310",Unreliable
Hickman County, TN (47081),14,"24,295",Unreliable
Jackson County, TN (47087),10,"11,566",Unreliable
Jefferson County, TN (47089),33,"53,535",61.6
Johnson County, TN (47091),15,"17,754",Unreliable
Knox County, TN (47093),172,"456,132",37.7
Lauderdale County, TN (47097),13,"26,773",Unreliable
Lawrence County, TN (47099),30,"43,081",69.6
Lincoln County, TN (47103),24,"33,645",71.3
Loudon County, TN (47105),33,"51,454",64.1
McMinn County, TN (47107),31,"52,850",58.7
McNairy County, TN (47109),26,"25,935",100.3
Madison County, TN (47113),65,"97,663",66.6
Marion County, TN (47115),27,"28,446",94.9
Marshall County, TN (47117),17,"31,915",Unreliable
Maury County, TN (47119),50,"89,981",55.6
Monroe County, TN (47123),25,"45,970",54.4
Montgomery County, TN (47125),41,"195,734",20.9
Morgan County, TN (47129),11,"21,554",Unreliable
Obion County, TN (47131),19,"30,578",Unreliable
Overton County, TN (47133),34,"22,051",154.2
Pickett County, TN (47137),10,"5,142",Unreliable
Putnam County, TN (47141),67,"75,931",88.2
Rhea County, TN (47143),15,"32,442",Unreliable
Roane County, TN (47145),16,"52,874",Unreliable
Robertson County, TN (47147),25,"69,165",36.1
Rutherford County, TN (47149),126,"308,251",40.9
Sevier County, TN (47155),46,"96,673",47.6
Shelby County, TN (47157),351,"934,603",37.6
Smith County, TN (47159),12,"19,447",Unreliable
Sullivan County, TN (47163),58,"156,667",37
Sumner County, TN (47165),119,"180,063",66.1
Tipton County, TN (47167),26,"61,303",42.4
Warren County, TN (47177),18,"40,516",Unreliable
Washington County, TN (47179),45,"127,440",35.3
Weakley County, TN (47183),20,"33,507",59.7
White County, TN (47185),18,"26,653",Unreliable
Williamson County, TN (47187),114,"219,107",52
Wilson County, TN (47189),53,"132,781",39.9
Anderson County, TX (48001),27,"57,734",46.8
Angelina County, TX (48005),59,"87,791",67.2
Aransas County, TX (48007),11,"25,721",Unreliable
Atascosa County, TX (48013),16,"48,797",Unreliable
Bandera County, TX (48019),11,"21,776",Unreliable
Bastrop County, TX (48021),24,"82,733",29
Bee County, TX (48025),12,"32,750",Unreliable
Bell County, TX (48027),92,"340,411",27
Bexar County, TX (48029),674,"1,928,680",34.9
Bosque County, TX (48035),16,"18,097",Unreliable
Bowie County, TX (48037),61,"93,860",65
Brazoria County, TX (48039),119,"354,195",33.6
Brazos County, TX (48041),50,"220,417",22.7
Brown County, TX (48049),14,"38,271",Unreliable
Burnet County, TX (48053),20,"46,243",43.2
Calhoun County, TX (48057),15,"21,965",Unreliable
Cameron County, TX (48061),105,"422,135",24.9
Cass County, TX (48067),21,"30,375",69.1
Cherokee County, TX (48073),11,"51,668",Unreliable
Collin County, TX (48085),285,"939,585",30.3
Comal County, TX (48091),73,"134,788",54.2
Cooke County, TX (48097),29,"39,266",73.9
Coryell County, TX (48099),17,"74,686",Unreliable
Dallas County, TX (48113),825,"2,574,984",32
Deaf Smith County, TX (48117),10,"18,830",Unreliable
Denton County, TX (48121),180,"806,180",22.3
DeWitt County, TX (48123),15,"20,865",Unreliable
Ector County, TX (48135),49,"157,462",31.1
Ellis County, TX (48139),84,"168,499",49.9
El Paso County, TX (48141),280,"837,918",33.4
Erath County, TX (48143),15,"41,659",Unreliable
Fannin County, TX (48147),31,"34,031",91.1
Fayette County, TX (48149),10,"25,149",Unreliable
Fort Bend County, TX (48157),134,"741,237",18.1
Galveston County, TX (48167),101,"329,431",30.7
Gillespie County, TX (48171),17,"26,521",Unreliable
Gray County, TX (48179),20,"22,725",88
Grayson County, TX (48181),114,"128,235",88.9
Gregg County, TX (48183),61,"123,745",49.3
Grimes County, TX (48185),10,"27,671",Unreliable
Guadalupe County, TX (48187),56,"155,265",36.1
Hale County, TX (48189),14,"34,263",Unreliable
Hardin County, TX (48199),31,"56,322",55
Harris County, TX (48201),937,"4,589,928",20.4
Harrison County, TX (48203),29,"66,534",43.6
Hays County, TX (48209),54,"204,470",26.4
Henderson County, TX (48213),51,"79,901",63.8
Hidalgo County, TX (48215),229,"849,843",26.9
Hill County, TX (48217),19,"35,077",Unreliable
Hockley County, TX (48219),16,"23,275",Unreliable
Hood County, TX (48221),58,"56,857",102
Houston County, TX (48225),26,"22,754",114.3
Howard County, TX (48227),17,"36,708",Unreliable
Hunt County, TX (48231),39,"92,073",42.4
Hutchinson County, TX (48233),12,"21,511",Unreliable
Jasper County, TX (48241),30,"35,648",84.2
Jefferson County, TX (48245),176,"254,679",69.1
Jim Wells County, TX (48249),17,"41,149",Unreliable
Johnson County, TX (48251),56,"163,274",34.3
Jones County, TX (48253),10,"20,009",Unreliable
Kaufman County, TX (48257),56,"118,350",47.3
Kendall County, TX (48259),20,"42,540",47
Kerr County, TX (48265),27,"51,504",52.4
Kleberg County, TX (48273),14,"31,690",Unreliable
Lamar County, TX (48277),15,"49,791",Unreliable
Lampasas County, TX (48281),17,"20,760",Unreliable
Lavaca County, TX (48285),16,"19,809",Unreliable
Leon County, TX (48289),11,"17,299",Unreliable
Liberty County, TX (48291),36,"81,704",44.1
Limestone County, TX (48293),16,"23,468",Unreliable
Live Oak County, TX (48297),12,"12,056",Unreliable
Llano County, TX (48299),15,"20,362",Unreliable
Lubbock County, TX (48303),104,"303,137",34.3
McLennan County, TX (48309),117,"247,934",47.2
Madison County, TX (48313),10,"13,987",Unreliable
Matagorda County, TX (48321),14,"37,187",Unreliable
Maverick County, TX (48323),27,"57,685",46.8
Medina County, TX (48325),15,"49,283",Unreliable
Midland County, TX (48329),49,"162,565",30.1
Milam County, TX (48331),11,"24,871",Unreliable
Montague County, TX (48337),12,"19,414",Unreliable
Montgomery County, TX (48339),162,"556,203",29.1
Moore County, TX (48341),16,"22,120",Unreliable
Nacogdoches County, TX (48347),23,"65,806",35
Navarro County, TX (48349),33,"48,523",68
Nueces County, TX (48355),210,"361,350",58.1
Orange County, TX (48361),65,"84,964",76.5
Panola County, TX (48365),17,"23,492",Unreliable
Parker County, TX (48367),53,"129,441",40.9
Polk County, TX (48373),28,"47,916",58.4
Potter County, TX (48375),57,"120,832",47.2
Rains County, TX (48379),10,"11,314",Unreliable
Randall County, TX (48381),53,"132,501",40
Rockwall County, TX (48397),31,"93,978",33
Rusk County, TX (48401),16,"52,732",Unreliable
Sabine County, TX (48403),12,"10,303",Unreliable
San Patricio County, TX (48409),36,"67,655",53.2
Smith County, TX (48423),61,"225,290",27.1
Tarrant County, TX (48439),663,"2,016,872",32.9
Taylor County, TX (48441),84,"136,535",61.5
Titus County, TX (48449),11,"32,592",Unreliable
Tom Green County, TX (48451),73,"118,386",61.7
Travis County, TX (48453),253,"1,199,323",21.1
Tyler County, TX (48457),11,"21,320",Unreliable
Upshur County, TX (48459),13,"40,969",Unreliable
Val Verde County, TX (48465),23,"48,881",47.1
Van Zandt County, TX (48467),22,"54,355",40.5
Victoria County, TX (48469),31,"92,467",33.5
Walker County, TX (48471),20,"71,484",28
Washington County, TX (48477),20,"35,056",57.1
Webb County, TX (48479),54,"271,193",19.9
Wharton County, TX (48481),13,"41,735",Unreliable
Wichita County, TX (48485),55,"131,838",41.7
Wilbarger County, TX (48487),12,"12,892",Unreliable
Williamson County, TX (48491),160,"528,718",30.3
Wilson County, TX (48493),21,"48,480",43.3
Wise County, TX (48497),18,"64,455",Unreliable
Wood County, TX (48499),19,"44,227",Unreliable
Young County, TX (48503),16,"18,152",Unreliable
Box Elder County, UT (49003),27,"53,139",50.8
Cache County, UT (49005),33,"122,753",26.9
Carbon County, UT (49007),11,"20,399",Unreliable
Davis County, UT (49011),115,"342,281",33.6
Iron County, UT (49021),10,"49,937",Unreliable
Salt Lake County, UT (49035),323,"1,121,354",28.8
Sanpete County, UT (49039),14,"29,409",Unreliable
Sevier County, UT (49041),10,"21,267",Unreliable
Tooele County, UT (49045),13,"64,833",Unreliable
Utah County, UT (49049),121,"592,299",20.4
Washington County, UT (49053),101,"160,245",63
Weber County, UT (49057),80,"247,560",32.3
Addison County, VT (50001),20,"36,959",54.1
Bennington County, VT (50003),26,"36,191",71.8
Caledonia County, VT (50005),16,"30,333",Unreliable
Chittenden County, VT (50007),75,"161,531",46.4
Franklin County, VT (50011),14,"48,915",Unreliable
Lamoille County, VT (50015),12,"25,333",Unreliable
Orange County, VT (50017),13,"28,919",Unreliable
Orleans County, VT (50019),11,"26,863",Unreliable
Rutland County, VT (50021),45,"59,310",75.9
Washington County, VT (50023),26,"58,504",44.4
Windham County, VT (50025),16,"43,145",Unreliable
Windsor County, VT (50027),30,"55,496",54.1
Accomack County, VA (51001),11,"32,947",Unreliable
Albemarle County, VA (51003),34,"106,878",31.8
Alleghany County, VA (51005),10,"15,595",Unreliable
Amherst County, VA (51009),15,"31,633",Unreliable
Appomattox County, VA (51011),10,"15,475",Unreliable
Arlington County, VA (51013),26,"230,050",11.3
Augusta County, VA (51015),39,"74,997",52
Bedford County, VA (51019),26,"77,960",33.4
Buchanan County, VA (51027),11,"22,178",Unreliable
Campbell County, VA (51031),15,"54,952",Unreliable
Carroll County, VA (51035),15,"29,531",Unreliable
Chesterfield County, VA (51041),100,"339,009",29.5
Culpeper County, VA (51047),12,"50,083",Unreliable
Fairfax County, VA (51059),178,"1,138,652",15.6
Fauquier County, VA (51061),19,"69,069",Unreliable
Franklin County, VA (51067),12,"56,069",Unreliable
Frederick County, VA (51069),31,"84,421",36.7
Gloucester County, VA (51073),22,"37,214",59.1
Grayson County, VA (51077),14,"15,107",Unreliable
Hanover County, VA (51085),41,"104,392",39.3
Henrico County, VA (51087),135,"326,501",41.3
Henry County, VA (51089),27,"51,445",52.5
Isle of Wight County, VA (51093),17,"36,596",Unreliable
James City County, VA (51095),39,"74,404",52.4
Lancaster County, VA (51103),11,"10,972",Unreliable
Loudoun County, VA (51107),62,"385,945",16.1
Louisa County, VA (51109),12,"35,236",Unreliable
Madison County, VA (51113),12,"13,078",Unreliable
Mecklenburg County, VA (51117),17,"30,892",Unreliable
Middlesex County, VA (51119),15,"10,778",Unreliable
Montgomery County, VA (51121),25,"98,602",25.4
Northampton County, VA (51131),10,"12,139",Unreliable
Nottoway County, VA (51135),10,"15,595",Unreliable
Pittsylvania County, VA (51143),15,"61,687",Unreliable
Prince Edward County, VA (51147),11,"23,142",Unreliable
Prince William County, VA (51153),66,"455,210",14.5
Roanoke County, VA (51161),37,"94,031",39.3
Rockingham County, VA (51165),41,"79,744",51.4
Scott County, VA (51169),11,"21,930",Unreliable
Shenandoah County, VA (51171),21,"43,175",48.6
Smyth County, VA (51173),14,"31,062",Unreliable
Spotsylvania County, VA (51177),26,"132,010",19.7
Stafford County, VA (51179),26,"144,361",18
Tazewell County, VA (51185),22,"42,150",52.2
Warren County, VA (51187),15,"39,155",Unreliable
Washington County, VA (51191),13,"54,214",Unreliable
Wise County, VA (51195),18,"39,228",Unreliable
Wythe County, VA (51197),26,"29,016",89.6
York County, VA (51199),28,"67,976",41.2
Alexandria city, VA (51510),17,"155,810",Unreliable
Chesapeake city, VA (51550),70,"237,940",29.4
Colonial Heights city, VA (51570),10,"17,772",Unreliable
Danville city, VA (51590),12,"41,898",Unreliable
Galax city, VA (51640),11,"6,775",Unreliable
Hampton city, VA (51650),48,"135,410",35.4
Harrisonburg city, VA (51660),20,"53,078",37.7
Hopewell city, VA (51670),12,"22,735",Unreliable
Lynchburg city, VA (51680),22,"80,212",27.4
Martinsville city, VA (51690),15,"13,445",Unreliable
Newport News city, VA (51700),62,"181,825",34.1
Norfolk city, VA (51710),42,"245,115",17.1
Petersburg city, VA (51730),13,"31,882",Unreliable
Portsmouth city, VA (51740),45,"95,252",47.2
Richmond city, VA (51760),38,"223,170",17
Roanoke city, VA (51770),22,"99,660",22.1
Salem city, VA (51775),10,"25,549",Unreliable
Staunton city, VA (51790),17,"24,363",Unreliable
Suffolk city, VA (51800),43,"89,273",48.2
Virginia Beach city, VA (51810),126,"452,602",27.8
Waynesboro city, VA (51820),16,"21,887",Unreliable
Winchester city, VA (51840),13,"27,516",Unreliable
Benton County, WA (53005),151,"193,686",78
Chelan County, WA (53007),83,"76,338",108.7
Clallam County, WA (53009),47,"74,570",63
Clark County, WA (53011),214,"467,018",45.8
Cowlitz County, WA (53015),45,"105,160",42.8
Douglas County, WA (53017),19,"41,327",Unreliable
Franklin County, WA (53021),34,"90,160",37.7
Grant County, WA (53025),35,"93,546",37.4
Grays Harbor County, WA (53027),57,"71,628",79.6
Island County, WA (53029),42,"82,636",50.8
Jefferson County, WA (53031),14,"31,139",Unreliable
King County, WA (53033),863,"2,149,970",40.1
Kitsap County, WA (53035),137,"264,811",51.7
Kittitas County, WA (53037),15,"44,866",Unreliable
Lewis County, WA (53041),50,"77,066",64.9
Mason County, WA (53045),28,"62,198",45
Okanogan County, WA (53047),18,"41,554",Unreliable
Pierce County, WA (53053),278,"861,312",32.3
San Juan County, WA (53055),12,"16,339",Unreliable
Skagit County, WA (53057),89,"123,681",72
Snohomish County, WA (53061),315,"787,620",40
Spokane County, WA (53063),274,"499,072",54.9
Stevens County, WA (53065),16,"44,439",Unreliable
Thurston County, WA (53067),118,"275,222",42.9
Walla Walla County, WA (53071),51,"60,340",84.5
Whatcom County, WA (53073),113,"216,800",52.1
Whitman County, WA (53075),15,"48,851",Unreliable
Yakima County, WA (53077),116,"249,636",46.5
Berkeley County, WV (54003),21,"113,525",18.5
Cabell County, WV (54011),63,"95,987",65.6
Fayette County, WV (54019),14,"44,323",Unreliable
Greenbrier County, WV (54025),19,"35,279",Unreliable
Harrison County, WV (54033),33,"68,400",48.2
Jackson County, WV (54035),12,"29,152",Unreliable
Kanawha County, WV (54039),129,"186,241",69.3
Lincoln County, WV (54043),11,"21,232",Unreliable
Logan County, WV (54045),13,"33,700",Unreliable
Marion County, WV (54049),16,"56,538",Unreliable
Marshall County, WV (54051),18,"31,793",Unreliable
Mason County, WV (54053),18,"26,825",Unreliable
Mercer County, WV (54055),22,"60,468",36.4
Mineral County, WV (54057),15,"27,411",Unreliable
Monongalia County, WV (54061),23,"104,622",22
Morgan County, WV (54065),16,"17,632",Unreliable
Nicholas County, WV (54067),11,"25,311",Unreliable
Ohio County, WV (54069),23,"42,516",54.1
Preston County, WV (54077),12,"33,758",Unreliable
Putnam County, WV (54079),35,"56,941",61.5
Raleigh County, WV (54081),10,"76,601",Unreliable
Randolph County, WV (54083),22,"29,006",75.8
Roane County, WV (54087),12,"14,208",Unreliable
Upshur County, WV (54097),10,"24,658",Unreliable
Wayne County, WV (54099),15,"40,531",Unreliable
Wetzel County, WV (54103),13,"15,640",Unreliable
Wood County, WV (54107),44,"85,643",51.4
Barron County, WI (55005),30,"45,412",66.1
Brown County, WI (55009),125,"260,401",48
Calumet County, WI (55015),21,"49,553",42.4
Chippewa County, WI (55017),24,"63,649",37.7
Clark County, WI (55019),14,"34,557",Unreliable
Columbia County, WI (55021),26,"56,927",45.7
Crawford County, WI (55023),13,"16,321",Unreliable
Dane County, WI (55025),176,"531,273",33.1
Dodge County, WI (55027),64,"88,068",72.7
Door County, WI (55029),13,"27,587",Unreliable
Douglas County, WI (55031),21,"43,509",48.3
Dunn County, WI (55033),12,"44,704",Unreliable
Eau Claire County, WI (55035),30,"102,965",29.1
Fond du Lac County, WI (55039),47,"102,144",46
Grant County, WI (55043),30,"52,214",57.5
Green County, WI (55045),26,"37,075",70.1
Green Lake County, WI (55047),13,"18,719",Unreliable
Jefferson County, WI (55055),34,"84,625",40.2
Kenosha County, WI (55059),39,"168,183",23.2
La Crosse County, WI (55063),53,"118,122",44.9
Langlade County, WI (55067),10,"19,221",Unreliable
Lincoln County, WI (55069),12,"27,902",Unreliable
Manitowoc County, WI (55071),24,"79,536",30.2
Marathon County, WI (55073),72,"135,603",53.1
Marinette County, WI (55075),28,"40,491",69.2
Milwaukee County, WI (55079),241,"951,448",25.3
Monroe County, WI (55081),11,"45,623",Unreliable
Oconto County, WI (55083),25,"37,430",66.8
Oneida County, WI (55085),27,"35,601",75.8
Outagamie County, WI (55087),53,"184,526",28.7
Ozaukee County, WI (55089),38,"88,314",43
Pierce County, WI (55093),18,"41,238",Unreliable
Polk County, WI (55095),15,"43,481",Unreliable
Portage County, WI (55097),30,"70,447",42.6
Racine County, WI (55101),72,"195,140",36.9
Rock County, WI (55105),63,"161,620",39
St. Croix County, WI (55109),37,"88,029",42
Sauk County, WI (55111),28,"63,949",43.8
Shawano County, WI (55115),23,"41,062",56
Sheboygan County, WI (55117),43,"115,427",37.3
Vernon County, WI (55123),16,"30,814",Unreliable
Vilas County, WI (55125),11,"21,435",Unreliable
Walworth County, WI (55127),41,"102,959",39.8
Washington County, WI (55131),57,"134,296",42.4
Waukesha County, WI (55133),171,"398,424",42.9
Waupaca County, WI (55135),36,"51,533",69.9
Waushara County, WI (55137),12,"24,162",Unreliable
Winnebago County, WI (55139),75,"169,886",44.1
Wood County, WI (55141),42,"73,107",57.5
Laramie County, WY (56021),14,"98,136",Unreliable
Natrona County, WY (56025),41,"81,039",50.6
Park County, WY (56029),10,"29,353",Unreliable
Sheridan County, WY (56033),12,"30,200",Unreliable
Sweetwater County, WY (56037),11,"44,165",Unreliable
