County,State(Code),Deaths,Population,Crude Rate Per 100000
Calcasieu Parish, LA (22019),67,"200,601",33.4
Claiborne Parish, LA (22027),10,"16,132",Unreliable
Concordia Parish, LA (22029),16,"19,920",Unreliable
De Soto Parish, LA (22031),19,"27,149",Unreliable
East Baton Rouge Parish, LA (22033),262,"447,037",58.6
Evangeline Parish, LA (22039),14,"33,709",Unreliable
Grant Parish, LA (22043),13,"22,365",Unreliable
Iberia Parish, LA (22045),53,"73,273",72.3
Jefferson Parish, LA (22051),160,"436,523",36.7
Jefferson Davis Parish, LA (22053),20,"31,413",63.7
Lafayette Parish, LA (22055),124,"241,398",51.4
Lafourche Parish, LA (22057),28,"98,305",28.5
Lincoln Parish, LA (22061),29,"47,745",60.7
Livingston Parish, LA (22063),52,"140,138",37.1
Morehouse Parish, LA (22067),12,"26,071",Unreliable
Natchitoches Parish, LA (22069),30,"39,162",76.6
Orleans Parish, LA (22071),128,"391,495",32.7
Ouachita Parish, LA (22073),116,"156,983",73.9
Pointe Coupee Parish, LA (22077),16,"22,159",Unreliable
Rapides Parish, LA (22079),102,"132,424",77
Sabine Parish, LA (22085),17,"23,977",Unreliable
St. Bernard Parish, LA (22087),11,"45,688",Unreliable
St. Charles Parish, LA (22089),22,"52,923",41.6
St. John the Baptist Parish, LA (22095),18,"43,631",Unreliable
St. Landry Parish, LA (22097),40,"83,883",47.7
St. Martin Parish, LA (22099),31,"54,007",57.4
St. Mary Parish, LA (22101),29,"52,093",55.7
St. Tammany Parish, LA (22103),91,"253,602",35.9
Tangipahoa Parish, LA (22105),54,"130,710",41.3
Terrebonne Parish, LA (22109),24,"113,220",21.2
Vermilion Parish, LA (22113),37,"60,205",61.5
Vernon Parish, LA (22115),14,"50,569",Unreliable
Washington Parish, LA (22117),19,"46,310",Unreliable
Webster Parish, LA (22119),20,"39,710",50.4
Androscoggin County, ME (23001),77,"107,319",71.7
Aroostook County, ME (23003),22,"67,959",32.4
Cumberland County, ME (23005),143,"292,041",49
Franklin County, ME (23007),10,"30,001",Unreliable
Hancock County, ME (23009),25,"54,419",45.9
Kennebec County, ME (23011),60,"120,569",49.8
Knox County, ME (23013),12,"39,744",Unreliable
Lincoln County, ME (23015),15,"34,216",Unreliable
Oxford County, ME (23017),35,"57,217",61.2
Penobscot County, ME (23019),48,"151,806",31.6
Somerset County, ME (23025),10,"50,915",Unreliable
Waldo County, ME (23027),12,"39,364",Unreliable
York County, ME (23031),89,"202,343",44
Allegany County, MD (24001),34,"72,130",47.1
Anne Arundel County, MD (24003),107,"568,346",18.8
Baltimore County, MD (24005),208,"831,026",25
Calvert County, MD (24009),26,"91,251",28.5
Caroline County, MD (24011),10,"32,850",Unreliable
Carroll County, MD (24013),42,"167,656",25.1
Cecil County, MD (24015),37,"102,603",36.1
Charles County, MD (24017),11,"157,705",Unreliable
Frederick County, MD (24021),43,"247,591",17.4
Garrett County, MD (24023),17,"29,425",Unreliable
Harford County, MD (24025),55,"251,032",21.9
Howard County, MD (24027),63,"317,233",19.9
Kent County, MD (24029),15,"19,730",Unreliable
Montgomery County, MD (24031),169,"1,043,863",16.2
Prince George's County, MD (24033),126,"908,049",13.9
Queen Anne's County, MD (24035),17,"48,929",Unreliable
St. Mary's County, MD (24037),14,"112,587",Unreliable
Talbot County, MD (24041),11,"37,278",Unreliable
Washington County, MD (24043),57,"150,292",37.9
Wicomico County, MD (24045),17,"102,577",Unreliable
Worcester County, MD (24047),11,"51,444",Unreliable
Baltimore city, MD (24510),77,"614,664",12.5
Barnstable County, MA (25001),140,"214,276",65.3
Berkshire County, MA (25003),43,"126,903",33.9
Bristol County, MA (25005),170,"558,324",30.4
Essex County, MA (25009),185,"779,018",23.7
Franklin County, MA (25011),13,"70,382",Unreliable
Hampden County, MA (25013),90,"468,467",19.2
Hampshire County, MA (25015),26,"161,816",16.1
Middlesex County, MA (25017),315,"1,589,774",19.8
Norfolk County, MA (25021),193,"697,181",27.7
Plymouth County, MA (25023),146,"513,565",28.4
Suffolk County, MA (25025),116,"784,230",14.8
Worcester County, MA (25027),268,"819,589",32.7
Allegan County, MI (26005),48,"115,548",41.5
Antrim County, MI (26009),15,"23,144",Unreliable
Barry County, MI (26015),28,"59,702",46.9
Bay County, MI (26017),40,"104,747",38.2
Benzie County, MI (26019),12,"17,572",Unreliable
Berrien County, MI (26021),60,"154,010",39
Branch County, MI (26023),25,"43,427",57.6
Calhoun County, MI (26025),81,"134,386",60.3
Cass County, MI (26027),17,"51,599",Unreliable
Charlevoix County, MI (26029),15,"26,174",Unreliable
Cheboygan County, MI (26031),25,"25,401",98.4
Clare County, MI (26035),10,"30,358",Unreliable
Clinton County, MI (26037),38,"77,888",48.8
Delta County, MI (26041),26,"36,202",71.8
Eaton County, MI (26045),49,"109,160",44.9
Emmet County, MI (26047),37,"33,182",111.5
Genesee County, MI (26049),196,"408,615",48
Gladwin County, MI (26051),10,"25,122",Unreliable
Grand Traverse County, MI (26055),66,"92,084",71.7
Gratiot County, MI (26057),26,"41,202",63.1
Hillsdale County, MI (26059),31,"45,774",67.7
Houghton County, MI (26061),17,"36,555",Unreliable
Huron County, MI (26063),17,"31,481",Unreliable
Ingham County, MI (26065),116,"288,051",40.3
Ionia County, MI (26067),27,"64,232",42
Iosco County, MI (26069),13,"25,327",Unreliable
Isabella County, MI (26073),21,"71,282",29.5
Jackson County, MI (26075),104,"158,460",65.6
Kalamazoo County, MI (26077),75,"261,654",28.7
Kalkaska County, MI (26079),10,"17,263",Unreliable
Kent County, MI (26081),291,"642,173",45.3
Lake County, MI (26085),10,"11,496",Unreliable
Lapeer County, MI (26087),36,"88,340",40.8
Leelanau County, MI (26089),20,"21,765",91.9
Lenawee County, MI (26091),65,"98,504",66
Livingston County, MI (26093),65,"188,624",34.5
Macomb County, MI (26099),349,"867,730",40.2
Manistee County, MI (26101),22,"24,373",90.3
Marquette County, MI (26103),44,"66,435",66.2
Mason County, MI (26105),19,"28,876",Unreliable
Mecosta County, MI (26107),11,"43,221",Unreliable
Menominee County, MI (26109),15,"23,281",Unreliable
Midland County, MI (26111),36,"83,462",43.1
Missaukee County, MI (26113),11,"15,102",Unreliable
Monroe County, MI (26115),83,"149,208",55.6
Montcalm County, MI (26117),28,"62,974",44.5
Muskegon County, MI (26121),90,"173,408",51.9
Newaygo County, MI (26123),38,"47,938",79.3
Oakland County, MI (26125),455,"1,243,970",36.6
Oceana County, MI (26127),10,"26,027",Unreliable
Osceola County, MI (26133),10,"23,110",Unreliable
Otsego County, MI (26137),16,"24,470",Unreliable
Ottawa County, MI (26139),171,"282,250",60.6
Saginaw County, MI (26145),118,"192,326",61.4
St. Clair County, MI (26147),80,"159,587",50.1
St. Joseph County, MI (26149),36,"60,853",59.2
Sanilac County, MI (26151),21,"41,409",50.7
Shiawassee County, MI (26155),25,"68,554",36.5
Tuscola County, MI (26157),27,"53,338",50.6
Van Buren County, MI (26159),11,"75,223",Unreliable
Washtenaw County, MI (26161),118,"364,709",32.4
Wayne County, MI (26163),544,"1,749,366",31.1
Wexford County, MI (26165),16,"33,163",Unreliable
Anoka County, MN (27003),94,"345,957",27.2
Becker County, MN (27005),28,"33,734",83
Beltrami County, MN (27007),18,"46,106",Unreliable
Benton County, MN (27009),33,"39,992",82.5
Blue Earth County, MN (27013),36,"66,441",54.2
Carlton County, MN (27017),11,"35,738",Unreliable
Carver County, MN (27019),15,"100,262",Unreliable
Chippewa County, MN (27023),11,"12,133",Unreliable
Chisago County, MN (27025),24,"54,748",43.8
Clay County, MN (27027),35,"62,875",55.7
Crow Wing County, MN (27035),25,"63,940",39.1
Dakota County, MN (27037),133,"417,486",31.9
Douglas County, MN (27041),14,"37,456",Unreliable
Freeborn County, MN (27047),16,"30,446",Unreliable
Goodhue County, MN (27049),26,"46,676",55.7
Hennepin County, MN (27053),411,"1,232,483",33.3
Hubbard County, MN (27057),14,"20,718",Unreliable
Isanti County, MN (27059),12,"39,025",Unreliable
Itasca County, MN (27061),22,"45,242",48.6
Kandiyohi County, MN (27067),22,"42,495",51.8
Lake County, MN (27075),16,"10,625",Unreliable
Le Sueur County, MN (27079),15,"27,591",Unreliable
Lyon County, MN (27083),16,"25,699",Unreliable
McLeod County, MN (27085),18,"35,842",Unreliable
Morrison County, MN (27097),15,"32,821",Unreliable
Mower County, MN (27099),31,"39,163",79.2
Norman County, MN (27107),12,"6,579",Unreliable
Olmsted County, MN (27109),82,"153,102",53.6
Otter Tail County, MN (27111),56,"58,085",96.4
Pipestone County, MN (27117),13,"9,202",Unreliable
Polk County, MN (27119),25,"31,660",79
Ramsey County, MN (27123),267,"540,649",49.4
Rice County, MN (27131),19,"65,622",Unreliable
Rock County, MN (27133),10,"9,564",Unreliable
St. Louis County, MN (27137),133,"199,980",66.5
Scott County, MN (27139),29,"143,680",20.2
Sherburne County, MN (27141),15,"93,528",Unreliable
Stearns County, MN (27145),37,"155,652",23.8
Steele County, MN (27147),20,"36,805",54.3
Wadena County, MN (27159),10,"13,761",Unreliable
Washington County, MN (27163),138,"253,117",54.5
Winona County, MN (27169),13,"50,948",Unreliable
Wright County, MN (27171),45,"132,550",33.9
Adams County, MS (28001),28,"31,248",89.6
Alcorn County, MS (28003),23,"37,304",61.7
Attala County, MS (28007),33,"18,934",174.3
Bolivar County, MS (28011),18,"32,737",Unreliable
Calhoun County, MS (28013),11,"14,610",Unreliable
Clay County, MS (28025),10,"19,850",Unreliable
Copiah County, MS (28029),12,"28,482",Unreliable
Covington County, MS (28031),20,"19,569",102.2
DeSoto County, MS (28033),85,"175,611",48.4
Forrest County, MS (28035),44,"75,979",57.9
Hancock County, MS (28045),17,"46,791",Unreliable
Harrison County, MS (28047),66,"203,234",32.5
Hinds County, MS (28049),99,"241,229",41
Holmes County, MS (28051),10,"17,999",Unreliable
Itawamba County, MS (28057),19,"23,529",Unreliable
Jackson County, MS (28059),68,"141,241",48.1
Jasper County, MS (28061),10,"16,578",Unreliable
Jones County, MS (28067),51,"67,953",75.1
Lafayette County, MS (28071),17,"53,796",Unreliable
Lamar County, MS (28073),23,"60,914",37.8
Lauderdale County, MS (28075),42,"77,755",54
Leake County, MS (28079),17,"22,620",Unreliable
Lee County, MS (28081),54,"85,381",63.2
Leflore County, MS (28083),14,"29,856",Unreliable
Lowndes County, MS (28087),40,"59,602",67.1
Madison County, MS (28089),67,"105,114",63.7
Marion County, MS (28091),19,"25,251",Unreliable
Marshall County, MS (28093),17,"35,801",Unreliable
Monroe County, MS (28095),41,"35,873",114.3
Neshoba County, MS (28099),17,"29,403",Unreliable
Newton County, MS (28101),13,"21,558",Unreliable
Oktibbeha County, MS (28105),12,"49,833",Unreliable
Panola County, MS (28107),13,"34,164",Unreliable
Pearl River County, MS (28109),32,"55,310",57.9
Pontotoc County, MS (28115),17,"31,550",Unreliable
Prentiss County, MS (28117),20,"25,256",79.2
Rankin County, MS (28121),43,"150,228",28.6
Simpson County, MS (28127),10,"26,912",Unreliable
Sunflower County, MS (28133),12,"26,407",Unreliable
Tippah County, MS (28139),15,"22,190",Unreliable
Tishomingo County, MS (28141),10,"19,491",Unreliable
Union County, MS (28145),13,"28,311",Unreliable
Warren County, MS (28149),19,"47,140",Unreliable
Wayne County, MS (28153),11,"20,480",Unreliable
Webster County, MS (28155),14,"9,767",Unreliable
Winston County, MS (28159),15,"18,160",Unreliable
Yalobusha County, MS (28161),15,"12,471",Unreliable
Andrew County, MO (29003),15,"17,350",Unreliable
Barry County, MO (29009),14,"35,732",Unreliable
Benton County, MO (29015),10,"18,839",Unreliable
Boone County, MO (29019),30,"176,594",17
Buchanan County, MO (29021),45,"88,938",50.6
Butler County, MO (29023),22,"42,739",51.5
Cape Girardeau County, MO (29031),58,"78,913",73.5
Cass County, MO (29037),18,"102,845",Unreliable
Cedar County, MO (29039),11,"14,016",Unreliable
Christian County, MO (29043),34,"84,401",40.3
Clay County, MO (29047),53,"239,085",22.2
Clinton County, MO (29049),10,"20,610",Unreliable
Cole County, MO (29051),18,"76,631",Unreliable
Crawford County, MO (29055),11,"24,302",Unreliable
Douglas County, MO (29067),13,"13,358",Unreliable
Dunklin County, MO (29069),18,"30,535",Unreliable
Franklin County, MO (29071),51,"102,838",49.6
Gasconade County, MO (29073),16,"14,808",Unreliable
Greene County, MO (29077),164,"288,690",56.8
Henry County, MO (29083),13,"21,594",Unreliable
Howell County, MO (29091),22,"40,210",54.7
Jackson County, MO (29095),170,"691,801",24.6
Jasper County, MO (29097),32,"119,111",26.9
Jefferson County, MO (29099),89,"224,226",39.7
Lawrence County, MO (29109),43,"38,381",112
Lincoln County, MO (29113),29,"55,267",52.5
Livingston County, MO (29117),14,"15,235",Unreliable
Marion County, MO (29127),22,"28,894",76.1
Miller County, MO (29131),11,"25,206",Unreliable
New Madrid County, MO (29143),14,"17,915",Unreliable
Newton County, MO (29145),21,"58,694",35.8
Nodaway County, MO (29147),11,"22,670",Unreliable
Perry County, MO (29157),14,"19,285",Unreliable
Pettis County, MO (29159),14,"42,213",Unreliable
Phelps County, MO (29161),12,"44,608",Unreliable
Platte County, MO (29165),23,"98,309",23.4
Polk County, MO (29167),11,"31,285",Unreliable
Pulaski County, MO (29169),11,"52,654",Unreliable
Randolph County, MO (29175),11,"24,989",Unreliable
St. Charles County, MO (29183),119,"390,918",30.4
St. Francois County, MO (29187),43,"66,627",64.5
St. Louis County, MO (29189),509,"998,581",51
Scott County, MO (29201),21,"38,745",54.2
Stoddard County, MO (29207),16,"29,588",Unreliable
Stone County, MO (29209),10,"31,047",Unreliable
Taney County, MO (29213),14,"54,735",Unreliable
Warren County, MO (29219),10,"33,802",Unreliable
Webster County, MO (29225),16,"38,106",Unreliable
Wright County, MO (29229),14,"18,286",Unreliable
St. Louis city, MO (29510),58,"311,404",18.6
Cascade County, MT (30013),43,"81,755",52.6
Fergus County, MT (30027),11,"11,413",Unreliable
Flathead County, MT (30029),18,"98,082",Unreliable
Gallatin County, MT (30031),12,"104,502",Unreliable
Lewis and Clark County, MT (30049),18,"67,282",Unreliable
Missoula County, MT (30063),40,"116,130",34.4
Ravalli County, MT (30081),15,"42,088",Unreliable
Silver Bow County, MT (30093),22,"34,553",63.7
Yellowstone County, MT (30111),45,"158,437",28.4
Adams County, NE (31001),13,"31,684",Unreliable
Buffalo County, NE (31019),14,"49,383",Unreliable
Cass County, NE (31025),13,"25,767",Unreliable
Dodge County, NE (31053),21,"36,757",57.1
Douglas County, NE (31055),170,"554,995",30.6
Gage County, NE (31067),11,"21,799",Unreliable
Hall County, NE (31079),40,"61,705",64.8
Lancaster County, NE (31109),86,"309,637",27.8
Madison County, NE (31119),16,"35,015",Unreliable
Otoe County, NE (31131),10,"16,081",Unreliable
Platte County, NE (31141),16,"32,861",Unreliable
Sarpy County, NE (31153),42,"179,023",23.5
Seward County, NE (31159),13,"17,284",Unreliable
Washington County, NE (31177),10,"20,603",Unreliable
Clark County, NV (32003),433,"2,155,664",20.1
Douglas County, NV (32005),29,"48,020",60.4
Nye County, NV (32023),23,"43,423",53
Washoe County, NV (32031),131,"453,616",28.9
Carson City, NV (32510),40,"54,742",73.1
Belknap County, NH (33001),11,"60,779",Unreliable
Carroll County, NH (33003),18,"47,289",Unreliable
Cheshire County, NH (33005),25,"75,774",33
Coos County, NH (33007),26,"32,039",81.2
Grafton County, NH (33009),44,"88,888",49.5
Hillsborough County, NH (33011),126,"407,761",30.9
Merrimack County, NH (33013),53,"148,582",35.7
Rockingham County, NH (33015),73,"303,251",24.1
Strafford County, NH (33017),40,"127,428",31.4
Sullivan County, NH (33019),14,"43,004",Unreliable
Atlantic County, NJ (34001),88,"270,991",32.5
Bergen County, NJ (34003),308,"939,151",32.8
Burlington County, NJ (34005),163,"449,284",36.3
Camden County, NJ (34007),189,"510,150",37
Cape May County, NJ (34009),54,"94,430",57.2
Cumberland County, NJ (34011),51,"153,797",33.2
Essex County, NJ (34013),138,"796,914",17.3
Gloucester County, NJ (34015),88,"292,330",30.1
Hudson County, NJ (34017),82,"677,983",12.1
Hunterdon County, NJ (34019),14,"124,676",Unreliable
Mercer County, NJ (34021),85,"371,023",22.9
Middlesex County, NJ (34023),166,"837,073",19.8
Monmouth County, NJ (34025),186,"625,846",29.7
Morris County, NJ (34027),138,"498,423",27.7
Ocean County, NJ (34029),255,"592,497",43
Passaic County, NJ (34031),101,"507,945",19.9
Salem County, NJ (34033),19,"63,436",Unreliable
Somerset County, NJ (34035),92,"333,751",27.6
Sussex County, NJ (34037),45,"142,522",31.6
Union County, NJ (34039),149,"555,630",26.8
Warren County, NJ (34041),24,"106,617",22.5
Bernalillo County, NM (35001),215,"676,953",31.8
Chaves County, NM (35005),20,"65,282",30.6
Curry County, NM (35009),21,"50,280",41.8
Dona Ana County, NM (35013),35,"214,207",16.3
Eddy County, NM (35015),16,"57,621",Unreliable
Lea County, NM (35025),24,"69,749",34.4
McKinley County, NM (35031),12,"74,923",Unreliable
Otero County, NM (35035),11,"65,410",Unreliable
Rio Arriba County, NM (35039),12,"40,040",Unreliable
Roosevelt County, NM (35041),10,"19,082",Unreliable
Sandoval County, NM (35043),40,"142,025",28.2
San Juan County, NM (35045),26,"115,079",22.6
Santa Fe County, NM (35049),40,"148,651",26.9
Sierra County, NM (35051),13,"11,191",Unreliable
Valencia County, NM (35061),30,"75,626",39.7
Albany County, NY (36001),83,"308,846",26.9
Bronx County, NY (36005),189,"1,455,720",13
Broome County, NY (36007),73,"195,334",37.4
Cayuga County, NY (36011),33,"77,861",42.4
Chautauqua County, NY (36013),32,"129,504",24.7
Chemung County, NY (36015),19,"86,322",Unreliable
Chenango County, NY (36017),13,"48,579",Unreliable
Columbia County, NY (36021),15,"60,989",Unreliable
Dutchess County, NY (36027),48,"294,473",16.3
Erie County, NY (36029),157,"921,046",17
Herkimer County, NY (36043),16,"62,613",Unreliable
Jefferson County, NY (36045),40,"114,006",35.1
Kings County, NY (36047),338,"2,629,150",12.9
Livingston County, NY (36051),17,"64,257",Unreliable
Monroe County, NY (36055),186,"747,727",24.9
Montgomery County, NY (36057),17,"49,276",Unreliable
Nassau County, NY (36059),267,"1,361,500",19.6
New York County, NY (36061),294,"1,643,734",17.9
Niagara County, NY (36063),28,"211,758",13.2
Oneida County, NY (36065),51,"231,190",22.1
Onondaga County, NY (36067),116,"466,194",24.9
Ontario County, NY (36069),15,"109,828",Unreliable
Orange County, NY (36071),91,"379,210",24
Oswego County, NY (36075),14,"118,987",Unreliable
Putnam County, NY (36079),13,"98,900",Unreliable
Queens County, NY (36081),256,"2,333,054",11
Rensselaer County, NY (36083),32,"160,070",20
Richmond County, NY (36085),37,"476,015",7.8
Rockland County, NY (36087),31,"326,780",9.5
St. Lawrence County, NY (36089),12,"110,038",Unreliable
Saratoga County, NY (36091),60,"227,053",26.4
Schenectady County, NY (36093),44,"154,553",28.5
Steuben County, NY (36101),31,"96,940",32
Suffolk County, NY (36103),230,"1,492,583",15.4
Tioga County, NY (36107),25,"48,760",51.3
Tompkins County, NY (36109),15,"104,871",Unreliable
Ulster County, NY (36111),46,"179,225",25.7
Warren County, NY (36113),21,"64,567",32.5
Washington County, NY (36115),23,"61,800",37.2
Wayne County, NY (36117),18,"90,798",Unreliable
Westchester County, NY (36119),176,"974,542",18.1
Alamance County, NC (37001),87,"159,688",54.5
Alexander County, NC (37003),21,"37,428",56.1
Alleghany County, NC (37005),12,"10,848",Unreliable
Anson County, NC (37007),10,"25,448",Unreliable
Ashe County, NC (37009),15,"26,924",Unreliable
Avery County, NC (37011),12,"17,516",Unreliable
Beaufort County, NC (37013),25,"47,526",52.6
Bertie County, NC (37015),10,"19,854",Unreliable
Bladen County, NC (37017),12,"33,741",Unreliable
Brunswick County, NC (37019),36,"126,953",28.4
Buncombe County, NC (37021),119,"256,088",46.5
Burke County, NC (37023),64,"88,851",72
Cabarrus County, NC (37025),113,"201,590",56.1
Caldwell County, NC (37027),65,"81,449",79.8
Carteret County, NC (37031),22,"68,890",31.9
Catawba County, NC (37035),131,"156,459",83.7
Chatham County, NC (37037),26,"72,243",36
Cherokee County, NC (37039),21,"27,905",75.3
Cleveland County, NC (37045),61,"97,144",62.8
Columbus County, NC (37047),18,"56,505",Unreliable
Craven County, NC (37049),49,"103,445",47.4
Cumberland County, NC (37051),103,"327,127",31.5
Dare County, NC (37055),12,"35,964",Unreliable
Davidson County, NC (37057),114,"164,926",69.1
Davie County, NC (37059),28,"42,013",66.6
Duplin County, NC (37061),12,"58,969",Unreliable
Durham County, NC (37063),81,"306,212",26.5
Edgecombe County, NC (37065),15,"53,318",Unreliable
Forsyth County, NC (37067),172,"371,511",46.3
Franklin County, NC (37069),17,"64,705",Unreliable
Gaston County, NC (37071),125,"216,965",57.6
Granville County, NC (37077),31,"59,031",52.5
Guilford County, NC (37081),239,"521,330",45.8
Halifax County, NC (37083),21,"51,766",40.6
Harnett County, NC (37085),26,"130,881",19.9
Haywood County, NC (37087),15,"60,682",Unreliable
Henderson County, NC (37089),84,"114,209",73.5
Hertford County, NC (37091),16,"24,136",Unreliable
Hoke County, NC (37093),17,"53,262",Unreliable
Iredell County, NC (37097),78,"172,916",45.1
Jackson County, NC (37099),14,"42,241",Unreliable
Johnston County, NC (37101),51,"191,450",26.6
Lee County, NC (37105),32,"59,616",53.7
Lenoir County, NC (37107),23,"57,307",40.1
Lincoln County, NC (37109),31,"81,168",38.2
McDowell County, NC (37111),35,"45,075",77.6
Macon County, NC (37113),24,"34,376",69.8
Martin County, NC (37117),21,"23,172",90.6
Mecklenburg County, NC (37119),285,"1,054,835",27
Mitchell County, NC (37121),14,"15,126",Unreliable
Montgomery County, NC (37123),24,"27,418",87.5
Moore County, NC (37125),72,"95,776",75.2
Nash County, NC (37127),38,"94,005",40.4
New Hanover County, NC (37129),46,"223,483",20.6
Northampton County, NC (37131),13,"20,000",Unreliable
Onslow County, NC (37133),25,"187,136",13.4
Orange County, NC (37135),32,"141,796",22.6
Pasquotank County, NC (37139),15,"39,864",Unreliable
Pender County, NC (37141),13,"59,090",Unreliable
Person County, NC (37145),14,"39,284",Unreliable
Pitt County, NC (37147),60,"177,220",33.9
Polk County, NC (37149),19,"20,334",Unreliable
Randolph County, NC (37151),78,"143,416",54.4
Richmond County, NC (37153),21,"44,939",46.7
Robeson County, NC (37155),73,"133,235",54.8
Rockingham County, NC (37157),33,"91,393",36.1
Rowan County, NC (37159),65,"139,933",46.5
Rutherford County, NC (37161),19,"66,421",Unreliable
Sampson County, NC (37163),18,"63,124",Unreliable
Scotland County, NC (37165),25,"35,244",70.9
Stanly County, NC (37167),51,"60,791",83.9
Stokes County, NC (37169),19,"46,097",Unreliable
Surry County, NC (37171),52,"72,113",72.1
Transylvania County, NC (37175),35,"33,482",104.5
Union County, NC (37179),76,"226,606",33.5
Vance County, NC (37181),15,"44,244",Unreliable
Wake County, NC (37183),243,"1,046,791",23.2
Washington County, NC (37187),13,"12,195",Unreliable
Watauga County, NC (37189),30,"53,922",55.6
Wayne County, NC (37191),62,"124,150",49.9
Wilkes County, NC (37193),58,"68,740",84.4
Wilson County, NC (37195),29,"81,661",35.5
Yadkin County, NC (37197),22,"37,532",58.6
Yancey County, NC (37199),15,"17,678",Unreliable
Burleigh County, ND (38015),51,"94,487",54
Cass County, ND (38017),63,"175,249",35.9
Grand Forks County, ND (38035),31,"71,083",43.6
Morton County, ND (38059),18,"30,809",Unreliable
Nelson County, ND (38063),12,"2,960",Unreliable
Stark County, ND (38089),17,"31,199",Unreliable
Stutsman County, ND (38093),16,"21,128",Unreliable
Ward County, ND (38101),23,"70,210",32.8
Williams County, ND (38105),10,"34,337",Unreliable
Adams County, OH (39001),12,"27,907",Unreliable
Allen County, OH (39003),39,"103,742",37.6
Ashland County, OH (39005),47,"53,652",87.6
Ashtabula County, OH (39007),36,"98,231",36.6
Athens County, OH (39009),10,"66,186",Unreliable
Auglaize County, OH (39011),15,"45,894",Unreliable
Belmont County, OH (39013),30,"68,673",43.7
Brown County, OH (39015),35,"43,759",80
Butler County, OH (39017),115,"377,537",30.5
Carroll County, OH (39019),12,"27,669",Unreliable
Champaign County, OH (39021),15,"38,747",Unreliable
Clark County, OH (39023),65,"134,786",48.2
Clermont County, OH (39025),67,"203,022",33
Clinton County, OH (39027),15,"41,902",Unreliable
Columbiana County, OH (39029),33,"103,685",31.8
Coshocton County, OH (39031),22,"36,602",60.1
Crawford County, OH (39033),25,"42,083",59.4
Cuyahoga County, OH (39035),402,"1,249,352",32.2
Darke County, OH (39037),26,"51,778",50.2
Defiance County, OH (39039),22,"38,158",57.7
Delaware County, OH (39041),38,"196,463",19.3
Erie County, OH (39043),54,"75,107",71.9
Fairfield County, OH (39045),59,"152,597",38.7
Fayette County, OH (39047),11,"28,676",Unreliable
Franklin County, OH (39049),359,"1,264,518",28.4
Fulton County, OH (39051),24,"42,514",56.5
Gallia County, OH (39053),11,"30,015",Unreliable
Geauga County, OH (39055),34,"94,060",36.1
Greene County, OH (39057),92,"164,765",55.8
Guernsey County, OH (39059),16,"39,063",Unreliable
Hamilton County, OH (39061),324,"809,099",40
Hancock County, OH (39063),54,"75,872",71.2
Henry County, OH (39069),11,"27,629",Unreliable
Highland County, OH (39071),15,"43,029",Unreliable
Hocking County, OH (39073),15,"28,340",Unreliable
Holmes County, OH (39075),21,"43,936",47.8
Huron County, OH (39077),20,"58,439",34.2
Jackson County, OH (39079),33,"32,505",101.5
Jefferson County, OH (39081),34,"66,704",51
Knox County, OH (39083),39,"60,814",64.1
Lake County, OH (39085),108,"228,614",47.2
Lawrence County, OH (39087),43,"60,872",70.6
Licking County, OH (39089),69,"172,198",40.1
Logan County, OH (39091),19,"45,165",Unreliable
Lorain County, OH (39093),133,"306,365",43.4
Lucas County, OH (39095),263,"432,488",60.8
Madison County, OH (39097),19,"43,419",Unreliable
Mahoning County, OH (39099),140,"230,008",60.9
Marion County, OH (39101),23,"65,096",35.3
Medina County, OH (39103),48,"177,221",27.1
Meigs County, OH (39105),14,"23,125",Unreliable
Mercer County, OH (39107),16,"40,909",Unreliable
Miami County, OH (39109),35,"104,679",33.4
Montgomery County, OH (39113),335,"531,239",63.1
Muskingum County, OH (39119),47,"86,068",54.6
Ottawa County, OH (39123),13,"40,636",Unreliable
Perry County, OH (39127),12,"35,927",Unreliable
Pickaway County, OH (39129),27,"57,565",46.9
Portage County, OH (39133),50,"161,921",30.9
Preble County, OH (39135),27,"41,247",65.5
Putnam County, OH (39137),20,"34,056",58.7
Richland County, OH (39139),39,"121,107",32.2
Ross County, OH (39141),25,"77,000",32.5
Sandusky County, OH (39143),14,"59,330",Unreliable
Scioto County, OH (39145),45,"76,088",59.1
Seneca County, OH (39147),29,"55,353",52.4
Shelby County, OH (39149),13,"48,623",Unreliable
Stark County, OH (39151),286,"373,612",76.6
Summit County, OH (39153),288,"540,300",53.3
Trumbull County, OH (39155),93,"201,825",46.1
Tuscarawas County, OH (39157),52,"92,420",56.3
Union County, OH (39159),14,"55,457",Unreliable
Van Wert County, OH (39161),16,"28,362",Unreliable
Warren County, OH (39165),139,"227,063",61.2
Washington County, OH (39167),11,"60,610",Unreliable
Wayne County, OH (39169),51,"116,470",43.8
Williams County, OH (39171),17,"37,017",Unreliable
Wood County, OH (39173),71,"130,219",54.5
Wyandot County, OH (39175),10,"22,118",Unreliable
Bryan County, OK (40013),33,"45,573",72.4
Canadian County, OK (40017),42,"136,532",30.8
Carter County, OK (40019),35,"48,556",72.1
Cherokee County, OK (40021),19,"48,700",Unreliable
Choctaw County, OK (40023),14,"14,885",Unreliable
Cleveland County, OK (40027),89,"278,655",31.9
Comanche County, OK (40031),56,"122,136",45.9
Creek County, OK (40037),30,"71,312",42.1
Delaware County, OK (40041),20,"41,598",48.1
Garfield County, OK (40047),35,"62,603",55.9
