County,State(Code),Deaths,Population,Crude Rate Per 100000
Jasper County, IA (19099),13,"36,708",Unreliable
Jefferson County, IA (19101),10,"18,090",Unreliable
Johnson County, IA (19103),62,"146,547",42.3
Jones County, IA (19105),15,"20,439",Unreliable
Kossuth County, IA (19109),14,"15,114",Unreliable
Lee County, IA (19111),45,"34,615",130
Linn County, IA (19113),91,"221,661",41.1
Madison County, IA (19121),11,"15,848",Unreliable
Mahaska County, IA (19123),12,"22,181",Unreliable
Marion County, IA (19125),17,"33,189",Unreliable
Marshall County, IA (19127),24,"40,312",59.5
Muscatine County, IA (19139),15,"42,940",Unreliable
Polk County, IA (19153),215,"474,045",45.4
Pottawattamie County, IA (19155),63,"93,582",67.3
Scott County, IA (19163),77,"172,474",44.6
Sioux County, IA (19167),17,"34,898",Unreliable
Story County, IA (19169),27,"97,090",27.8
Wapello County, IA (19179),22,"34,982",62.9
Warren County, IA (19181),20,"49,691",40.2
Washington County, IA (19183),19,"22,281",Unreliable
Webster County, IA (19187),30,"36,769",81.6
Winnebago County, IA (19189),10,"10,631",Unreliable
Woodbury County, IA (19193),40,"102,779",38.9
Barton County, KS (20009),14,"26,775",Unreliable
Butler County, KS (20015),30,"67,025",44.8
Cherokee County, KS (20021),12,"20,246",Unreliable
Cloud County, KS (20029),11,"9,150",Unreliable
Cowley County, KS (20035),27,"35,753",75.5
Crawford County, KS (20037),16,"39,164",Unreliable
Dickinson County, KS (20041),15,"19,064",Unreliable
Douglas County, KS (20045),43,"119,440",36
Ellis County, KS (20051),19,"28,893",Unreliable
Finney County, KS (20055),15,"36,722",Unreliable
Ford County, KS (20057),15,"33,971",Unreliable
Franklin County, KS (20059),17,"25,560",Unreliable
Geary County, KS (20061),17,"35,586",Unreliable
Harvey County, KS (20079),28,"34,913",80.2
Jackson County, KS (20085),11,"13,291",Unreliable
Jefferson County, KS (20087),13,"18,897",Unreliable
Johnson County, KS (20091),172,"584,451",29.4
Leavenworth County, KS (20103),48,"80,204",59.8
Lyon County, KS (20111),12,"33,510",Unreliable
McPherson County, KS (20113),21,"28,804",72.9
Miami County, KS (20121),11,"32,964",Unreliable
Montgomery County, KS (20125),25,"32,746",76.3
Neosho County, KS (20133),11,"16,146",Unreliable
Osage County, KS (20139),13,"15,843",Unreliable
Reno County, KS (20155),38,"63,220",60.1
Rice County, KS (20159),13,"9,831",Unreliable
Riley County, KS (20161),18,"73,343",Unreliable
Saline County, KS (20169),35,"55,142",63.5
Sedgwick County, KS (20173),255,"511,995",49.8
Seward County, KS (20175),13,"22,709",Unreliable
Shawnee County, KS (20177),112,"178,146",62.9
Sumner County, KS (20191),11,"23,272",Unreliable
Wyandotte County, KS (20209),73,"163,831",44.6
Adair County, KY (21001),17,"19,280",Unreliable
Allen County, KY (21003),10,"20,631",Unreliable
Anderson County, KY (21005),19,"22,158",Unreliable
Barren County, KY (21009),30,"43,993",68.2
Bell County, KY (21013),20,"27,117",73.8
Boone County, KY (21015),61,"128,536",47.5
Bourbon County, KY (21017),11,"20,030",Unreliable
Boyd County, KY (21019),36,"48,132",74.8
Boyle County, KY (21021),26,"30,018",86.6
Breathitt County, KY (21025),18,"13,284",Unreliable
Breckinridge County, KY (21027),15,"19,961",Unreliable
Bullitt County, KY (21029),45,"79,151",56.9
Butler County, KY (21031),16,"12,845",Unreliable
Caldwell County, KY (21033),15,"12,568",Unreliable
Calloway County, KY (21035),19,"38,437",Unreliable
Campbell County, KY (21037),95,"92,211",103
Carroll County, KY (21041),10,"10,679",Unreliable
Carter County, KY (21043),22,"27,046",81.3
Casey County, KY (21045),17,"15,815",Unreliable
Christian County, KY (21047),27,"72,351",37.3
Clark County, KY (21049),29,"35,819",81
Clay County, KY (21051),18,"20,766",Unreliable
Daviess County, KY (21059),57,"99,674",57.2
Estill County, KY (21065),16,"14,307",Unreliable
Fayette County, KY (21067),224,"318,449",70.3
Fleming County, KY (21069),13,"14,507",Unreliable
Floyd County, KY (21071),33,"37,110",88.9
Franklin County, KY (21073),44,"50,560",87
Gallatin County, KY (21077),12,"8,609",Unreliable
Garrard County, KY (21079),14,"17,292",Unreliable
Grant County, KY (21081),23,"24,923",92.3
Graves County, KY (21083),17,"37,182",Unreliable
Grayson County, KY (21085),29,"26,184",110.8
Greenup County, KY (21089),23,"35,893",64.1
Hardin County, KY (21093),55,"107,316",51.3
Harlan County, KY (21095),25,"27,168",92
Harrison County, KY (21097),31,"18,646",166.3
Hart County, KY (21099),16,"18,627",Unreliable
Henderson County, KY (21101),24,"46,253",51.9
Henry County, KY (21103),10,"15,818",Unreliable
Hopkins County, KY (21107),35,"45,904",76.2
Jefferson County, KY (21111),558,"765,352",72.9
Jessamine County, KY (21113),40,"52,357",76.4
Johnson County, KY (21115),11,"22,978",Unreliable
Kenton County, KY (21117),131,"164,945",79.4
Knott County, KY (21119),15,"15,544",Unreliable
Knox County, KY (21121),23,"31,687",72.6
Laurel County, KY (21125),37,"60,250",61.4
Lawrence County, KY (21127),12,"15,863",Unreliable
Leslie County, KY (21131),13,"10,538",Unreliable
Letcher County, KY (21133),22,"22,773",96.6
Lewis County, KY (21135),14,"13,442",Unreliable
Lincoln County, KY (21137),22,"24,372",90.3
Logan County, KY (21141),19,"26,593",Unreliable
McCracken County, KY (21145),52,"65,162",79.8
McCreary County, KY (21147),15,"17,511",Unreliable
Madison County, KY (21151),49,"89,547",54.7
Magoffin County, KY (21153),10,"12,684",Unreliable
Marion County, KY (21155),14,"19,205",Unreliable
Marshall County, KY (21157),25,"31,365",79.7
Martin County, KY (21159),12,"12,002",Unreliable
Mason County, KY (21161),19,"17,190",Unreliable
Meade County, KY (21163),22,"28,126",78.2
Mercer County, KY (21167),28,"21,477",130.4
Metcalfe County, KY (21169),11,"10,018",Unreliable
Montgomery County, KY (21173),20,"27,771",72
Muhlenberg County, KY (21177),22,"31,028",70.9
Nelson County, KY (21179),27,"45,559",59.3
Ohio County, KY (21183),19,"24,378",Unreliable
Oldham County, KY (21185),28,"65,560",42.7
Pendleton County, KY (21191),11,"14,560",Unreliable
Perry County, KY (21193),25,"27,343",91.4
Pike County, KY (21195),51,"60,555",84.2
Powell County, KY (21197),15,"12,308",Unreliable
Pulaski County, KY (21199),54,"63,956",84.4
Rockcastle County, KY (21203),11,"16,850",Unreliable
Rowan County, KY (21205),18,"24,451",Unreliable
Russell County, KY (21207),18,"17,722",Unreliable
Scott County, KY (21209),32,"53,972",59.3
Shelby County, KY (21211),30,"46,408",64.6
Spencer County, KY (21215),17,"18,274",Unreliable
Taylor County, KY (21217),13,"25,397",Unreliable
Todd County, KY (21219),10,"12,295",Unreliable
Union County, KY (21225),20,"14,880",134.4
Warren County, KY (21227),61,"125,532",48.6
Wayne County, KY (21231),15,"20,453",Unreliable
Webster County, KY (21233),10,"13,316",Unreliable
Whitley County, KY (21235),28,"36,096",77.6
Woodford County, KY (21239),13,"26,124",Unreliable
Acadia Parish, LA (22001),21,"62,645",33.5
Allen Parish, LA (22003),22,"25,684",85.7
Ascension Parish, LA (22005),45,"121,587",37
Assumption Parish, LA (22007),20,"22,695",88.1
Avoyelles Parish, LA (22009),23,"41,117",55.9
Beauregard Parish, LA (22011),28,"36,927",75.8
Bienville Parish, LA (22013),10,"13,865",Unreliable
Bossier Parish, LA (22015),54,"126,057",42.8
Caddo Parish, LA (22017),118,"248,851",47.4
Calcasieu Parish, LA (22019),78,"200,601",38.9
Concordia Parish, LA (22029),16,"19,920",Unreliable
De Soto Parish, LA (22031),13,"27,149",Unreliable
East Baton Rouge Parish, LA (22033),264,"447,037",59.1
East Feliciana Parish, LA (22037),10,"19,683",Unreliable
Evangeline Parish, LA (22039),31,"33,709",92
Franklin Parish, LA (22041),17,"20,330",Unreliable
Grant Parish, LA (22043),10,"22,365",Unreliable
Iberia Parish, LA (22045),45,"73,273",61.4
Iberville Parish, LA (22047),17,"32,920",Unreliable
Jefferson Parish, LA (22051),285,"436,523",65.3
Jefferson Davis Parish, LA (22053),21,"31,413",66.9
Lafayette Parish, LA (22055),107,"241,398",44.3
Lafourche Parish, LA (22057),55,"98,305",55.9
Lincoln Parish, LA (22061),16,"47,745",Unreliable
Livingston Parish, LA (22063),103,"140,138",73.5
Morehouse Parish, LA (22067),21,"26,071",80.5
Natchitoches Parish, LA (22069),28,"39,162",71.5
Orleans Parish, LA (22071),258,"391,495",65.9
Ouachita Parish, LA (22073),92,"156,983",58.6
Plaquemines Parish, LA (22075),12,"23,464",Unreliable
Pointe Coupee Parish, LA (22077),16,"22,159",Unreliable
Rapides Parish, LA (22079),88,"132,424",66.5
Richland Parish, LA (22083),13,"20,430",Unreliable
Sabine Parish, LA (22085),17,"23,977",Unreliable
St. Bernard Parish, LA (22087),16,"45,688",Unreliable
St. Charles Parish, LA (22089),25,"52,923",47.2
St. Helena Parish, LA (22091),13,"10,512",Unreliable
St. John the Baptist Parish, LA (22095),26,"43,631",59.6
St. Landry Parish, LA (22097),37,"83,883",44.1
St. Martin Parish, LA (22099),33,"54,007",61.1
St. Mary Parish, LA (22101),17,"52,093",Unreliable
St. Tammany Parish, LA (22103),139,"253,602",54.8
Tangipahoa Parish, LA (22105),105,"130,710",80.3
Terrebonne Parish, LA (22109),67,"113,220",59.2
Union Parish, LA (22111),11,"22,487",Unreliable
Vermilion Parish, LA (22113),38,"60,205",63.1
Vernon Parish, LA (22115),26,"50,569",51.4
Washington Parish, LA (22117),46,"46,310",99.3
Webster Parish, LA (22119),33,"39,710",83.1
West Baton Rouge Parish, LA (22121),17,"25,795",Unreliable
West Carroll Parish, LA (22123),10,"11,114",Unreliable
Androscoggin County, ME (23001),64,"107,319",59.6
Aroostook County, ME (23003),43,"67,959",63.3
Cumberland County, ME (23005),188,"292,041",64.4
Franklin County, ME (23007),19,"30,001",Unreliable
Hancock County, ME (23009),39,"54,419",71.7
Kennebec County, ME (23011),72,"120,569",59.7
Knox County, ME (23013),33,"39,744",83
Lincoln County, ME (23015),31,"34,216",90.6
Oxford County, ME (23017),34,"57,217",59.4
Penobscot County, ME (23019),105,"151,806",69.2
Piscataquis County, ME (23021),18,"16,843",Unreliable
Sagadahoc County, ME (23023),14,"35,273",Unreliable
Somerset County, ME (23025),34,"50,915",66.8
Waldo County, ME (23027),22,"39,364",55.9
Washington County, ME (23029),40,"31,450",127.2
York County, ME (23031),153,"202,343",75.6
Allegany County, MD (24001),42,"72,130",58.2
Anne Arundel County, MD (24003),210,"568,346",36.9
Baltimore County, MD (24005),381,"831,026",45.8
Calvert County, MD (24009),41,"91,251",44.9
Caroline County, MD (24011),14,"32,850",Unreliable
Carroll County, MD (24013),83,"167,656",49.5
Cecil County, MD (24015),53,"102,603",51.7
Charles County, MD (24017),63,"157,705",39.9
Dorchester County, MD (24019),13,"32,258",Unreliable
Frederick County, MD (24021),98,"247,591",39.6
Garrett County, MD (24023),18,"29,425",Unreliable
Harford County, MD (24025),93,"251,032",37
Howard County, MD (24027),92,"317,233",29
Kent County, MD (24029),17,"19,730",Unreliable
Montgomery County, MD (24031),213,"1,043,863",20.4
Prince George's County, MD (24033),292,"908,049",32.2
Queen Anne's County, MD (24035),28,"48,929",57.2
St. Mary's County, MD (24037),36,"112,587",32
Somerset County, MD (24039),12,"25,928",Unreliable
Washington County, MD (24043),59,"150,292",39.3
Wicomico County, MD (24045),45,"102,577",43.9
Worcester County, MD (24047),27,"51,444",52.5
Baltimore city, MD (24510),335,"614,664",54.5
Barnstable County, MA (25001),184,"214,276",85.9
Berkshire County, MA (25003),93,"126,903",73.3
Bristol County, MA (25005),414,"558,324",74.2
Dukes County, MA (25007),12,"17,246",Unreliable
Essex County, MA (25009),448,"779,018",57.5
Franklin County, MA (25011),45,"70,382",63.9
Hampden County, MA (25013),250,"468,467",53.4
Hampshire County, MA (25015),65,"161,816",40.2
Middlesex County, MA (25017),726,"1,589,774",45.7
Norfolk County, MA (25021),406,"697,181",58.2
Plymouth County, MA (25023),351,"513,565",68.3
Suffolk County, MA (25025),421,"784,230",53.7
Worcester County, MA (25027),413,"819,589",50.4
Allegan County, MI (26005),64,"115,548",55.4
Alpena County, MI (26007),17,"28,704",Unreliable
Antrim County, MI (26009),10,"23,144",Unreliable
Barry County, MI (26015),25,"59,702",41.9
Bay County, MI (26017),33,"104,747",31.5
Berrien County, MI (26021),79,"154,010",51.3
Branch County, MI (26023),28,"43,427",64.5
Calhoun County, MI (26025),101,"134,386",75.2
Cass County, MI (26027),17,"51,599",Unreliable
Cheboygan County, MI (26031),14,"25,401",Unreliable
Chippewa County, MI (26033),15,"37,724",Unreliable
Clare County, MI (26035),22,"30,358",72.5
Clinton County, MI (26037),29,"77,888",37.2
Delta County, MI (26041),17,"36,202",Unreliable
Dickinson County, MI (26043),17,"25,535",Unreliable
Eaton County, MI (26045),59,"109,160",54
Emmet County, MI (26047),19,"33,182",Unreliable
Genesee County, MI (26049),292,"408,615",71.5
Gladwin County, MI (26051),10,"25,122",Unreliable
Gogebic County, MI (26053),10,"15,243",Unreliable
Grand Traverse County, MI (26055),57,"92,084",61.9
Gratiot County, MI (26057),12,"41,202",Unreliable
Hillsdale County, MI (26059),28,"45,774",61.2
Houghton County, MI (26061),15,"36,555",Unreliable
Huron County, MI (26063),19,"31,481",Unreliable
Ingham County, MI (26065),149,"288,051",51.7
Ionia County, MI (26067),34,"64,232",52.9
Iosco County, MI (26069),17,"25,327",Unreliable
Iron County, MI (26071),16,"11,195",Unreliable
Isabella County, MI (26073),24,"71,282",33.7
Jackson County, MI (26075),69,"158,460",43.5
Kalamazoo County, MI (26077),165,"261,654",63.1
Kent County, MI (26081),322,"642,173",50.1
Lapeer County, MI (26087),37,"88,340",41.9
Lenawee County, MI (26091),46,"98,504",46.7
Livingston County, MI (26093),75,"188,624",39.8
Macomb County, MI (26099),562,"867,730",64.8
Manistee County, MI (26101),13,"24,373",Unreliable
Marquette County, MI (26103),44,"66,435",66.2
Mason County, MI (26105),18,"28,876",Unreliable
Mecosta County, MI (26107),18,"43,221",Unreliable
Menominee County, MI (26109),10,"23,281",Unreliable
Midland County, MI (26111),26,"83,462",31.2
Monroe County, MI (26115),124,"149,208",83.1
Montcalm County, MI (26117),34,"62,974",54
Muskegon County, MI (26121),97,"173,408",55.9
Newaygo County, MI (26123),22,"47,938",45.9
Oakland County, MI (26125),412,"1,243,970",33.1
Oceana County, MI (26127),16,"26,027",Unreliable
Ogemaw County, MI (26129),14,"20,904",Unreliable
Osceola County, MI (26133),11,"23,110",Unreliable
Otsego County, MI (26137),15,"24,470",Unreliable
Ottawa County, MI (26139),114,"282,250",40.4
Roscommon County, MI (26143),16,"23,700",Unreliable
Saginaw County, MI (26145),74,"192,326",38.5
St. Clair County, MI (26147),113,"159,587",70.8
St. Joseph County, MI (26149),35,"60,853",57.5
Sanilac County, MI (26151),23,"41,409",55.5
Shiawassee County, MI (26155),31,"68,554",45.2
Tuscola County, MI (26157),19,"53,338",Unreliable
Van Buren County, MI (26159),40,"75,223",53.2
Washtenaw County, MI (26161),150,"364,709",41.1
Wayne County, MI (26163),"1,162","1,749,366",66.4
Wexford County, MI (26165),19,"33,163",Unreliable
Aitkin County, MN (27001),18,"15,583",Unreliable
Anoka County, MN (27003),136,"345,957",39.3
Becker County, MN (27005),29,"33,734",86
Beltrami County, MN (27007),19,"46,106",Unreliable
Benton County, MN (27009),22,"39,992",55
Blue Earth County, MN (27013),32,"66,441",48.2
Brown County, MN (27015),12,"25,331",Unreliable
Carlton County, MN (27017),20,"35,738",56
Carver County, MN (27019),34,"100,262",33.9
Cass County, MN (27021),26,"28,993",89.7
Chisago County, MN (27025),18,"54,748",Unreliable
Clay County, MN (27027),29,"62,875",46.1
Crow Wing County, MN (27035),51,"63,940",79.8
Dakota County, MN (27037),175,"417,486",41.9
Douglas County, MN (27041),15,"37,456",Unreliable
Fillmore County, MN (27045),16,"21,003",Unreliable
Freeborn County, MN (27047),29,"30,446",95.3
Goodhue County, MN (27049),28,"46,676",60
Hennepin County, MN (27053),613,"1,232,483",49.7
Houston County, MN (27055),11,"18,814",Unreliable
Hubbard County, MN (27057),14,"20,718",Unreliable
Isanti County, MN (27059),22,"39,025",56.4
Itasca County, MN (27061),35,"45,242",77.4
Kanabec County, MN (27065),11,"15,830",Unreliable
Kandiyohi County, MN (27067),21,"42,495",49.4
Koochiching County, MN (27071),14,"12,628",Unreliable
Le Sueur County, MN (27079),15,"27,591",Unreliable
McLeod County, MN (27085),15,"35,842",Unreliable
Mille Lacs County, MN (27095),22,"25,866",85.1
Morrison County, MN (27097),21,"32,821",64
Mower County, MN (27099),25,"39,163",63.8
Olmsted County, MN (27109),73,"153,102",47.7
Otter Tail County, MN (27111),30,"58,085",51.6
Pine County, MN (27115),16,"28,874",Unreliable
Polk County, MN (27119),14,"31,660",Unreliable
Ramsey County, MN (27123),287,"540,649",53.1
Redwood County, MN (27127),10,"15,263",Unreliable
Renville County, MN (27129),13,"14,660",Unreliable
Rice County, MN (27131),28,"65,622",42.7
Rock County, MN (27133),12,"9,564",Unreliable
St. Louis County, MN (27137),123,"199,980",61.5
Scott County, MN (27139),59,"143,680",41.1
Sherburne County, MN (27141),39,"93,528",41.7
Stearns County, MN (27145),67,"155,652",43
Steele County, MN (27147),14,"36,805",Unreliable
Todd County, MN (27153),14,"24,233",Unreliable
Wadena County, MN (27159),11,"13,761",Unreliable
Washington County, MN (27163),98,"253,117",38.7
Winona County, MN (27169),20,"50,948",39.3
Wright County, MN (27171),40,"132,550",30.2
Adams County, MS (28001),24,"31,248",76.8
Alcorn County, MS (28003),28,"37,304",75.1
Amite County, MS (28005),11,"12,458",Unreliable
Attala County, MS (28007),20,"18,934",105.6
Bolivar County, MS (28011),20,"32,737",61.1
Calhoun County, MS (28013),12,"14,610",Unreliable
Chickasaw County, MS (28017),13,"17,246",Unreliable
Claiborne County, MS (28021),10,"9,139",Unreliable
Clarke County, MS (28023),11,"15,888",Unreliable
Clay County, MS (28025),11,"19,850",Unreliable
Coahoma County, MS (28027),16,"23,809",Unreliable
Copiah County, MS (28029),19,"28,482",Unreliable
Covington County, MS (28031),13,"19,569",Unreliable
DeSoto County, MS (28033),93,"175,611",53
Forrest County, MS (28035),38,"75,979",50
Franklin County, MS (28037),11,"7,782",Unreliable
George County, MS (28039),21,"23,695",88.6
Grenada County, MS (28043),16,"21,275",Unreliable
Hancock County, MS (28045),32,"46,791",68.4
Harrison County, MS (28047),82,"203,234",40.3
Hinds County, MS (28049),105,"241,229",43.5
Itawamba County, MS (28057),27,"23,529",114.8
Jackson County, MS (28059),89,"141,241",63
Jefferson Davis County, MS (28065),11,"11,385",Unreliable
Jones County, MS (28067),54,"67,953",79.5
Lafayette County, MS (28071),24,"53,796",44.6
Lamar County, MS (28073),21,"60,914",34.5
Lauderdale County, MS (28075),48,"77,755",61.7
Leake County, MS (28079),11,"22,620",Unreliable
Lee County, MS (28081),55,"85,381",64.4
Leflore County, MS (28083),18,"29,856",Unreliable
Lincoln County, MS (28085),19,"34,523",Unreliable
Lowndes County, MS (28087),29,"59,602",48.7
Madison County, MS (28089),53,"105,114",50.4
Marion County, MS (28091),18,"25,251",Unreliable
Marshall County, MS (28093),20,"35,801",55.9
Monroe County, MS (28095),27,"35,873",75.3
Neshoba County, MS (28099),19,"29,403",Unreliable
Newton County, MS (28101),22,"21,558",102.1
Noxubee County, MS (28103),11,"11,038",Unreliable
Oktibbeha County, MS (28105),22,"49,833",44.1
Panola County, MS (28107),27,"34,164",79
Pearl River County, MS (28109),41,"55,310",74.1
Pike County, MS (28113),19,"39,667",Unreliable
Pontotoc County, MS (28115),27,"31,550",85.6
Prentiss County, MS (28117),18,"25,256",Unreliable
Rankin County, MS (28121),79,"150,228",52.6
Scott County, MS (28123),17,"28,207",Unreliable
Simpson County, MS (28127),11,"26,912",Unreliable
Smith County, MS (28129),14,"15,909",Unreliable
Stone County, MS (28131),17,"18,012",Unreliable
Sunflower County, MS (28133),11,"26,407",Unreliable
Tallahatchie County, MS (28135),13,"14,394",Unreliable
Tate County, MS (28137),23,"28,201",81.6
Tippah County, MS (28139),20,"22,190",90.1
Tishomingo County, MS (28141),19,"19,491",Unreliable
Union County, MS (28145),15,"28,311",Unreliable
Warren County, MS (28149),31,"47,140",65.8
Washington County, MS (28151),30,"47,231",63.5
Wayne County, MS (28153),20,"20,480",97.7
Webster County, MS (28155),10,"9,767",Unreliable
Wilkinson County, MS (28157),10,"9,047",Unreliable
Winston County, MS (28159),13,"18,160",Unreliable
Yalobusha County, MS (28161),11,"12,471",Unreliable
Yazoo County, MS (28163),17,"27,264",Unreliable
Adair County, MO (29001),12,"25,359",Unreliable
Andrew County, MO (29003),13,"17,350",Unreliable
Audrain County, MO (29007),14,"26,021",Unreliable
Barry County, MO (29009),25,"35,732",70
Bates County, MO (29013),12,"16,417",Unreliable
Bollinger County, MO (29017),12,"12,052",Unreliable
Boone County, MO (29019),57,"176,594",32.3
Buchanan County, MO (29021),36,"88,938",40.5
Butler County, MO (29023),26,"42,739",60.8
Callaway County, MO (29027),21,"45,078",46.6
Camden County, MO (29029),34,"44,497",76.4
Cape Girardeau County, MO (29031),37,"78,913",46.9
Cass County, MO (29037),37,"102,845",36
Christian County, MO (29043),26,"84,401",30.8
Clay County, MO (29047),105,"239,085",43.9
Cole County, MO (29051),39,"76,631",50.9
Crawford County, MO (29055),15,"24,302",Unreliable
Dallas County, MO (29059),13,"16,448",Unreliable
Dent County, MO (29065),12,"15,387",Unreliable
Dunklin County, MO (29069),23,"30,535",75.3
Franklin County, MO (29071),110,"102,838",107
Gasconade County, MO (29073),17,"14,808",Unreliable
Greene County, MO (29077),184,"288,690",63.7
Henry County, MO (29083),13,"21,594",Unreliable
Howell County, MO (29091),27,"40,210",67.1
Iron County, MO (29093),10,"10,022",Unreliable
Jackson County, MO (29095),334,"691,801",48.3
Jasper County, MO (29097),48,"119,111",40.3
Jefferson County, MO (29099),219,"224,226",97.7
Johnson County, MO (29101),26,"53,942",48.2
Laclede County, MO (29105),20,"35,490",56.4
Lafayette County, MO (29107),16,"32,618",Unreliable
Lawrence County, MO (29109),29,"38,381",75.6
Lincoln County, MO (29113),49,"55,267",88.7
Livingston County, MO (29117),11,"15,235",Unreliable
McDonald County, MO (29119),10,"22,620",Unreliable
Marion County, MO (29127),14,"28,894",Unreliable
Morgan County, MO (29141),12,"20,213",Unreliable
New Madrid County, MO (29143),15,"17,915",Unreliable
Newton County, MO (29145),25,"58,694",42.6
Nodaway County, MO (29147),12,"22,670",Unreliable
Pemiscot County, MO (29155),13,"17,073",Unreliable
Perry County, MO (29157),13,"19,285",Unreliable
Pettis County, MO (29159),30,"42,213",71.1
Phelps County, MO (29161),27,"44,608",60.5
Pike County, MO (29163),11,"18,438",Unreliable
Platte County, MO (29165),39,"98,309",39.7
Polk County, MO (29167),25,"31,285",79.9
Pulaski County, MO (29169),29,"52,654",55.1
Ray County, MO (29177),19,"22,754",Unreliable
Ripley County, MO (29181),15,"13,817",Unreliable
St. Charles County, MO (29183),215,"390,918",55
Ste. Genevieve County, MO (29186),10,"18,030",Unreliable
St. Francois County, MO (29187),47,"66,627",70.5
St. Louis County, MO (29189),606,"998,581",60.7
Saline County, MO (29195),11,"22,980",Unreliable
Scott County, MO (29201),25,"38,745",64.5
Stoddard County, MO (29207),20,"29,588",67.6
Stone County, MO (29209),22,"31,047",70.9
Taney County, MO (29213),26,"54,735",47.5
Texas County, MO (29215),13,"25,775",Unreliable
Warren County, MO (29219),23,"33,802",68
Washington County, MO (29221),13,"24,839",Unreliable
Webster County, MO (29225),21,"38,106",55.1
Wright County, MO (29229),11,"18,286",Unreliable
St. Louis city, MO (29510),309,"311,404",99.2
Big Horn County, MT (30003),17,"13,343",Unreliable
Cascade County, MT (30013),39,"81,755",47.7
Flathead County, MT (30029),54,"98,082",55.1
Gallatin County, MT (30031),27,"104,502",25.8
Glacier County, MT (30035),12,"13,694",Unreliable
Hill County, MT (30041),10,"16,542",Unreliable
Lake County, MT (30047),21,"29,758",70.6
Lewis and Clark County, MT (30049),48,"67,282",71.3
Lincoln County, MT (30053),10,"19,259",Unreliable
Missoula County, MT (30063),69,"116,130",59.4
Park County, MT (30067),11,"16,114",Unreliable
Ravalli County, MT (30081),33,"42,088",78.4
Roosevelt County, MT (30085),11,"11,305",Unreliable
Rosebud County, MT (30087),12,"9,287",Unreliable
Silver Bow County, MT (30093),20,"34,553",57.9
Yellowstone County, MT (30111),79,"158,437",49.9
Adams County, NE (31001),16,"31,684",Unreliable
Buffalo County, NE (31019),23,"49,383",46.6
Cass County, NE (31025),10,"25,767",Unreliable
Dawson County, NE (31047),11,"23,640",Unreliable
Dodge County, NE (31053),21,"36,757",57.1
Douglas County, NE (31055),193,"554,995",34.8
Gage County, NE (31067),11,"21,799",Unreliable
Hall County, NE (31079),25,"61,705",40.5
Lancaster County, NE (31109),83,"309,637",26.8
Lincoln County, NE (31111),18,"35,550",Unreliable
Madison County, NE (31119),26,"35,015",74.3
Platte County, NE (31141),16,"32,861",Unreliable
Sarpy County, NE (31153),52,"179,023",29
Scotts Bluff County, NE (31157),24,"36,422",65.9
York County, NE (31185),14,"13,794",Unreliable
Churchill County, NV (32001),15,"24,198",Unreliable
Clark County, NV (32003),919,"2,155,664",42.6
Douglas County, NV (32005),31,"48,020",64.6
Elko County, NV (32007),24,"52,168",46
Humboldt County, NV (32013),10,"16,842",Unreliable
Lyon County, NV (32019),29,"53,179",54.5
Nye County, NV (32023),37,"43,423",85.2
Washoe County, NV (32031),266,"453,616",58.6
Carson City, NV (32510),36,"54,742",65.8
Belknap County, NH (33001),45,"60,779",74
Carroll County, NH (33003),43,"47,289",90.9
Cheshire County, NH (33005),51,"75,774",67.3
Coos County, NH (33007),30,"32,039",93.6
Grafton County, NH (33009),47,"88,888",52.9
Hillsborough County, NH (33011),313,"407,761",76.8
Merrimack County, NH (33013),86,"148,582",57.9
Rockingham County, NH (33015),184,"303,251",60.7
Strafford County, NH (33017),104,"127,428",81.6
Sullivan County, NH (33019),21,"43,004",48.8
Atlantic County, NJ (34001),173,"270,991",63.8
Bergen County, NJ (34003),273,"939,151",29.1
Burlington County, NJ (34005),219,"449,284",48.7
Camden County, NJ (34007),311,"510,150",61
Cape May County, NJ (34009),71,"94,430",75.2
Cumberland County, NJ (34011),115,"153,797",74.8
Essex County, NJ (34013),349,"796,914",43.8
Gloucester County, NJ (34015),174,"292,330",59.5
Hudson County, NJ (34017),182,"677,983",26.8
Hunterdon County, NJ (34019),48,"124,676",38.5
Mercer County, NJ (34021),129,"371,023",34.8
Middlesex County, NJ (34023),332,"837,073",39.7
Monmouth County, NJ (34025),274,"625,846",43.8
Morris County, NJ (34027),160,"498,423",32.1
Ocean County, NJ (34029),379,"592,497",64
Passaic County, NJ (34031),192,"507,945",37.8
Salem County, NJ (34033),45,"63,436",70.9
Somerset County, NJ (34035),102,"333,751",30.6
Sussex County, NJ (34037),76,"142,522",53.3
Union County, NJ (34039),182,"555,630",32.8
Warren County, NJ (34041),53,"106,617",49.7
Bernalillo County, NM (35001),478,"676,953",70.6
Chaves County, NM (35005),38,"65,282",58.2
Cibola County, NM (35006),24,"27,487",87.3
Colfax County, NM (35007),13,"12,253",Unreliable
Curry County, NM (35009),30,"50,280",59.7
Dona Ana County, NM (35013),113,"214,207",52.8
Eddy County, NM (35015),29,"57,621",50.3
Grant County, NM (35017),21,"28,280",74.3
Lea County, NM (35025),34,"69,749",48.7
Lincoln County, NM (35027),21,"19,429",108.1
Los Alamos County, NM (35028),13,"18,147",Unreliable
Luna County, NM (35029),14,"24,450",Unreliable
McKinley County, NM (35031),79,"74,923",105.4
Otero County, NM (35035),39,"65,410",59.6
Rio Arriba County, NM (35039),54,"40,040",134.9
