County,State(Code),Deaths,Population,Crude Rate Per 100000
Roosevelt County, NM (35041),14,"19,082",Unreliable
Sandoval County, NM (35043),72,"142,025",50.7
San Juan County, NM (35045),106,"115,079",92.1
San Miguel County, NM (35047),25,"27,760",90.1
Santa Fe County, NM (35049),110,"148,651",74
Sierra County, NM (35051),15,"11,191",Unreliable
Socorro County, NM (35053),20,"17,027",117.5
Taos County, NM (35055),24,"33,065",72.6
Torrance County, NM (35057),10,"15,302",Unreliable
Valencia County, NM (35061),59,"75,626",78
Albany County, NY (36001),77,"308,846",24.9
Allegany County, NY (36003),17,"47,077",Unreliable
Bronx County, NY (36005),507,"1,455,720",34.8
Broome County, NY (36007),128,"195,334",65.5
Cattaraugus County, NY (36009),49,"77,677",63.1
Cayuga County, NY (36011),40,"77,861",51.4
Chautauqua County, NY (36013),78,"129,504",60.2
Chemung County, NY (36015),67,"86,322",77.6
Chenango County, NY (36017),29,"48,579",59.7
Clinton County, NY (36019),29,"81,073",35.8
Columbia County, NY (36021),24,"60,989",39.4
Cortland County, NY (36023),26,"48,070",54.1
Delaware County, NY (36025),21,"45,523",46.1
Dutchess County, NY (36027),130,"294,473",44.1
Erie County, NY (36029),519,"921,046",56.3
Essex County, NY (36031),17,"38,102",Unreliable
Franklin County, NY (36033),31,"50,409",61.5
Fulton County, NY (36035),18,"53,828",Unreliable
Genesee County, NY (36037),37,"58,482",63.3
Greene County, NY (36039),23,"47,508",48.4
Herkimer County, NY (36043),23,"62,613",36.7
Jefferson County, NY (36045),60,"114,006",52.6
Kings County, NY (36047),625,"2,629,150",23.8
Lewis County, NY (36049),15,"26,865",Unreliable
Livingston County, NY (36051),23,"64,257",35.8
Madison County, NY (36053),36,"71,329",50.5
Monroe County, NY (36055),378,"747,727",50.6
Montgomery County, NY (36057),27,"49,276",54.8
Nassau County, NY (36059),452,"1,361,500",33.2
New York County, NY (36061),424,"1,643,734",25.8
Niagara County, NY (36063),105,"211,758",49.6
Oneida County, NY (36065),137,"231,190",59.3
Onondaga County, NY (36067),282,"466,194",60.5
Ontario County, NY (36069),46,"109,828",41.9
Orange County, NY (36071),163,"379,210",43
Orleans County, NY (36073),16,"41,346",Unreliable
Oswego County, NY (36075),61,"118,987",51.3
Otsego County, NY (36077),26,"60,097",43.3
Putnam County, NY (36079),39,"98,900",39.4
Queens County, NY (36081),537,"2,333,054",23
Rensselaer County, NY (36083),48,"160,070",30
Richmond County, NY (36085),182,"476,015",38.2
Rockland County, NY (36087),86,"326,780",26.3
St. Lawrence County, NY (36089),44,"110,038",40
Saratoga County, NY (36091),66,"227,053",29.1
Schenectady County, NY (36093),44,"154,553",28.5
Seneca County, NY (36099),20,"34,777",57.5
Steuben County, NY (36101),45,"96,940",46.4
Suffolk County, NY (36103),820,"1,492,583",54.9
Sullivan County, NY (36105),49,"74,801",65.5
Tioga County, NY (36107),25,"48,760",51.3
Tompkins County, NY (36109),48,"104,871",45.8
Ulster County, NY (36111),71,"179,225",39.6
Warren County, NY (36113),20,"64,567",31
Washington County, NY (36115),31,"61,800",50.2
Wayne County, NY (36117),42,"90,798",46.3
Westchester County, NY (36119),322,"974,542",33
Wyoming County, NY (36121),19,"40,791",Unreliable
Yates County, NY (36123),13,"24,923",Unreliable
Alamance County, NC (37001),85,"159,688",53.2
Alexander County, NC (37003),18,"37,428",Unreliable
Anson County, NC (37007),10,"25,448",Unreliable
Ashe County, NC (37009),14,"26,924",Unreliable
Avery County, NC (37011),16,"17,516",Unreliable
Beaufort County, NC (37013),38,"47,526",80
Bertie County, NC (37015),13,"19,854",Unreliable
Bladen County, NC (37017),30,"33,741",88.9
Brunswick County, NC (37019),82,"126,953",64.6
Buncombe County, NC (37021),164,"256,088",64
Burke County, NC (37023),66,"88,851",74.3
Cabarrus County, NC (37025),113,"201,590",56.1
Caldwell County, NC (37027),52,"81,449",63.8
Carteret County, NC (37031),55,"68,890",79.8
Caswell County, NC (37033),19,"22,910",Unreliable
Catawba County, NC (37035),92,"156,459",58.8
Chatham County, NC (37037),30,"72,243",41.5
Cherokee County, NC (37039),18,"27,905",Unreliable
Clay County, NC (37043),14,"10,915",Unreliable
Cleveland County, NC (37045),87,"97,144",89.6
Columbus County, NC (37047),46,"56,505",81.4
Craven County, NC (37049),81,"103,445",78.3
Cumberland County, NC (37051),160,"327,127",48.9
Currituck County, NC (37053),18,"25,809",Unreliable
Dare County, NC (37055),12,"35,964",Unreliable
Davidson County, NC (37057),103,"164,926",62.5
Davie County, NC (37059),43,"42,013",102.3
Duplin County, NC (37061),27,"58,969",45.8
Durham County, NC (37063),119,"306,212",38.9
Edgecombe County, NC (37065),38,"53,318",71.3
Forsyth County, NC (37067),197,"371,511",53
Franklin County, NC (37069),38,"64,705",58.7
Gaston County, NC (37071),142,"216,965",65.4
Gates County, NC (37073),11,"11,478",Unreliable
Granville County, NC (37077),30,"59,031",50.8
Greene County, NC (37079),12,"21,168",Unreliable
Guilford County, NC (37081),273,"521,330",52.4
Halifax County, NC (37083),34,"51,766",65.7
Harnett County, NC (37085),68,"130,881",52
Haywood County, NC (37087),52,"60,682",85.7
Henderson County, NC (37089),91,"114,209",79.7
Hertford County, NC (37091),12,"24,136",Unreliable
Hoke County, NC (37093),22,"53,262",41.3
Iredell County, NC (37097),101,"172,916",58.4
Jackson County, NC (37099),35,"42,241",82.9
Johnston County, NC (37101),84,"191,450",43.9
Lee County, NC (37105),29,"59,616",48.6
Lenoir County, NC (37107),28,"57,307",48.9
Lincoln County, NC (37109),49,"81,168",60.4
McDowell County, NC (37111),30,"45,075",66.6
Macon County, NC (37113),34,"34,376",98.9
Madison County, NC (37115),11,"21,340",Unreliable
Martin County, NC (37117),12,"23,172",Unreliable
Mecklenburg County, NC (37119),379,"1,054,835",35.9
Mitchell County, NC (37121),17,"15,126",Unreliable
Moore County, NC (37125),60,"95,776",62.6
Nash County, NC (37127),56,"94,005",59.6
New Hanover County, NC (37129),119,"223,483",53.2
Northampton County, NC (37131),15,"20,000",Unreliable
Onslow County, NC (37133),84,"187,136",44.9
Orange County, NC (37135),45,"141,796",31.7
Pasquotank County, NC (37139),18,"39,864",Unreliable
Pender County, NC (37141),45,"59,090",76.2
Person County, NC (37145),17,"39,284",Unreliable
Pitt County, NC (37147),88,"177,220",49.7
Polk County, NC (37149),15,"20,334",Unreliable
Randolph County, NC (37151),95,"143,416",66.2
Richmond County, NC (37153),26,"44,939",57.9
Robeson County, NC (37155),91,"133,235",68.3
Rockingham County, NC (37157),70,"91,393",76.6
Rowan County, NC (37159),112,"139,933",80
Rutherford County, NC (37161),45,"66,421",67.7
Sampson County, NC (37163),53,"63,124",84
Scotland County, NC (37165),20,"35,244",56.7
Stanly County, NC (37167),34,"60,791",55.9
Stokes County, NC (37169),35,"46,097",75.9
Surry County, NC (37171),55,"72,113",76.3
Transylvania County, NC (37175),22,"33,482",65.7
Union County, NC (37179),78,"226,606",34.4
Vance County, NC (37181),33,"44,244",74.6
Wake County, NC (37183),362,"1,046,791",34.6
Watauga County, NC (37189),22,"53,922",40.8
Wayne County, NC (37191),72,"124,150",58
Wilkes County, NC (37193),68,"68,740",98.9
Wilson County, NC (37195),43,"81,661",52.7
Yadkin County, NC (37197),18,"37,532",Unreliable
Yancey County, NC (37199),11,"17,678",Unreliable
Burleigh County, ND (38015),37,"94,487",39.2
Cass County, ND (38017),72,"175,249",41.1
Grand Forks County, ND (38035),27,"71,083",38
Morton County, ND (38059),13,"30,809",Unreliable
Rolette County, ND (38079),12,"14,659",Unreliable
Stark County, ND (38089),17,"31,199",Unreliable
Stutsman County, ND (38093),15,"21,128",Unreliable
Ward County, ND (38101),20,"70,210",28.5
Williams County, ND (38105),12,"34,337",Unreliable
Adams County, OH (39001),30,"27,907",107.5
Allen County, OH (39003),67,"103,742",64.6
Ashland County, OH (39005),20,"53,652",37.3
Ashtabula County, OH (39007),79,"98,231",80.4
Athens County, OH (39009),28,"66,186",42.3
Auglaize County, OH (39011),18,"45,894",Unreliable
Belmont County, OH (39013),45,"68,673",65.5
Brown County, OH (39015),38,"43,759",86.8
Butler County, OH (39017),322,"377,537",85.3
Carroll County, OH (39019),13,"27,669",Unreliable
Champaign County, OH (39021),24,"38,747",61.9
Clark County, OH (39023),129,"134,786",95.7
Clermont County, OH (39025),151,"203,022",74.4
Clinton County, OH (39027),35,"41,902",83.5
Columbiana County, OH (39029),76,"103,685",73.3
Coshocton County, OH (39031),18,"36,602",Unreliable
Crawford County, OH (39033),20,"42,083",47.5
Cuyahoga County, OH (39035),956,"1,249,352",76.5
Darke County, OH (39037),50,"51,778",96.6
Defiance County, OH (39039),21,"38,158",55
Delaware County, OH (39041),67,"196,463",34.1
Erie County, OH (39043),67,"75,107",89.2
Fairfield County, OH (39045),69,"152,597",45.2
Fayette County, OH (39047),13,"28,676",Unreliable
Franklin County, OH (39049),692,"1,264,518",54.7
Fulton County, OH (39051),30,"42,514",70.6
Gallia County, OH (39053),16,"30,015",Unreliable
Geauga County, OH (39055),47,"94,060",50
Greene County, OH (39057),87,"164,765",52.8
Guernsey County, OH (39059),26,"39,063",66.6
Hamilton County, OH (39061),519,"809,099",64.1
Hancock County, OH (39063),48,"75,872",63.3
Hardin County, OH (39065),26,"31,474",82.6
Henry County, OH (39069),16,"27,629",Unreliable
Highland County, OH (39071),16,"43,029",Unreliable
Hocking County, OH (39073),21,"28,340",74.1
Holmes County, OH (39075),12,"43,936",Unreliable
Huron County, OH (39077),43,"58,439",73.6
Jackson County, OH (39079),20,"32,505",61.5
Jefferson County, OH (39081),34,"66,704",51
Knox County, OH (39083),28,"60,814",46
Lake County, OH (39085),188,"228,614",82.2
Lawrence County, OH (39087),55,"60,872",90.4
Licking County, OH (39089),83,"172,198",48.2
Logan County, OH (39091),32,"45,165",70.9
Lorain County, OH (39093),270,"306,365",88.1
Lucas County, OH (39095),320,"432,488",74
Madison County, OH (39097),33,"43,419",76
Mahoning County, OH (39099),159,"230,008",69.1
Marion County, OH (39101),54,"65,096",83
Medina County, OH (39103),83,"177,221",46.8
Meigs County, OH (39105),19,"23,125",Unreliable
Mercer County, OH (39107),22,"40,909",53.8
Miami County, OH (39109),72,"104,679",68.8
Montgomery County, OH (39113),565,"531,239",106.4
Morgan County, OH (39115),11,"14,804",Unreliable
Morrow County, OH (39117),20,"35,036",57.1
Muskingum County, OH (39119),38,"86,068",44.2
Ottawa County, OH (39123),30,"40,636",73.8
Perry County, OH (39127),20,"35,927",55.7
Pickaway County, OH (39129),31,"57,565",53.9
Pike County, OH (39131),25,"28,160",88.8
Portage County, OH (39133),95,"161,921",58.7
Preble County, OH (39135),38,"41,247",92.1
Putnam County, OH (39137),24,"34,056",70.5
Richland County, OH (39139),106,"121,107",87.5
Ross County, OH (39141),82,"77,000",106.5
Sandusky County, OH (39143),48,"59,330",80.9
Scioto County, OH (39145),69,"76,088",90.7
Seneca County, OH (39147),24,"55,353",43.4
Shelby County, OH (39149),29,"48,623",59.6
Stark County, OH (39151),235,"373,612",62.9
Summit County, OH (39153),449,"540,300",83.1
Trumbull County, OH (39155),171,"201,825",84.7
Tuscarawas County, OH (39157),49,"92,420",53
Union County, OH (39159),17,"55,457",Unreliable
Van Wert County, OH (39161),14,"28,362",Unreliable
Warren County, OH (39165),111,"227,063",48.9
Washington County, OH (39167),45,"60,610",74.2
Wayne County, OH (39169),90,"116,470",77.3
Williams County, OH (39171),35,"37,017",94.6
Wood County, OH (39173),51,"130,219",39.2
Wyandot County, OH (39175),14,"22,118",Unreliable
Adair County, OK (40001),10,"22,098",Unreliable
Atoka County, OK (40005),13,"13,810",Unreliable
Beckham County, OK (40009),28,"22,519",124.3
Blaine County, OK (40011),11,"9,643",Unreliable
Bryan County, OK (40013),42,"45,573",92.2
Caddo County, OK (40015),21,"29,557",71
Canadian County, OK (40017),48,"136,532",35.2
Carter County, OK (40019),34,"48,556",70
Cherokee County, OK (40021),38,"48,700",78
Choctaw County, OK (40023),19,"14,885",Unreliable
Cleveland County, OK (40027),147,"278,655",52.8
Comanche County, OK (40031),63,"122,136",51.6
Craig County, OK (40035),11,"14,625",Unreliable
Creek County, OK (40037),51,"71,312",71.5
Custer County, OK (40039),19,"29,293",Unreliable
Delaware County, OK (40041),31,"41,598",74.5
Garfield County, OK (40047),42,"62,603",67.1
Garvin County, OK (40049),25,"27,838",89.8
Grady County, OK (40051),43,"54,655",78.7
Hughes County, OK (40063),11,"13,566",Unreliable
Jackson County, OK (40065),17,"25,497",Unreliable
Johnston County, OK (40069),17,"11,087",Unreliable
Kay County, OK (40071),38,"44,943",84.6
Kiowa County, OK (40075),12,"9,077",Unreliable
Le Flore County, OK (40079),43,"49,873",86.2
Lincoln County, OK (40081),37,"35,129",105.3
Logan County, OK (40083),24,"46,588",51.5
Love County, OK (40085),10,"9,997",Unreliable
McClain County, OK (40087),18,"38,682",Unreliable
McCurtain County, OK (40089),36,"32,822",109.7
McIntosh County, OK (40091),15,"19,815",Unreliable
Mayes County, OK (40097),41,"40,920",100.2
Murray County, OK (40099),18,"13,918",Unreliable
Muskogee County, OK (40101),50,"69,477",72
Noble County, OK (40103),10,"11,384",Unreliable
Oklahoma County, OK (40109),525,"782,970",67.1
Okmulgee County, OK (40111),27,"39,213",68.9
Osage County, OK (40113),26,"47,806",54.4
Ottawa County, OK (40115),21,"31,691",66.3
Pawnee County, OK (40117),14,"16,485",Unreliable
Payne County, OK (40119),30,"81,131",37
Pittsburg County, OK (40121),24,"44,173",54.3
Pontotoc County, OK (40123),38,"38,330",99.1
Pottawatomie County, OK (40125),60,"72,290",83
Pushmataha County, OK (40127),19,"11,057",Unreliable
Rogers County, OK (40131),51,"91,766",55.6
Seminole County, OK (40133),24,"25,207",95.2
Sequoyah County, OK (40135),30,"41,294",72.6
Stephens County, OK (40137),35,"44,090",79.4
Texas County, OK (40139),12,"21,098",Unreliable
Tulsa County, OK (40143),350,"642,940",54.4
Wagoner County, OK (40145),42,"77,679",54.1
Washington County, OK (40147),32,"52,087",61.4
Washita County, OK (40149),12,"11,447",Unreliable
Woodward County, OK (40153),21,"20,814",100.9
Baker County, OR (41001),11,"16,059",Unreliable
Benton County, OR (41003),37,"89,385",41.4
Clackamas County, OR (41005),195,"408,062",47.8
Clatsop County, OR (41007),32,"38,632",82.8
Columbia County, OR (41009),29,"50,785",57.1
Coos County, OR (41011),55,"63,761",86.3
Crook County, OR (41013),16,"22,570",Unreliable
Curry County, OR (41015),17,"22,713",Unreliable
Deschutes County, OR (41017),90,"181,307",49.6
Douglas County, OR (41019),65,"108,457",59.9
Grant County, OR (41023),12,"7,158",Unreliable
Hood River County, OR (41027),12,"23,232",Unreliable
Jackson County, OR (41029),121,"216,527",55.9
Jefferson County, OR (41031),15,"23,080",Unreliable
Josephine County, OR (41033),66,"85,904",76.8
Klamath County, OR (41035),38,"66,443",57.2
Lane County, OR (41039),243,"369,519",65.8
Lincoln County, OR (41041),33,"47,806",69
Linn County, OR (41043),90,"122,849",73.3
Malheur County, OR (41045),14,"30,439",Unreliable
Marion County, OR (41047),164,"336,316",48.8
Multnomah County, OR (41051),354,"799,766",44.3
Polk County, OR (41053),47,"81,823",57.4
Tillamook County, OR (41057),20,"26,143",76.5
Umatilla County, OR (41059),43,"76,456",56.2
Union County, OR (41061),15,"26,087",Unreliable
Wasco County, OR (41065),12,"26,115",Unreliable
Washington County, OR (41067),180,"582,779",30.9
Yamhill County, OR (41071),51,"105,035",48.6
Adams County, PA (42001),67,"102,180",65.6
Allegheny County, PA (42003),"1,003","1,225,365",81.9
Armstrong County, PA (42005),68,"66,486",102.3
Beaver County, PA (42007),162,"167,429",96.8
Bedford County, PA (42009),26,"48,325",53.8
Berks County, PA (42011),211,"414,812",50.9
Blair County, PA (42013),98,"124,650",78.6
Bradford County, PA (42015),35,"60,770",57.6
Bucks County, PA (42017),371,"626,399",59.2
Butler County, PA (42019),137,"186,847",73.3
Cambria County, PA (42021),147,"134,732",109.1
Carbon County, PA (42025),46,"63,594",72.3
Centre County, PA (42027),48,"161,464",29.7
Chester County, PA (42029),213,"516,312",41.3
Clarion County, PA (42031),23,"38,513",59.7
Clearfield County, PA (42033),36,"80,596",44.7
Clinton County, PA (42035),28,"39,233",71.4
Columbia County, PA (42037),40,"66,420",60.2
Crawford County, PA (42039),61,"86,257",70.7
Cumberland County, PA (42041),131,"248,506",52.7
Dauphin County, PA (42043),177,"273,707",64.7
Delaware County, PA (42045),346,"563,402",61.4
Elk County, PA (42047),41,"30,480",134.5
Erie County, PA (42049),156,"276,207",56.5
Fayette County, PA (42051),124,"132,733",93.4
Franklin County, PA (42055),70,"153,851",45.5
Fulton County, PA (42057),19,"14,640",Unreliable
Greene County, PA (42059),35,"37,197",94.1
Huntingdon County, PA (42061),28,"45,634",61.4
Indiana County, PA (42063),87,"86,364",100.7
Jefferson County, PA (42065),31,"44,073",70.3
Juniata County, PA (42067),17,"24,863",Unreliable
Lackawanna County, PA (42069),146,"211,321",69.1
Lancaster County, PA (42071),294,"538,500",54.6
Lawrence County, PA (42073),78,"87,294",89.4
Lebanon County, PA (42075),64,"138,863",46.1
Lehigh County, PA (42077),215,"363,147",59.2
Luzerne County, PA (42079),228,"316,383",72.1
Lycoming County, PA (42081),57,"115,248",49.5
Mc Kean County, PA (42083),20,"41,883",47.8
Mercer County, PA (42085),93,"112,913",82.4
Mifflin County, PA (42087),22,"46,342",47.5
Monroe County, PA (42089),104,"166,098",62.6
Montgomery County, PA (42091),434,"821,725",52.8
Montour County, PA (42093),11,"18,343",Unreliable
Northampton County, PA (42095),169,"302,294",55.9
Northumberland County, PA (42097),53,"92,541",57.3
Perry County, PA (42099),34,"45,820",74.2
Philadelphia County, PA (42101),"1,103","1,567,872",70.4
Pike County, PA (42103),27,"55,562",48.6
Potter County, PA (42105),15,"16,885",Unreliable
Schuylkill County, PA (42107),103,"143,573",71.7
Snyder County, PA (42109),27,"40,468",66.7
Somerset County, PA (42111),61,"75,061",81.3
Susquehanna County, PA (42115),25,"40,862",61.2
Tioga County, PA (42117),24,"41,467",57.9
Union County, PA (42119),16,"45,565",Unreliable
Venango County, PA (42121),31,"52,582",59
Warren County, PA (42123),19,"40,025",Unreliable
Washington County, PA (42125),202,"207,981",97.1
Wayne County, PA (42127),37,"50,710",73
Westmoreland County, PA (42129),347,"355,458",97.6
Wyoming County, PA (42131),13,"27,521",Unreliable
York County, PA (42133),251,"443,744",56.6
Bristol County, RI (44001),28,"49,067",57.1
Kent County, RI (44003),121,"164,614",73.5
Newport County, RI (44005),52,"82,784",62.8
Providence County, RI (44007),420,"633,673",66.3
Washington County, RI (44009),54,"126,288",42.8
Aiken County, SC (45003),97,"167,458",57.9
Anderson County, SC (45007),147,"196,569",74.8
Bamberg County, SC (45009),11,"14,434",Unreliable
Barnwell County, SC (45011),11,"21,483",Unreliable
Beaufort County, SC (45013),85,"183,149",46.4
Berkeley County, SC (45015),117,"210,898",55.5
Charleston County, SC (45019),197,"396,484",49.7
Cherokee County, SC (45021),29,"56,646",51.2
Chester County, SC (45023),25,"32,181",77.7
Chesterfield County, SC (45025),33,"46,013",71.7
Clarendon County, SC (45027),24,"33,951",70.7
Colleton County, SC (45029),29,"37,923",76.5
Darlington County, SC (45031),39,"67,234",58
Dillon County, SC (45033),23,"30,858",74.5
Dorchester County, SC (45035),70,"153,773",45.5
Edgefield County, SC (45037),13,"26,358",Unreliable
Fairfield County, SC (45039),17,"22,653",Unreliable
Florence County, SC (45041),101,"138,742",72.8
Georgetown County, SC (45043),40,"61,399",65.1
Greenville County, SC (45045),322,"498,766",64.6
Greenwood County, SC (45047),30,"70,133",42.8
Hampton County, SC (45049),12,"19,922",Unreliable
Horry County, SC (45051),279,"322,342",86.6
Jasper County, SC (45053),19,"28,465",Unreliable
Kershaw County, SC (45055),39,"64,097",60.8
Lancaster County, SC (45057),43,"89,594",48
Laurens County, SC (45059),49,"66,777",73.4
Lee County, SC (45061),15,"17,635",Unreliable
Lexington County, SC (45063),148,"286,196",51.7
Marion County, SC (45067),20,"31,726",63
Marlboro County, SC (45069),19,"26,945",Unreliable
Newberry County, SC (45071),24,"38,079",63
Oconee County, SC (45073),55,"76,355",72
Orangeburg County, SC (45075),57,"87,903",64.8
Pickens County, SC (45077),74,"122,863",60.2
Richland County, SC (45079),199,"409,549",48.6
Saluda County, SC (45081),11,"20,197",Unreliable
Spartanburg County, SC (45083),183,"301,463",60.7
Sumter County, SC (45085),55,"107,396",51.2
Union County, SC (45087),24,"27,673",86.7
Williamsburg County, SC (45089),31,"31,955",97
York County, SC (45091),171,"258,526",66.1
Brookings County, SD (46011),17,"34,135",Unreliable
Brown County, SD (46013),24,"39,128",61.3
Charles Mix County, SD (46023),11,"9,396",Unreliable
Codington County, SD (46029),12,"28,063",Unreliable
Custer County, SD (46033),14,"8,596",Unreliable
Lawrence County, SD (46081),18,"25,281",Unreliable
Lincoln County, SD (46083),20,"54,469",36.7
Minnehaha County, SD (46099),79,"187,318",42.2
Pennington County, SD (46103),64,"109,372",58.5
Shannon County, SD (46113),29,"14,415",201.2
Todd County, SD (46121),15,"10,155",Unreliable
Yankton County, SD (46135),20,"22,616",88.4
Anderson County, TN (47001),70,"75,936",92.2
Bedford County, TN (47003),29,"47,484",61.1
Benton County, TN (47005),16,"16,014",Unreliable
Blount County, TN (47009),71,"128,670",55.2
Bradley County, TN (47011),46,"104,490",44
Campbell County, TN (47013),28,"39,714",70.5
Cannon County, TN (47015),14,"14,027",Unreliable
Carroll County, TN (47017),22,"28,092",78.3
Carter County, TN (47019),41,"56,502",72.6
Cheatham County, TN (47021),37,"39,880",92.8
Claiborne County, TN (47025),33,"31,757",103.9
Clay County, TN (47027),11,"7,752",Unreliable
Cocke County, TN (47029),23,"35,219",65.3
Coffee County, TN (47031),40,"54,682",73.2
Cumberland County, TN (47035),35,"58,655",59.7
Davidson County, TN (47037),468,"684,410",68.4
Decatur County, TN (47039),10,"11,769",Unreliable
DeKalb County, TN (47041),16,"19,361",Unreliable
Dickson County, TN (47043),51,"52,170",97.8
Dyer County, TN (47045),15,"37,708",Unreliable
Fayette County, TN (47047),24,"39,590",60.6
Fentress County, TN (47049),11,"18,033",Unreliable
Franklin County, TN (47051),25,"41,700",60
Gibson County, TN (47053),32,"49,401",64.8
Giles County, TN (47055),20,"29,307",68.2
Grainger County, TN (47057),18,"23,072",Unreliable
Greene County, TN (47059),69,"68,615",100.6
Grundy County, TN (47061),12,"13,389",Unreliable
Hamblen County, TN (47063),47,"63,785",73.7
Hamilton County, TN (47065),183,"357,738",51.2
Hardin County, TN (47071),28,"25,679",109
Hawkins County, TN (47073),49,"56,563",86.6
Henderson County, TN (47077),16,"27,822",Unreliable
Henry County, TN (47079),14,"32,310",Unreliable
Hickman County, TN (47081),19,"24,295",Unreliable
Humphreys County, TN (47085),20,"18,347",109
Jefferson County, TN (47089),29,"53,535",54.2
Johnson County, TN (47091),10,"17,754",Unreliable
Knox County, TN (47093),362,"456,132",79.4
Lauderdale County, TN (47097),27,"26,773",100.8
Lawrence County, TN (47099),28,"43,081",65
Lincoln County, TN (47103),23,"33,645",68.4
Loudon County, TN (47105),39,"51,454",75.8
McMinn County, TN (47107),45,"52,850",85.1
McNairy County, TN (47109),22,"25,935",84.8
Macon County, TN (47111),24,"23,450",102.3
Madison County, TN (47113),51,"97,663",52.2
Marion County, TN (47115),16,"28,446",Unreliable
Marshall County, TN (47117),23,"31,915",72.1
Maury County, TN (47119),52,"89,981",57.8
Meigs County, TN (47121),17,"12,005",Unreliable
Monroe County, TN (47123),45,"45,970",97.9
Montgomery County, TN (47125),86,"195,734",43.9
Morgan County, TN (47129),12,"21,554",Unreliable
Obion County, TN (47131),10,"30,578",Unreliable
Overton County, TN (47133),17,"22,051",Unreliable
Perry County, TN (47135),11,"7,964",Unreliable
Polk County, TN (47139),11,"16,772",Unreliable
Putnam County, TN (47141),41,"75,931",54
Rhea County, TN (47143),20,"32,442",61.6
Roane County, TN (47145),56,"52,874",105.9
Robertson County, TN (47147),45,"69,165",65.1
Rutherford County, TN (47149),120,"308,251",38.9
Scott County, TN (47151),19,"21,947",Unreliable
Sequatchie County, TN (47153),10,"14,897",Unreliable
Sevier County, TN (47155),74,"96,673",76.5
Shelby County, TN (47157),519,"934,603",55.5
Smith County, TN (47159),21,"19,447",108
Sullivan County, TN (47163),93,"156,667",59.4
Sumner County, TN (47165),102,"180,063",56.6
Tipton County, TN (47167),43,"61,303",70.1
Unicoi County, TN (47171),17,"17,719",Unreliable
Union County, TN (47173),19,"19,140",Unreliable
Warren County, TN (47177),28,"40,516",69.1
Washington County, TN (47179),85,"127,440",66.7
Weakley County, TN (47183),20,"33,507",59.7
White County, TN (47185),29,"26,653",108.8
Williamson County, TN (47187),83,"219,107",37.9
Wilson County, TN (47189),74,"132,781",55.7
Anderson County, TX (48001),35,"57,734",60.6
Angelina County, TX (48005),41,"87,791",46.7
Aransas County, TX (48007),16,"25,721",Unreliable
Atascosa County, TX (48013),23,"48,797",47.1
Austin County, TX (48015),15,"29,758",Unreliable
Bastrop County, TX (48021),42,"82,733",50.8
Bee County, TX (48025),15,"32,750",Unreliable
Bell County, TX (48027),131,"340,411",38.5
Bexar County, TX (48029),764,"1,928,680",39.6
Bosque County, TX (48035),13,"18,097",Unreliable
Bowie County, TX (48037),24,"93,860",25.6
Brazoria County, TX (48039),134,"354,195",37.8
Brazos County, TX (48041),52,"220,417",23.6
Brown County, TX (48049),16,"38,271",Unreliable
Burleson County, TX (48051),15,"17,760",Unreliable
Burnet County, TX (48053),36,"46,243",77.8
Caldwell County, TX (48055),21,"41,161",51
Cameron County, TX (48061),101,"422,135",23.9
Cass County, TX (48067),13,"30,375",Unreliable
Chambers County, TX (48071),15,"39,899",Unreliable
Cherokee County, TX (48073),35,"51,668",67.7
Collin County, TX (48085),262,"939,585",27.9
Colorado County, TX (48089),13,"21,019",Unreliable
Comal County, TX (48091),49,"134,788",36.4
Cooke County, TX (48097),16,"39,266",Unreliable
Coryell County, TX (48099),25,"74,686",33.5
Dallas County, TX (48113),985,"2,574,984",38.3
Deaf Smith County, TX (48117),10,"18,830",Unreliable
Denton County, TX (48121),209,"806,180",25.9
DeWitt County, TX (48123),10,"20,865",Unreliable
Ector County, TX (48135),76,"157,462",48.3
Ellis County, TX (48139),62,"168,499",36.8
El Paso County, TX (48141),260,"837,918",31
Erath County, TX (48143),23,"41,659",55.2
Fannin County, TX (48147),25,"34,031",73.5
Fayette County, TX (48149),17,"25,149",Unreliable
Fort Bend County, TX (48157),163,"741,237",22
Gaines County, TX (48165),10,"20,478",Unreliable
Galveston County, TX (48167),148,"329,431",44.9
Gillespie County, TX (48171),15,"26,521",Unreliable
Gonzales County, TX (48177),15,"20,876",Unreliable
Gray County, TX (48179),15,"22,725",Unreliable
Grayson County, TX (48181),44,"128,235",34.3
Gregg County, TX (48183),60,"123,745",48.5
Grimes County, TX (48185),18,"27,671",Unreliable
Guadalupe County, TX (48187),53,"155,265",34.1
Hale County, TX (48189),12,"34,263",Unreliable
Hardin County, TX (48199),28,"56,322",49.7
Harris County, TX (48201),"1,722","4,589,928",37.5
Harrison County, TX (48203),33,"66,534",49.6
Hays County, TX (48209),79,"204,470",38.6
Henderson County, TX (48213),44,"79,901",55.1
Hidalgo County, TX (48215),190,"849,843",22.4
Hill County, TX (48217),31,"35,077",88.4
Hockley County, TX (48219),12,"23,275",Unreliable
Hood County, TX (48221),33,"56,857",58
Hopkins County, TX (48223),24,"36,400",65.9
Houston County, TX (48225),17,"22,754",Unreliable
Howard County, TX (48227),15,"36,708",Unreliable
Hunt County, TX (48231),55,"92,073",59.7
Hutchinson County, TX (48233),12,"21,511",Unreliable
Jasper County, TX (48241),21,"35,648",58.9
