0,Rank,County,State,StateID,Median household income,,,,
2273,2215,Jackson,Alabama,,"$37,634 ",,,,Jackson
2274,2216,Scott,Indiana,,"$42,898 ",,,,Scott
2275,2217,Miami,Indiana,,"$42,023 ",,,,Miami
2276,2218,Cloud,Kansas,,"$38,534 ",,,,Cloud
2277,2219,Forest,Wisconsin,,"$39,963 ",,,,Forest
2278,2220,Jim Wells,Texas,,"$40,585 ",,,,Jim Wells
2279,2221,Nicholas,Kentucky,,"$43,081 ",,,,Nicholas
2280,2222,Henderson,Tennessee,,"$38,280 ",,,,Henderson
2281,2223,Pope,Illinois,,"$38,371 ",,,,Pope
2282,2224,Hinds,Mississippi,,"$37,626 ",,,,Hinds
2283,2225,Alexander,North Carolina,,"$40,637 ",,,,Alexander
2284,2226,Tehama,California,,"$41,924 ",,,,Tehama
2285,2227,Montgomery,Kentucky,,"$37,312 ",,,,Montgomery
2286,2228,Tate,Mississippi,,"$41,494 ",,,,Tate
2287,2229,Newton,Texas,,"$37,246 ",,,,Newton
2288,2230,Towns,Georgia,,"$36,570 ",,,,Towns
2289,2231,Saline,Nebraska,,"$44,109 ",,,,Saline
2290,2232,Gibson,Tennessee,,"$38,343 ",,,,Gibson
2291,2233,Washington County,Alabama,,"$42,156 ",,,,Washington County
2292,2234,Franklin,Illinois,,"$36,273 ",,,,Franklin
2293,2235,Covington,Alabama,,"$35,869 ",,,,Covington
2294,2236,Mercer,West Virginia,,"$34,842 ",,,,Mercer
2295,2237,Hopewell City,Virginia,,"$37,933 ",,,,Hopewell City
2296,2238,Marshall,Alabama,,"$39,526 ",,,,Marshall
2297,2239,Washington County,Idaho,,"$37,453 ",,,,Washington County
2298,2240,Hillsdale,Michigan,,"$41,759 ",,,,Hillsdale
2299,2241,Wilbarger,Texas,,"$41,658 ",,,,Wilbarger
2300,2242,Pocahontas,West Virginia,,"$33,779 ",,,,Pocahontas
2301,2243,Hart,Georgia,,"$35,615 ",,,,Hart
2302,2244,Gladwin,Michigan,,"$37,626 ",,,,Gladwin
2303,2245,Butts,Georgia,,"$49,754 ",,,,Butts
2304,2246,Scotland,Missouri,,"$39,028 ",,,,Scotland
2305,2247,Nacogdoches,Texas,,"$36,777 ",,,,Nacogdoches
2306,2248,Coffee,Tennessee,,"$37,618 ",,,,Coffee
2307,2249,Sumter,South Carolina,,"$41,366 ",,,,Sumter
2308,2250,Fannin,Texas,,"$44,355 ",,,,Fannin
2309,2251,Webster,Kentucky,,"$41,415 ",,,,Webster
2310,2252,Marion,Texas,,"$31,967 ",,,,Marion
2311,2253,Smith,Mississippi,,"$34,753 ",,,,Smith
2312,2254,Monroe,Missouri,,"$40,657 ",,,,Monroe
2313,2255,Gogebic,Michigan,,"$34,252 ",,,,Gogebic
2314,2256,Wadena,Minnesota,,"$36,928 ",,,,Wadena
2315,2257,Navarro,Texas,,"$40,795 ",,,,Navarro
2316,2258,Caldwell,Kentucky,,"$37,127 ",,,,Caldwell
2317,2259,Choctaw,Alabama,,"$33,941 ",,,,Choctaw
2318,2260,Blackford,Indiana,,"$39,225 ",,,,Blackford
2319,2261,Elk,Kansas,,"$34,089 ",,,,Elk
2320,2262,Jackson,South Dakota,,"$46,224 ",,,,Jackson
2321,2263,St. Bernard,Louisiana,,"$41,353 ",,,,St. Bernard
2322,2264,Harnett,North Carolina,,"$44,625 ",,,,Harnett
2323,2265,Wharton,Texas,,"$40,411 ",,,,Wharton
2324,2266,Henry,Indiana,,"$40,679 ",,,,Henry
2325,2267,Grimes,Texas,,"$43,994 ",,,,Grimes
2326,2268,Missaukee,Michigan,,"$41,061 ",,,,Missaukee
2327,2269,Kern,California,,"$48,552 ",,,,Kern
2328,2270,Monroe,West Virginia,,"$41,234 ",,,,Monroe
2329,2271,Independence,Arkansas,,"$35,026 ",,,,Independence
2330,2272,Gonzales,Texas,,"$39,248 ",,,,Gonzales
2331,2273,Meagher,Montana,,"$38,182 ",,,,Meagher
2332,2274,Clark,Missouri,,"$40,204 ",,,,Clark
2333,2275,Polk,Tennessee,,"$39,074 ",,,,Polk
2334,2276,Nome Census Area,Alaska,,"$49,974 ",,,,Nome Census Area
2335,2277,Kalkaska,Michigan,,"$40,140 ",,,,Kalkaska
2336,2278,Yancey,North Carolina,,"$38,579 ",,,,Yancey
2337,2279,Fairfield,South Carolina,,"$36,120 ",,,,Fairfield
2338,2280,Clearwater,Idaho,,"$40,134 ",,,,Clearwater
2339,2281,Jasper,Texas,,"$40,417 ",,,,Jasper
2340,2282,Gem,Idaho,,"$44,432 ",,,,Gem
2341,2283,Childress,Texas,,"$47,532 ",,,,Childress
2342,2284,Pecos,Texas,,"$47,019 ",,,,Pecos
2343,2285,Blaine,Oklahoma,,"$44,206 ",,,,Blaine
2344,2286,Runnels,Texas,,"$37,667 ",,,,Runnels
2345,2287,Banks,Georgia,,"$41,141 ",,,,Banks
2346,2288,Taney,Missouri,,"$38,461 ",,,,Taney
2347,2289,Surry,North Carolina,,"$35,641 ",,,,Surry
2348,2290,George,Mississippi,,"$43,958 ",,,,George
2349,2291,Fresno,California,,"$45,563 ",,,,Fresno
2350,2292,Ionia,Michigan,,"$47,892 ",,,,Ionia
2351,2293,Etowah,Alabama,,"$38,013 ",,,,Etowah
2352,2294,Foard,Texas,,"$33,750 ",,,,Foard
2353,2295,Oktibbeha,Mississippi,,"$30,987 ",,,,Oktibbeha
2354,2296,Geneva,Alabama,,"$35,625 ",,,,Geneva
2355,2297,Benewah,Idaho,,"$39,049 ",,,,Benewah
2356,2298,Atascosa,Texas,,"$47,543 ",,,,Atascosa
2357,2299,Grant,West Virginia,,"$41,368 ",,,,Grant
2358,2300,Lawrence,Alabama,,"$38,551 ",,,,Lawrence
2359,2301,Duval,Texas,,"$34,131 ",,,,Duval
2360,2302,Gilchrist,Florida,,"$38,406 ",,,,Gilchrist
2361,2303,Dakota,Nebraska,,"$47,069 ",,,,Dakota
2362,2304,Mercer,Missouri,,"$40,272 ",,,,Mercer
2363,2305,Adams,Indiana,,"$46,695 ",,,,Adams
2364,2306,Covington City,Virginia,,"$34,319 ",,,,Covington City
2365,2307,Sterling,Texas,,"$50,543 ",,,,Sterling
2366,2308,Bleckley,Georgia,,"$36,073 ",,,,Bleckley
2367,2309,Carbon,Utah,,"$44,724 ",,,,Carbon
2368,2310,Unicoi,Tennessee,,"$32,292 ",,,,Unicoi
2369,2311,Delta,Texas,,"$40,375 ",,,,Delta
2370,2312,Dawson,Nebraska,,"$46,078 ",,,,Dawson
2371,2313,Emery,Utah,,"$52,763 ",,,,Emery
2372,2314,Hardin,Tennessee,,"$33,622 ",,,,Hardin
2373,2315,Jennings,Indiana,,"$44,128 ",,,,Jennings
2374,2316,Darlington,South Carolina,,"$36,323 ",,,,Darlington
2375,2317,Jones,North Carolina,,"$36,213 ",,,,Jones
2376,2318,Cass,Texas,,"$35,598 ",,,,Cass
2377,2319,Cache,Utah,,"$49,506 ",,,,Cache
2378,2320,Highlands,Florida,,"$35,560 ",,,,Highlands
2379,2321,Pike,Ohio,,"$42,165 ",,,,Pike
2380,2322,Cleveland,North Carolina,,"$38,989 ",,,,Cleveland
2381,2323,Mecklenburg,Virginia,,"$36,261 ",,,,Mecklenburg
2382,2324,Macon,Missouri,,"$38,443 ",,,,Macon
2383,2325,Ferry,Washington,,"$37,571 ",,,,Ferry
2384,2326,Morris,Texas,,"$37,849 ",,,,Morris
2385,2327,Chattahoochee,Georgia,,"$48,758 ",,,,Chattahoochee
2386,2328,McDonough,Illinois,,"$36,031 ",,,,McDonough
2387,2329,Conway,Arkansas,,"$35,225 ",,,,Conway
2388,2330,Arenac,Michigan,,"$38,874 ",,,,Arenac
2389,2331,Dade,Missouri,,"$35,483 ",,,,Dade
2390,2332,Clark,Idaho,,"$33,200 ",,,,Clark
2391,2333,Switzerland,Indiana,,"$44,143 ",,,,Switzerland
2392,2334,Rio Arriba,New Mexico,,"$40,250 ",,,,Rio Arriba
2393,2335,Ashtabula,Ohio,,"$40,516 ",,,,Ashtabula
2394,2336,Muhlenberg,Kentucky,,"$38,105 ",,,,Muhlenberg
2395,2337,Pierce,Georgia,,"$39,067 ",,,,Pierce
2396,2338,Giles,Tennessee,,"$38,495 ",,,,Giles
2397,2339,Ford,Kansas,,"$51,178 ",,,,Ford
2398,2340,McLean,Kentucky,,"$38,833 ",,,,McLean
2399,2341,Thomas,Georgia,,"$34,035 ",,,,Thomas
2400,2342,Concho,Texas,,"$51,411 ",,,,Concho
2401,2343,Millard,Utah,,"$49,238 ",,,,Millard
2402,2344,Catahoula,Louisiana,,"$36,165 ",,,,Catahoula
2403,2345,Grant,Nebraska,,"$44,167 ",,,,Grant
2404,2346,Johnston,Oklahoma,,"$36,192 ",,,,Johnston
2405,2347,Howard,Texas,,"$45,612 ",,,,Howard
2406,2348,Webster,Missouri,,"$44,596 ",,,,Webster
2407,2349,Branch,Michigan,,"$41,856 ",,,,Branch
2408,2350,Madison,Georgia,,"$42,549 ",,,,Madison
2409,2351,Lassen,California,,"$53,107 ",,,,Lassen
2410,2352,Wilson,Kansas,,"$38,917 ",,,,Wilson
2411,2353,Laurel,Kentucky,,"$36,570 ",,,,Laurel
2412,2354,Pope,Arkansas,,"$40,453 ",,,,Pope
2413,2355,Montgomery,Illinois,,"$41,952 ",,,,Montgomery
2414,2356,Love,Oklahoma,,"$43,260 ",,,,Love
2415,2357,Acadia,Louisiana,,"$37,587 ",,,,Acadia
2416,2358,Lewis,Idaho,,"$36,000 ",,,,Lewis
2417,2359,Madison,North Carolina,,"$38,598 ",,,,Madison
2418,2360,Logan,West Virginia,,"$36,999 ",,,,Logan
2419,2361,Martinsville City,Virginia,,"$28,116 ",,,,Martinsville City
2420,2362,Karnes,Texas,,"$42,862 ",,,,Karnes
2421,2363,Daviess,Missouri,,"$42,393 ",,,,Daviess
2422,2364,Little River,Arkansas,,"$39,673 ",,,,Little River
2423,2365,Otero,New Mexico,,"$39,263 ",,,,Otero
2424,2366,Boundary,Idaho,,"$37,003 ",,,,Boundary
2425,2367,Webster,Louisiana,,"$35,071 ",,,,Webster
2426,2368,Muskogee,Oklahoma,,"$38,502 ",,,,Muskogee
2427,2369,Pulaski,Illinois,,"$33,717 ",,,,Pulaski
2428,2370,Potter,Texas,,"$37,951 ",,,,Potter
2429,2371,Mineral,Montana,,"$33,033 ",,,,Mineral
2430,2372,Wayne,Utah,,"$41,458 ",,,,Wayne
2431,2373,Baker,Florida,,"$49,236 ",,,,Baker
2432,2374,Henry,Virginia,,"$34,984 ",,,,Henry
2433,2375,Franklin,Florida,,"$38,328 ",,,,Franklin
2434,2376,Washington County,Kentucky,,"$40,845 ",,,,Washington County
2435,2377,Randolph,Alabama,,"$35,213 ",,,,Randolph
2436,2378,Grant,Kentucky,,"$46,159 ",,,,Grant
2437,2379,Hardeman,Texas,,"$36,377 ",,,,Hardeman
2438,2380,Desha,Arkansas,,"$28,680 ",,,,Desha
2439,2381,Sullivan,Indiana,,"$43,510 ",,,,Sullivan
2440,2382,Craig,Oklahoma,,"$39,236 ",,,,Craig
2441,2383,Greene,Tennessee,,"$35,545 ",,,,Greene
2442,2384,Livingston,Kentucky,,"$40,313 ",,,,Livingston
2443,2385,Haralson,Georgia,,"$39,993 ",,,,Haralson
2444,2386,Lyon,Kansas,,"$38,981 ",,,,Lyon
2445,2387,Mineral,West Virginia,,"$31,163 ",,,,Mineral
2446,2388,Spalding,Georgia,,"$41,534 ",,,,Spalding
2447,2389,Houghton,Michigan,,"$35,430 ",,,,Houghton
2448,2390,Graham,North Carolina,,"$33,903 ",,,,Graham
2449,2391,Starke,Indiana,,"$40,126 ",,,,Starke
2450,2392,Christian,Kentucky,,"$38,904 ",,,,Christian
2451,2393,Moore,Texas,,"$51,181 ",,,,Moore
2452,2394,Ashley,Arkansas,,"$35,683 ",,,,Ashley
2453,2395,Lenoir,North Carolina,,"$35,770 ",,,,Lenoir
2454,2396,Okmulgee,Oklahoma,,"$39,156 ",,,,Okmulgee
2455,2397,Dallam,Texas,,"$40,895 ",,,,Dallam
2456,2398,Coal,Oklahoma,,"$34,867 ",,,,Coal
2457,2399,Barren,Kentucky,,"$38,873 ",,,,Barren
2458,2400,McMinn,Tennessee,,"$39,410 ",,,,McMinn
2459,2401,Liberty,Texas,,"$47,228 ",,,,Liberty
2460,2402,Grant,Washington,,"$45,949 ",,,,Grant
2461,2403,Powell,Montana,,"$40,802 ",,,,Powell
2462,2404,Forrest,Mississippi,,"$36,726 ",,,,Forrest
2463,2405,Russell,Virginia,,"$33,872 ",,,,Russell
2464,2406,Vernon,Missouri,,"$38,679 ",,,,Vernon
2465,2407,Yukon-Koyukuk Census Area,Alaska,,"$34,710 ",,,,Yukon-Koyukuk Census Area
2466,2408,Saluda,South Carolina,,"$38,514 ",,,,Saluda
2467,2409,Alger,Michigan,,"$37,586 ",,,,Alger
2468,2410,Benton,Missouri,,"$32,951 ",,,,Benton
2469,2411,Perry,Illinois,,"$42,078 ",,,,Perry
2470,2412,Pike,Alabama,,"$33,090 ",,,,Pike
2471,2413,Emporia City,Virginia,,"$32,155 ",,,,Emporia City
2472,2414,Pettis,Missouri,,"$38,580 ",,,,Pettis
2473,2415,Castro,Texas,,"$36,402 ",,,,Castro
2474,2416,Lincoln,Colorado,,"$41,910 ",,,,Lincoln
2475,2417,Burke,North Carolina,,"$37,263 ",,,,Burke
2476,2418,Audrain,Missouri,,"$43,013 ",,,,Audrain
2477,2419,Russell,Alabama,,"$36,143 ",,,,Russell
2478,2420,Miller,Georgia,,"$32,260 ",,,,Miller
2479,2421,Caldwell,Texas,,"$44,152 ",,,,Caldwell
2480,2422,Crittenden,Arkansas,,"$37,751 ",,,,Crittenden
2481,2423,Montmorency,Michigan,,"$35,261 ",,,,Montmorency
2482,2424,Greene,Arkansas,,"$38,413 ",,,,Greene
2483,2425,Monroe,Tennessee,,"$37,595 ",,,,Monroe
2484,2426,Appling,Georgia,,"$36,786 ",,,,Appling
2485,2427,Ogemaw,Michigan,,"$34,619 ",,,,Ogemaw
2486,2428,Hardin,Ohio,,"$40,415 ",,,,Hardin
2487,2429,Swain,North Carolina,,"$36,094 ",,,,Swain
2488,2430,Danville City,Virginia,,"$30,786 ",,,,Danville City
2489,2431,Valencia,New Mexico,,"$42,506 ",,,,Valencia
2490,2432,Tyler,Texas,,"$39,940 ",,,,Tyler
2491,2433,LaRue,Kentucky,,"$39,753 ",,,,LaRue
2492,2434,Jefferson,Idaho,,"$52,023 ",,,,Jefferson
2493,2435,Minidoka,Idaho,,"$43,266 ",,,,Minidoka
2494,2436,Randolph,West Virginia,,"$37,276 ",,,,Randolph
2495,2437,Franklin City,Virginia,,"$31,928 ",,,,Franklin City
2496,2438,Marshall,Oklahoma,,"$37,319 ",,,,Marshall
2497,2439,Cherokee,Kansas,,"$39,746 ",,,,Cherokee
2498,2440,Marion,Alabama,,"$32,888 ",,,,Marion
2499,2441,Lincoln,Mississippi,,"$36,498 ",,,,Lincoln
2500,2442,Doña Ana,New Mexico,,"$37,933 ",,,,Doña Ana
2501,2443,Laclede,Missouri,,"$39,013 ",,,,Laclede
2502,2444,Rutherford,North Carolina,,"$36,334 ",,,,Rutherford
2503,2445,Weakley,Tennessee,,"$35,273 ",,,,Weakley
2504,2446,Warren,Tennessee,,"$34,641 ",,,,Warren
2505,2447,Grundy,Missouri,,"$37,964 ",,,,Grundy
2506,2448,Jones,Mississippi,,"$38,074 ",,,,Jones
2507,2449,Mahnomen,Minnesota,,"$40,282 ",,,,Mahnomen
2508,2450,Polk,Missouri,,"$39,512 ",,,,Polk
2509,2451,Alleghany,North Carolina,,"$35,170 ",,,,Alleghany
2510,2452,Franklin,Washington,,"$55,177 ",,,,Franklin
2511,2453,Upshur,West Virginia,,"$39,381 ",,,,Upshur
2512,2454,Polk,Texas,,"$37,855 ",,,,Polk
2513,2455,Whitfield,Georgia,,"$40,471 ",,,,Whitfield
2514,2456,Wayne,West Virginia,,"$36,964 ",,,,Wayne
2515,2457,Chaves,New Mexico,,"$39,131 ",,,,Chaves
2516,2458,Barry,Missouri,,"$38,710 ",,,,Barry
2517,2459,Alamosa,Colorado,,"$34,520 ",,,,Alamosa
2518,2460,Chariton,Missouri,,"$39,385 ",,,,Chariton
2519,2461,Edmonson,Kentucky,,"$37,646 ",,,,Edmonson
2520,2462,Sampson,North Carolina,,"$36,496 ",,,,Sampson
2521,2463,Crawford,Arkansas,,"$39,479 ",,,,Crawford
2522,2464,Fremont,Idaho,,"$44,520 ",,,,Fremont
2523,2465,Bollinger,Missouri,,"$37,716 ",,,,Bollinger
2524,2466,Harrison,Missouri,,"$37,739 ",,,,Harrison
2525,2467,Union,Kentucky,,"$39,125 ",,,,Union
2526,2468,St. Helena,Louisiana,,"$33,143 ",,,,St. Helena
2527,2469,Moniteau,Missouri,,"$47,118 ",,,,Moniteau
2528,2470,Van Buren,Tennessee,,"$33,547 ",,,,Van Buren
2529,2471,Johnson,Kentucky,,"$34,090 ",,,,Johnson
2530,2472,Simpson,Kentucky,,"$39,546 ",,,,Simpson
2531,2473,Columbia,Arkansas,,"$35,128 ",,,,Columbia
2532,2474,Scioto,Ohio,,"$35,379 ",,,,Scioto
2533,2475,Johnson,Nebraska,,"$42,364 ",,,,Johnson
2534,2476,Yakima,Washington,,"$43,506 ",,,,Yakima
2535,2477,Peach,Georgia,,"$39,844 ",,,,Peach
2536,2478,Carroll,Kentucky,,"$40,160 ",,,,Carroll
2537,2479,Beaver,Utah,,"$46,660 ",,,,Beaver
2538,2480,Union,Louisiana,,"$35,828 ",,,,Union
2539,2481,Treutlen,Georgia,,"$37,894 ",,,,Treutlen
2540,2482,Talladega,Alabama,,"$35,439 ",,,,Talladega
2541,2483,Brooks,Georgia,,"$34,419 ",,,,Brooks
2542,2484,Jackson,Ohio,,"$36,356 ",,,,Jackson
2543,2485,Meigs,Tennessee,,"$35,150 ",,,,Meigs
2544,2486,Putnam,Missouri,,"$36,713 ",,,,Putnam
2545,2487,Knox,Texas,,"$34,295 ",,,,Knox
2546,2488,St. Landry,Louisiana,,"$35,503 ",,,,St. Landry
2547,2489,Bradley,Arkansas,,"$30,409 ",,,,Bradley
2548,2490,Miller,Missouri,,"$35,507 ",,,,Miller
2549,2491,Carroll,Virginia,,"$32,853 ",,,,Carroll
2550,2492,Perry,Ohio,,"$41,446 ",,,,Perry
2551,2493,Johnson,Arkansas,,"$31,003 ",,,,Johnson
2552,2494,Coryell,Texas,,"$49,819 ",,,,Coryell
2553,2495,LaGrange,Indiana,,"$47,617 ",,,,LaGrange
2554,2496,Titus,Texas,,"$42,939 ",,,,Titus
2555,2497,Jefferson,Arkansas,,"$37,140 ",,,,Jefferson
2556,2498,Limestone,Texas,,"$38,823 ",,,,Limestone
2557,2499,Pike,Kentucky,,"$32,961 ",,,,Pike
2558,2500,Highland,Ohio,,"$39,091 ",,,,Highland
2559,2501,Bourbon,Kansas,,"$39,591 ",,,,Bourbon
2560,2502,Nottoway,Virginia,,"$36,607 ",,,,Nottoway
2561,2503,Mecosta,Michigan,,"$39,470 ",,,,Mecosta
2562,2504,Hampton,South Carolina,,"$34,233 ",,,,Hampton
2563,2505,Shelby,Missouri,,"$35,938 ",,,,Shelby
2564,2506,Fulton,Arkansas,,"$35,522 ",,,,Fulton
2565,2507,Lewis,Missouri,,"$42,071 ",,,,Lewis
2566,2508,Columbia,Florida,,"$38,070 ",,,,Columbia
2567,2509,Parmer,Texas,,"$44,943 ",,,,Parmer
2568,2510,Fleming,Kentucky,,"$32,495 ",,,,Fleming
2569,2511,Bedford,Tennessee,,"$40,759 ",,,,Bedford
2570,2512,Clarke,Georgia,,"$33,060 ",,,,Clarke
2571,2513,Hickman,Kentucky,,"$34,029 ",,,,Hickman
2572,2514,Chambers,Alabama,,"$32,402 ",,,,Chambers
2573,2515,Hot Spring,Arkansas,,"$41,193 ",,,,Hot Spring
2574,20%,,,,,,,,
2575,2516,Sullivan,Missouri,,"$36,676 ",,,,Sullivan
2576,2517,Columbus,North Carolina,,"$35,761 ",,,,Columbus
2577,2518,Union,Mississippi,,"$38,373 ",,,,Union
2578,2519,Comanche,Texas,,"$36,020 ",,,,Comanche
2579,2520,Adair,Missouri,,"$34,733 ",,,,Adair
2580,2521,Nowata,Oklahoma,,"$39,430 ",,,,Nowata
2581,2522,Butler,Missouri,,"$34,969 ",,,,Butler
2582,2523,Yuba,California,,"$44,902 ",,,,Yuba
2583,2524,Chowan,North Carolina,,"$34,420 ",,,,Chowan
2584,2525,Jay,Indiana,,"$40,235 ",,,,Jay
2585,2526,Caldwell,North Carolina,,"$34,357 ",,,,Caldwell
2586,2527,Jim Hogg,Texas,,"$36,121 ",,,,Jim Hogg
2587,2528,Carter,Kentucky,,"$36,406 ",,,,Carter
2588,2529,Jackson,Louisiana,,"$37,388 ",,,,Jackson
2589,2530,Sanders,Montana,,"$32,881 ",,,,Sanders
2590,2531,Gordon,Georgia,,"$40,926 ",,,,Gordon
2591,2532,Camp,Texas,,"$37,079 ",,,,Camp
2592,2533,Idaho County,Idaho,,"$37,349 ",,,,Idaho County
2593,2534,Payette,Idaho,,"$43,649 ",,,,Payette
2594,2535,Fannin,Georgia,,"$34,239 ",,,,Fannin
2595,2536,Bladen,North Carolina,,"$30,164 ",,,,Bladen
2596,2537,Laurens,South Carolina,,"$37,383 ",,,,Laurens
2597,2538,Alcorn,Mississippi,,"$33,600 ",,,,Alcorn
2598,2539,Logan,Kentucky,,"$36,590 ",,,,Logan
2599,2540,Blaine,Nebraska,,"$42,917 ",,,,Blaine
2600,2541,Lawrence,Tennessee,,"$37,368 ",,,,Lawrence
2601,2542,Franklin,Arkansas,,"$36,766 ",,,,Franklin
2602,2543,Polk,Arkansas,,"$32,835 ",,,,Polk
2603,2544,Sevier,Utah,,"$46,229 ",,,,Sevier
2604,2545,Grayson,Kentucky,,"$32,399 ",,,,Grayson
2605,2546,Cleburne,Alabama,,"$38,019 ",,,,Cleburne
2606,2547,Wise,Virginia,,"$36,218 ",,,,Wise
2607,2548,Iron,Missouri,,"$36,387 ",,,,Iron
2608,2549,McIntosh,Oklahoma,,"$36,096 ",,,,McIntosh
2609,2550,Houston,Texas,,"$33,119 ",,,,Houston
2610,2551,Woodruff,Arkansas,,"$28,259 ",,,,Woodruff
2611,2552,Allen,Kentucky,,"$40,008 ",,,,Allen
2612,2553,Webster,Georgia,,"$35,718 ",,,,Webster
2613,2554,Otero,Colorado,,"$33,848 ",,,,Otero
2614,2555,Del Norte,California,,"$37,909 ",,,,Del Norte
2615,2556,Isabella,Michigan,,"$36,372 ",,,,Isabella
2616,2557,Lawrence,Missouri,,"$39,334 ",,,,Lawrence
2617,2558,Warren,North Carolina,,"$34,285 ",,,,Warren
2618,2559,Logan,Arkansas,,"$34,996 ",,,,Logan
2619,2560,Jefferson,Oklahoma,,"$34,701 ",,,,Jefferson
2620,2561,Schley,Georgia,,"$38,425 ",,,,Schley
2621,2562,Union,South Carolina,,"$32,556 ",,,,Union
2622,2563,Hardy,West Virginia,,"$32,723 ",,,,Hardy
2623,2564,Charles Mix,South Dakota,,"$40,102 ",,,,Charles Mix
2624,2565,Wilkes,North Carolina,,"$33,159 ",,,,Wilkes
2625,2566,Lamar,Alabama,,"$36,028 ",,,,Lamar
2626,2567,Montgomery,Arkansas,,"$31,345 ",,,,Montgomery
2627,2568,Gallatin,Kentucky,,"$43,793 ",,,,Gallatin
2628,2569,Grant,Louisiana,,"$39,654 ",,,,Grant
2629,2570,Carter,Tennessee,,"$31,842 ",,,,Carter
2630,2571,Seward,Kansas,,"$50,185 ",,,,Seward
2631,2572,Red River,Texas,,"$31,712 ",,,,Red River
2632,2573,Osceola,Florida,,"$43,891 ",,,,Osceola
2633,2574,Saline,Missouri,,"$39,519 ",,,,Saline
2634,2575,Ohio County,Kentucky,,"$40,830 ",,,,Ohio County
2635,2576,Hall,Texas,,"$33,006 ",,,,Hall
2636,2577,Nolan,Texas,,"$36,806 ",,,,Nolan
2637,2578,Evans,Georgia,,"$36,788 ",,,,Evans
2638,2579,Winston,Alabama,,"$32,900 ",,,,Winston
2639,2580,Oceana,Michigan,,"$40,023 ",,,,Oceana
2640,2581,Clarke,Alabama,,"$29,357 ",,,,Clarke
2641,2582,Ouachita,Arkansas,,"$32,015 ",,,,Ouachita
2642,2583,Wayne,Missouri,,"$33,159 ",,,,Wayne
2643,2584,Montcalm,Michigan,,"$40,451 ",,,,Montcalm
2644,2585,Coleman,Texas,,"$31,373 ",,,,Coleman
2645,2586,Heard,Georgia,,"$39,909 ",,,,Heard
2646,2587,Crosby,Texas,,"$38,187 ",,,,Crosby
2647,2588,Bienville,Louisiana,,"$31,543 ",,,,Bienville
2648,2589,Wyandotte,Kansas,,"$39,402 ",,,,Wyandotte
2649,2590,Fremont,Colorado,,"$39,943 ",,,,Fremont
2650,2591,Rhea,Tennessee,,"$36,741 ",,,,Rhea
2651,2592,Prowers,Colorado,,"$34,391 ",,,,Prowers
2652,2593,Petersburg City,Virginia,,"$34,424 ",,,,Petersburg City
2653,2594,Scott,Arkansas,,"$37,448 ",,,,Scott
2654,2595,Tift,Georgia,,"$34,591 ",,,,Tift
2655,2596,McDowell,North Carolina,,"$35,297 ",,,,McDowell
2656,2597,Wayne,Mississippi,,"$29,925 ",,,,Wayne
2657,2598,Oneida,Idaho,,"$40,842 ",,,,Oneida
2658,2599,Kleberg,Texas,,"$40,566 ",,,,Kleberg
2659,2600,Habersham,Georgia,,"$39,306 ",,,,Habersham
2660,2601,Mississippi County,Arkansas,,"$36,428 ",,,,Mississippi County
2661,2602,Bamberg,South Carolina,,"$31,483 ",,,,Bamberg
2662,2603,Lowndes,Georgia,,"$37,365 ",,,,Lowndes
2663,2604,Haskell,Oklahoma,,"$35,334 ",,,,Haskell
2664,2605,Franklin,Alabama,,"$36,415 ",,,,Franklin
2665,2606,Bingham,Idaho,,"$47,941 ",,,,Bingham
2666,2607,Randolph,Arkansas,,"$34,418 ",,,,Randolph
2667,2608,Marion,Kentucky,,"$38,719 ",,,,Marion
2668,2609,Montgomery,North Carolina,,"$31,830 ",,,,Montgomery
2669,2610,Newton,Mississippi,,"$39,190 ",,,,Newton
2670,2611,Barnwell,South Carolina,,"$35,231 ",,,,Barnwell
2671,2612,Patrick,Virginia,,"$34,864 ",,,,Patrick
2672,2613,Allen,Louisiana,,"$38,429 ",,,,Allen
2673,2614,Noble,Ohio,,"$38,290 ",,,,Noble
2674,2615,Decatur,Iowa,,"$36,326 ",,,,Decatur
2675,2616,Ware,Georgia,,"$34,572 ",,,,Ware
2676,2617,Yuma,Arizona,,"$41,595 ",,,,Yuma
2677,2618,Gratiot,Michigan,,"$40,359 ",,,,Gratiot
2678,2619,Elbert,Georgia,,"$35,817 ",,,,Elbert
2679,2620,Motley,Texas,,"$35,845 ",,,,Motley
2680,2621,Meriwether,Georgia,,"$37,333 ",,,,Meriwether
2681,2622,Bristol City,Virginia,,"$32,221 ",,,,Bristol City
2682,2623,Chester,Tennessee,,"$41,875 ",,,,Chester
2683,2624,Meigs,Ohio,,"$35,469 ",,,,Meigs
2684,2625,Hale,Alabama,,"$30,051 ",,,,Hale
2685,2626,Cherokee,Texas,,"$38,378 ",,,,Cherokee
2686,2627,Lamar,Georgia,,"$41,016 ",,,,Lamar
2687,2628,Taylor,Kentucky,,"$36,384 ",,,,Taylor
2688,2629,Martin,North Carolina,,"$35,111 ",,,,Martin
2689,2630,Van Buren,Arkansas,,"$32,517 ",,,,Van Buren
2690,2631,Washington County,North Carolina,,"$34,936 ",,,,Washington County
2691,2632,Colleton,South Carolina,,"$33,233 ",,,,Colleton
2692,2633,Luce,Michigan,,"$39,469 ",,,,Luce
2693,2634,Johnson,Illinois,,"$40,760 ",,,,Johnson
