0,Rank,County,State,StateID,Median household income,,,,
2694,2635,Charlotte,Virginia,,"$33,015 ",,,,Charlotte
2695,2636,Sabine,Texas,,"$32,963 ",,,,Sabine
2696,2637,Hoke,North Carolina,,"$45,489 ",,,,Hoke
2697,2638,Fayette,Indiana,,"$37,391 ",,,,Fayette
2698,2639,Madison,Arkansas,,"$35,771 ",,,,Madison
2699,2640,Yalobusha,Mississippi,,"$32,930 ",,,,Yalobusha
2700,2641,Lamb,Texas,,"$36,727 ",,,,Lamb
2701,2642,Trinity,Texas,,"$34,555 ",,,,Trinity
2702,2643,Webster,Mississippi,,"$33,524 ",,,,Webster
2703,2644,Wilkinson,Mississippi,,"$33,618 ",,,,Wilkinson
2704,2645,Toombs,Georgia,,"$31,189 ",,,,Toombs
2705,2646,Haywood,Tennessee,,"$34,542 ",,,,Haywood
2706,2647,Howard,Arkansas,,"$35,879 ",,,,Howard
2707,2648,Cross,Arkansas,,"$38,085 ",,,,Cross
2708,2649,Nevada County,Arkansas,,"$33,694 ",,,,Nevada County
2709,2650,San Augustine,Texas,,"$28,390 ",,,,San Augustine
2710,2651,Clay,Alabama,,"$34,002 ",,,,Clay
2711,2652,Neshoba,Mississippi,,"$37,050 ",,,,Neshoba
2712,2653,Fayette,West Virginia,,"$33,771 ",,,,Fayette
2713,2654,Bailey,Texas,,"$46,139 ",,,,Bailey
2714,2655,Torrance,New Mexico,,"$31,161 ",,,,Torrance
2715,2656,Richland,Louisiana,,"$36,835 ",,,,Richland
2716,2657,Crockett,Tennessee,,"$36,066 ",,,,Crockett
2717,2658,Lafayette,Florida,,"$39,722 ",,,,Lafayette
2718,2659,Pike,Missouri,,"$39,850 ",,,,Pike
2719,2660,Screven,Georgia,,"$34,848 ",,,,Screven
2720,2661,Braxton,West Virginia,,"$31,848 ",,,,Braxton
2721,2662,Bullock,Alabama,,"$32,033 ",,,,Bullock
2722,2663,Laurens,Georgia,,"$34,793 ",,,,Laurens
2723,2664,Baldwin,Georgia,,"$32,751 ",,,,Baldwin
2724,2665,Dougherty,Georgia,,"$31,671 ",,,,Dougherty
2725,2666,Fulton,Kentucky,,"$33,582 ",,,,Fulton
2726,2667,Benton,Mississippi,,"$31,060 ",,,,Benton
2727,2668,Cook,Georgia,,"$34,985 ",,,,Cook
2728,2669,Bulloch,Georgia,,"$35,840 ",,,,Bulloch
2729,2670,Claiborne,Tennessee,,"$33,229 ",,,,Claiborne
2730,2671,Cherokee,Oklahoma,,"$37,260 ",,,,Cherokee
2731,2672,Harmon,Oklahoma,,"$26,688 ",,,,Harmon
2732,2673,Stone,Mississippi,,"$42,963 ",,,,Stone
2733,2674,Pontotoc,Mississippi,,"$39,899 ",,,,Pontotoc
2734,2675,Orange,Indiana,,"$38,826 ",,,,Orange
2735,2676,Bacon,Georgia,,"$33,757 ",,,,Bacon
2736,2677,Stephens,Georgia,,"$37,898 ",,,,Stephens
2737,2678,Worth,Georgia,,"$35,792 ",,,,Worth
2738,2679,Gulf,Florida,,"$40,455 ",,,,Gulf
2739,2680,St. Francois,Missouri,,"$37,238 ",,,,St. Francois
2740,2681,Dent,Missouri,,"$36,311 ",,,,Dent
2741,2682,Pushmataha,Oklahoma,,"$29,897 ",,,,Pushmataha
2742,2683,Houston,Tennessee,,"$35,271 ",,,,Houston
2743,2684,Clay,Arkansas,,"$31,502 ",,,,Clay
2744,2685,Bland,Virginia,,"$42,139 ",,,,Bland
2745,2686,Winston,Mississippi,,"$30,821 ",,,,Winston
2746,2687,Bethel Census Area,Alaska,,"$51,689 ",,,,Bethel Census Area
2747,2688,Anderson,Texas,,"$40,653 ",,,,Anderson
2748,2689,Fayette,Alabama,,"$33,838 ",,,,Fayette
2749,2690,Coosa,Alabama,,"$37,277 ",,,,Coosa
2750,2691,Tippah,Mississippi,,"$34,636 ",,,,Tippah
2751,2692,Union,New Mexico,,"$38,902 ",,,,Union
2752,2693,Lincoln,West Virginia,,"$35,487 ",,,,Lincoln
2753,2694,Benton,Tennessee,,"$33,033 ",,,,Benton
2754,2695,Buena Vista City,Virginia,,"$36,591 ",,,,Buena Vista City
2755,2696,Reynolds,Missouri,,"$34,496 ",,,,Reynolds
2756,2697,Knott,Kentucky,,"$33,889 ",,,,Knott
2757,2698,Greene,North Carolina,,"$40,853 ",,,,Greene
2758,2699,Suwannee,Florida,,"$35,698 ",,,,Suwannee
2759,2700,Kings,California,,"$48,133 ",,,,Kings
2760,2701,McNairy,Tennessee,,"$33,452 ",,,,McNairy
2761,2702,Attala,Mississippi,,"$31,641 ",,,,Attala
2762,2703,Crawford,Missouri,,"$35,897 ",,,,Crawford
2763,2704,Hyde,North Carolina,,"$42,279 ",,,,Hyde
2764,2705,Hidalgo,New Mexico,,"$34,080 ",,,,Hidalgo
2765,2706,Jackson,Tennessee,,"$33,386 ",,,,Jackson
2766,2707,Hickman,Tennessee,,"$39,581 ",,,,Hickman
2767,2708,El Paso,Texas,,"$40,157 ",,,,El Paso
2768,2709,Wyoming County,West Virginia,,"$34,454 ",,,,Wyoming County
2769,2710,Putnam,Florida,,"$32,497 ",,,,Putnam
2770,2711,Pike,Arkansas,,"$32,206 ",,,,Pike
2771,2712,Gooding,Idaho,,"$37,050 ",,,,Gooding
2772,2713,Lowndes,Alabama,,"$26,230 ",,,,Lowndes
2773,2714,Overton,Tennessee,,"$34,604 ",,,,Overton
2774,2715,Cherokee,North Carolina,,"$34,432 ",,,,Cherokee
2775,2716,Tishomingo,Mississippi,,"$32,592 ",,,,Tishomingo
2776,2717,Polk,Georgia,,"$39,208 ",,,,Polk
2777,2718,Ottawa,Oklahoma,,"$36,473 ",,,,Ottawa
2778,2719,Carroll,Tennessee,,"$35,049 ",,,,Carroll
2779,2720,Seminole,Oklahoma,,"$33,819 ",,,,Seminole
2780,2721,Copiah,Mississippi,,"$35,421 ",,,,Copiah
2781,2722,Simpson,Mississippi,,"$38,362 ",,,,Simpson
2782,2723,Levy,Florida,,"$34,348 ",,,,Levy
2783,2724,Clay,Mississippi,,"$30,764 ",,,,Clay
2784,2725,Hughes,Oklahoma,,"$34,619 ",,,,Hughes
2785,2726,Menard,Texas,,"$31,215 ",,,,Menard
2786,2727,Carter,Missouri,,"$30,962 ",,,,Carter
2787,2728,Cherokee,South Carolina,,"$34,202 ",,,,Cherokee
2788,2729,Adams,Ohio,,"$35,678 ",,,,Adams
2789,2730,Franklin,Georgia,,"$34,830 ",,,,Franklin
2790,2731,Perry,Kentucky,,"$33,528 ",,,,Perry
2791,2732,Dickenson,Virginia,,"$33,318 ",,,,Dickenson
2792,2733,Irwin,Georgia,,"$40,771 ",,,,Irwin
2793,2734,White,Tennessee,,"$34,474 ",,,,White
2794,2735,Pershing,Nevada,,"$52,101 ",,,,Pershing
2795,2736,Marion,Arkansas,,"$34,494 ",,,,Marion
2796,2737,Crisp,Georgia,,"$35,240 ",,,,Crisp
2797,2738,Pike,Mississippi,,"$34,841 ",,,,Pike
2798,2739,Merced,California,,"$42,591 ",,,,Merced
2799,2740,Bronx,New York,,"$34,388 ",,,,Bronx
2800,2741,Monroe,Mississippi,,"$36,308 ",,,,Monroe
2801,2742,Benson,North Dakota,,"$36,491 ",,,,Benson
2802,2743,Schuyler,Missouri,,"$34,688 ",,,,Schuyler
2803,2744,Dallas,Missouri,,"$40,120 ",,,,Dallas
2804,2745,DeKalb,Alabama,,"$37,851 ",,,,DeKalb
2805,2746,Clare,Michigan,,"$32,668 ",,,,Clare
2806,2747,Le Flore,Oklahoma,,"$36,542 ",,,,Le Flore
2807,2748,Prairie,Arkansas,,"$34,855 ",,,,Prairie
2808,2749,Butler,Kentucky,,"$35,430 ",,,,Butler
2809,2750,Abbeville,South Carolina,,"$35,947 ",,,,Abbeville
2810,2751,Sequoyah,Oklahoma,,"$35,742 ",,,,Sequoyah
2811,2752,Marion,Mississippi,,"$29,400 ",,,,Marion
2812,2753,Dodge,Georgia,,"$37,292 ",,,,Dodge
2813,2754,Juab,Utah,,"$55,247 ",,,,Juab
2814,2755,Itawamba,Mississippi,,"$36,073 ",,,,Itawamba
2815,2756,Socorro,New Mexico,,"$34,036 ",,,,Socorro
2816,2757,Breckinridge,Kentucky,,"$38,907 ",,,,Breckinridge
2817,2758,Vinton,Ohio,,"$36,705 ",,,,Vinton
2818,2759,Osceola,Michigan,,"$37,788 ",,,,Osceola
2819,2760,Chester,South Carolina,,"$33,103 ",,,,Chester
2820,2761,Randolph,Georgia,,"$30,023 ",,,,Randolph
2821,2762,Nodaway,Missouri,,"$36,641 ",,,,Nodaway
2822,2763,Jasper,Mississippi,,"$31,170 ",,,,Jasper
2823,2764,Panola,Mississippi,,"$35,715 ",,,,Panola
2824,2765,Clarke,Mississippi,,"$31,362 ",,,,Clarke
2825,2766,Decatur,Georgia,,"$30,619 ",,,,Decatur
2826,2767,Oscoda,Michigan,,"$33,239 ",,,,Oscoda
2827,2768,Calhoun,West Virginia,,"$31,679 ",,,,Calhoun
2828,2769,Izard,Arkansas,,"$30,661 ",,,,Izard
2829,2770,Tillman,Oklahoma,,"$36,354 ",,,,Tillman
2830,2771,Evangeline,Louisiana,,"$31,832 ",,,,Evangeline
2831,2772,San Saba,Texas,,"$37,743 ",,,,San Saba
2832,2773,Avoyelles,Louisiana,,"$33,942 ",,,,Avoyelles
2833,2774,Hale,Texas,,"$41,191 ",,,,Hale
2834,2775,Dunklin,Missouri,,"$31,304 ",,,,Dunklin
2835,2776,Glascock,Georgia,,"$37,760 ",,,,Glascock
2836,2777,Green,Kentucky,,"$34,406 ",,,,Green
2837,2778,West Carroll,Louisiana,,"$33,848 ",,,,West Carroll
2838,2779,Marshall,Mississippi,,"$36,022 ",,,,Marshall
2839,2780,Upson,Georgia,,"$35,329 ",,,,Upson
2840,2781,Caswell,North Carolina,,"$35,315 ",,,,Caswell
2841,2782,Candler,Georgia,,"$35,070 ",,,,Candler
2842,2783,Greer,Oklahoma,,"$39,900 ",,,,Greer
2843,2784,Lawrence,Kentucky,,"$33,525 ",,,,Lawrence
2844,2785,Clark,Arkansas,,"$32,721 ",,,,Clark
2845,2786,Twiggs,Georgia,,"$31,234 ",,,,Twiggs
2846,2787,Clayton,Georgia,,"$40,606 ",,,,Clayton
2847,2788,Halifax,North Carolina,,"$32,329 ",,,,Halifax
2848,2789,Webster,West Virginia,,"$27,645 ",,,,Webster
2849,2790,Quay,New Mexico,,"$30,802 ",,,,Quay
2850,2791,Morgan,Missouri,,"$34,797 ",,,,Morgan
2851,2792,Grainger,Tennessee,,"$32,364 ",,,,Grainger
2852,2793,Real,Texas,,"$33,885 ",,,,Real
2853,2794,San Miguel,New Mexico,,"$28,275 ",,,,San Miguel
2854,2795,McDuffie,Georgia,,"$37,487 ",,,,McDuffie
2855,2796,Northampton,North Carolina,,"$31,433 ",,,,Northampton
2856,2797,Vance,North Carolina,,"$34,987 ",,,,Vance
2857,2798,Tulare,California,,"$42,708 ",,,,Tulare
2858,2799,Letcher,Kentucky,,"$31,200 ",,,,Letcher
2859,2800,Newton,Arkansas,,"$30,038 ",,,,Newton
2860,2801,Warren,Georgia,,"$27,796 ",,,,Warren
2861,2802,Swisher,Texas,,"$36,753 ",,,,Swisher
2862,2803,Sumter,Georgia,,"$33,796 ",,,,Sumter
2863,2804,Barbour,West Virginia,,"$37,327 ",,,,Barbour
2864,2805,Gilmer,West Virginia,,"$38,442 ",,,,Gilmer
2865,2806,Texas County,Missouri,,"$36,082 ",,,,Texas County
2866,2807,Val Verde,Texas,,"$40,450 ",,,,Val Verde
2867,2808,Hertford,North Carolina,,"$33,406 ",,,,Hertford
2868,2809,Caddo,Oklahoma,,"$39,267 ",,,,Caddo
2869,2810,Madera,California,,"$45,625 ",,,,Madera
2870,2811,Todd,Kentucky,,"$41,541 ",,,,Todd
2871,2812,Ritchie,West Virginia,,"$35,769 ",,,,Ritchie
2872,2813,Atoka,Oklahoma,,"$37,012 ",,,,Atoka
2873,2814,Iron,Utah,,"$42,369 ",,,,Iron
2874,2815,Clinch,Georgia,,"$30,345 ",,,,Clinch
2875,2816,Sanpete,Utah,,"$48,369 ",,,,Sanpete
2876,2817,Cassia,Idaho,,"$42,039 ",,,,Cassia
2877,2818,Okeechobee,Florida,,"$34,570 ",,,,Okeechobee
2878,2819,Pulaski,Georgia,,"$41,550 ",,,,Pulaski
2879,2820,Calhoun,Arkansas,,"$30,980 ",,,,Calhoun
2880,2821,Canyon,Idaho,,"$42,105 ",,,,Canyon
2881,2822,Franklin,Louisiana,,"$31,214 ",,,,Franklin
2882,2823,Sierra,New Mexico,,"$27,430 ",,,,Sierra
2883,2824,Lewis,Tennessee,,"$34,397 ",,,,Lewis
2884,2825,Bradford,Florida,,"$40,259 ",,,,Bradford
2885,2826,Morgan,Tennessee,,"$37,631 ",,,,Morgan
2886,2827,Choctaw,Oklahoma,,"$30,201 ",,,,Choctaw
2887,2828,Washington Parish,Louisiana,,"$31,778 ",,,,Washington Parish
2888,2829,Hampshire,West Virginia,,"$27,766 ",,,,Hampshire
2889,10%,,,,,,,,
2890,2830,Floyd,Kentucky,,"$30,476 ",,,,Floyd
2891,2831,Wayne,Tennessee,,"$33,198 ",,,,Wayne
2892,2832,Washington County,Missouri,,"$34,702 ",,,,Washington County
2893,2833,Baraga,Michigan,,"$41,189 ",,,,Baraga
2894,2834,Cumberland,Kentucky,,"$31,593 ",,,,Cumberland
2895,2835,Orangeburg,South Carolina,,"$34,110 ",,,,Orangeburg
2896,2836,Power,Idaho,,"$44,212 ",,,,Power
2897,2837,Jeff Davis,Georgia,,"$36,296 ",,,,Jeff Davis
2898,2838,Dawson,Texas,,"$39,714 ",,,,Dawson
2899,2839,Clarendon,South Carolina,,"$31,410 ",,,,Clarendon
2900,2840,Santa Cruz,Arizona,,"$37,745 ",,,,Santa Cruz
2901,2841,Arthur,Nebraska,,"$40,568 ",,,,Arthur
2902,2842,Robertson,Kentucky,,"$31,786 ",,,,Robertson
2903,2843,Seminole,Georgia,,"$30,521 ",,,,Seminole
2904,2844,Lunenburg,Virginia,,"$35,237 ",,,,Lunenburg
2905,2845,Franklin,Idaho,,"$44,962 ",,,,Franklin
2906,2846,Gadsden,Florida,,"$35,380 ",,,,Gadsden
2907,2847,McCurtain,Oklahoma,,"$31,790 ",,,,McCurtain
2908,2848,Turner,Georgia,,"$28,326 ",,,,Turner
2909,2849,Randolph,Missouri,,"$37,203 ",,,,Randolph
2910,2850,Early,Georgia,,"$28,853 ",,,,Early
2911,2851,Jenkins,Georgia,,"$26,104 ",,,,Jenkins
2912,2852,Adams,Mississippi,,"$27,381 ",,,,Adams
2913,2853,Deaf Smith,Texas,,"$41,444 ",,,,Deaf Smith
2914,2854,Jackson,Florida,,"$36,809 ",,,,Jackson
2915,2855,Dimmit,Texas,,"$36,681 ",,,,Dimmit
2916,2856,Washington County,Georgia,,"$33,652 ",,,,Washington County
2917,2857,Claiborne,Louisiana,,"$32,996 ",,,,Claiborne
2918,2858,McDonald,Missouri,,"$37,997 ",,,,McDonald
2919,2859,Buchanan,Virginia,,"$29,848 ",,,,Buchanan
2920,2860,Uvalde,Texas,,"$34,902 ",,,,Uvalde
2921,2861,Marion,Georgia,,"$33,301 ",,,,Marion
2922,2862,Roosevelt,New Mexico,,"$38,764 ",,,,Roosevelt
2923,2863,Cocke,Tennessee,,"$30,573 ",,,,Cocke
2924,2864,Blaine,Montana,,"$37,151 ",,,,Blaine
2925,2865,Bibb,Alabama,,"$36,447 ",,,,Bibb
2926,2866,Union,Tennessee,,"$34,399 ",,,,Union
2927,2867,Lincoln,Kentucky,,"$33,651 ",,,,Lincoln
2928,2868,Summers,West Virginia,,"$33,784 ",,,,Summers
2929,2869,Howell,Missouri,,"$32,533 ",,,,Howell
2930,2870,Butler,Alabama,,"$29,918 ",,,,Butler
2931,2871,Stone,Arkansas,,"$29,832 ",,,,Stone
2932,2872,Washington County,Florida,,"$38,501 ",,,,Washington County
2933,2873,Hempstead,Arkansas,,"$32,056 ",,,,Hempstead
2934,2874,Cochran,Texas,,"$38,650 ",,,,Cochran
2935,2875,Adair,Kentucky,,"$32,524 ",,,,Adair
2936,2876,Hickory,Missouri,,"$29,325 ",,,,Hickory
2937,2877,Jasper,South Carolina,,"$36,413 ",,,,Jasper
2938,2878,Roane,West Virginia,,"$28,513 ",,,,Roane
2939,2879,St. Clair,Missouri,,"$31,539 ",,,,St. Clair
2940,2880,Wheatland,Montana,,"$31,867 ",,,,Wheatland
2941,2881,Doddridge,West Virginia,,"$34,817 ",,,,Doddridge
2942,2882,Madison,Missouri,,"$35,870 ",,,,Madison
2943,2883,Conejos,Colorado,,"$34,526 ",,,,Conejos
2944,2884,Hart,Kentucky,,"$33,408 ",,,,Hart
2945,2885,Wayne,Georgia,,"$35,830 ",,,,Wayne
2946,2886,Lanier,Georgia,,"$39,452 ",,,,Lanier
2947,2887,Dallas,Alabama,,"$26,519 ",,,,Dallas
2948,2888,Covington,Mississippi,,"$33,381 ",,,,Covington
2949,2889,Richmond,North Carolina,,"$32,384 ",,,,Richmond
2950,2890,Wilkinson,Georgia,,"$36,173 ",,,,Wilkinson
2951,2891,Ozark,Missouri,,"$32,078 ",,,,Ozark
2952,2892,Perry,Tennessee,,"$32,845 ",,,,Perry
2953,2893,Lafayette,Arkansas,,"$29,732 ",,,,Lafayette
2954,2894,Prince Edward,Virginia,,"$37,436 ",,,,Prince Edward
2955,2895,Crowley,Colorado,,"$31,477 ",,,,Crowley
2956,2896,Perry,Mississippi,,"$36,124 ",,,,Perry
2957,2897,Jerome,Idaho,,"$40,126 ",,,,Jerome
2958,2898,Holmes,Ohio,,"$45,477 ",,,,Holmes
2959,2899,Tensas,Louisiana,,"$27,543 ",,,,Tensas
2960,2900,Metcalfe,Kentucky,,"$31,750 ",,,,Metcalfe
2961,2901,Graham,Arizona,,"$44,943 ",,,,Graham
2962,2902,Buckingham,Virginia,,"$38,648 ",,,,Buckingham
2963,2903,Long,Georgia,,"$42,651 ",,,,Long
2964,2904,Pickens,Alabama,,"$28,741 ",,,,Pickens
2965,2905,Choctaw,Mississippi,,"$29,876 ",,,,Choctaw
2966,2906,Chesterfield,South Carolina,,"$31,252 ",,,,Chesterfield
2967,2907,Duplin,North Carolina,,"$34,433 ",,,,Duplin
2968,2908,Scott,Tennessee,,"$28,401 ",,,,Scott
2969,2909,Wilkes,Georgia,,"$28,983 ",,,,Wilkes
2970,2910,Russell,Kentucky,,"$29,721 ",,,,Russell
2971,2911,Thurston,Nebraska,,"$41,400 ",,,,Thurston
2972,2912,Charlton,Georgia,,"$40,111 ",,,,Charlton
2973,2913,Bertie,North Carolina,,"$30,768 ",,,,Bertie
2974,2914,Rowan,Kentucky,,"$35,236 ",,,,Rowan
2975,2915,Harrisonburg City,Virginia,,"$38,048 ",,,,Harrisonburg City
2976,2916,Taylor,Georgia,,"$27,455 ",,,,Taylor
2977,2917,Emanuel,Georgia,,"$32,046 ",,,,Emanuel
2978,2918,Drew,Arkansas,,"$31,171 ",,,,Drew
2979,2919,Taylor,Florida,,"$36,356 ",,,,Taylor
2980,2920,Calhoun,Mississippi,,"$30,000 ",,,,Calhoun
2981,2921,Coffee,Georgia,,"$35,693 ",,,,Coffee
2982,2922,Colquitt,Georgia,,"$32,484 ",,,,Colquitt
2983,2923,Athens,Ohio,,"$33,823 ",,,,Athens
2984,2924,Baker,Georgia,,"$27,353 ",,,,Baker
2985,2925,Macon,Tennessee,,"$35,306 ",,,,Macon
2986,2926,Talbot,Georgia,,"$32,424 ",,,,Talbot
2987,2927,Yell,Arkansas,,"$35,535 ",,,,Yell
2988,2928,Amite,Mississippi,,"$30,750 ",,,,Amite
2989,2929,Edgecombe,North Carolina,,"$33,960 ",,,,Edgecombe
2990,2930,Piute,Utah,,"$38,500 ",,,,Piute
2991,2931,Adams,Washington,,"$43,926 ",,,,Adams
2992,2932,Monroe,Arkansas,,"$27,263 ",,,,Monroe
2993,2933,Brantley,Georgia,,"$36,070 ",,,,Brantley
2994,2934,Poinsett,Arkansas,,"$32,089 ",,,,Poinsett
2995,2935,Carroll,Mississippi,,"$31,039 ",,,,Carroll
2996,2936,Roosevelt,Montana,,"$36,920 ",,,,Roosevelt
2997,2937,Pemiscot,Missouri,,"$28,889 ",,,,Pemiscot
2998,2938,Clay,Tennessee,,"$29,727 ",,,,Clay
2999,2939,Shannon,Missouri,,"$31,132 ",,,,Shannon
3000,2940,Dixie,Florida,,"$33,981 ",,,,Dixie
3001,2941,Walthall,Mississippi,,"$31,090 ",,,,Walthall
3002,2942,Bee,Texas,,"$43,690 ",,,,Bee
3003,2943,Holmes,Florida,,"$35,511 ",,,,Holmes
3004,2944,Dallas,Arkansas,,"$28,931 ",,,,Dallas
3005,2945,Terrell,Georgia,,"$32,628 ",,,,Terrell
3006,2946,Phillips,Arkansas,,"$26,737 ",,,,Phillips
3007,2947,Barbour,Alabama,,"$32,911 ",,,,Barbour
3008,2948,Macon,Alabama,,"$30,724 ",,,,Macon
3009,2949,Campbell,Tennessee,,"$31,943 ",,,,Campbell
3010,2950,Johnson,Georgia,,"$36,722 ",,,,Johnson
3011,2951,Clinton,Kentucky,,"$27,100 ",,,,Clinton
3012,2952,Scott,Mississippi,,"$34,534 ",,,,Scott
3013,2953,Winn,Louisiana,,"$34,322 ",,,,Winn
3014,2954,Berrien,Georgia,,"$32,258 ",,,,Berrien
3015,2955,Leake,Mississippi,,"$32,521 ",,,,Leake
3016,2956,Imperial,California,,"$41,807 ",,,,Imperial
3017,2957,Anson,North Carolina,,"$33,870 ",,,,Anson
3018,2958,Somerset,Maryland,,"$38,447 ",,,,Somerset
3019,2959,Clay,West Virginia,,"$31,613 ",,,,Clay
3020,2960,Searcy,Arkansas,,"$30,779 ",,,,Searcy
3021,2961,Sharp,Arkansas,,"$30,861 ",,,,Sharp
3022,2962,Kinney,Texas,,"$33,257 ",,,,Kinney
3023,2963,Morehouse,Louisiana,,"$28,585 ",,,,Morehouse
3024,2964,Chickasaw,Mississippi,,"$31,061 ",,,,Chickasaw
3025,2965,Zapata,Texas,,"$31,109 ",,,,Zapata
3026,2966,Washington County,Mississippi,,"$28,093 ",,,,Washington County
3027,2967,Lee,Virginia,,"$31,308 ",,,,Lee
3028,2968,Tyrrell,North Carolina,,"$34,216 ",,,,Tyrrell
3029,2969,Monroe,Kentucky,,"$29,808 ",,,,Monroe
3030,2970,DeKalb,Missouri,,"$44,092 ",,,,DeKalb
3031,2971,Navajo,Arizona,,"$36,927 ",,,,Navajo
3032,2972,Prentiss,Mississippi,,"$32,503 ",,,,Prentiss
3033,2973,Sussex,Virginia,,"$39,635 ",,,,Sussex
3034,2974,Escambia,Alabama,,"$30,687 ",,,,Escambia
3035,2975,Chicot,Arkansas,,"$26,201 ",,,,Chicot
3036,2976,Marion,South Carolina,,"$29,149 ",,,,Marion
3037,2977,Lincoln,Idaho,,"$42,433 ",,,,Lincoln
3038,2978,Okfuskee,Oklahoma,,"$35,170 ",,,,Okfuskee
3039,2979,Rockcastle,Kentucky,,"$30,674 ",,,,Rockcastle
3040,2980,Falls,Texas,,"$32,908 ",,,,Falls
3041,2981,Johnson,Tennessee,,"$29,609 ",,,,Johnson
3042,2982,Bolivar,Mississippi,,"$28,599 ",,,,Bolivar
3043,2983,Montgomery,Georgia,,"$32,702 ",,,,Montgomery
3044,2984,Fentress,Tennessee,,"$29,192 ",,,,Fentress
3045,2985,Murray,Georgia,,"$34,888 ",,,,Murray
3046,2986,Estill,Kentucky,,"$29,184 ",,,,Estill
3047,2987,Concordia,Louisiana,,"$29,022 ",,,,Concordia
3048,2988,Leslie,Kentucky,,"$29,293 ",,,,Leslie
3049,2989,Ripley,Missouri,,"$32,291 ",,,,Ripley
3050,2990,Douglas,Missouri,,"$32,130 ",,,,Douglas
3051,2991,Wayne,Kentucky,,"$29,497 ",,,,Wayne
3052,2992,Greensville,Virginia,,"$39,697 ",,,,Greensville
3053,2993,Bath,Kentucky,,"$30,797 ",,,,Bath
3054,2994,Cedar,Missouri,,"$30,302 ",,,,Cedar
3055,2995,Malheur,Oregon,,"$35,578 ",,,,Malheur
3056,2996,Oregon County,Missouri,,"$27,743 ",,,,Oregon County
3057,2997,Walker,Texas,,"$37,617 ",,,,Walker
3058,2998,Hamilton,Florida,,"$37,716 ",,,,Hamilton
3059,2999,Bennett,South Dakota,,"$37,607 ",,,,Bennett
3060,3000,Liberty,Florida,,"$39,681 ",,,,Liberty
3061,3001,Harlan,Kentucky,,"$25,906 ",,,,Harlan
3062,3002,Morgan,Kentucky,,"$30,658 ",,,,Morgan
3063,3003,Culberson,Texas,,"$37,105 ",,,,Culberson
3064,3004,Jefferson Davis,Mississippi,,"$27,186 ",,,,Jefferson Davis
3065,3005,Lake,Michigan,,"$29,379 ",,,,Lake
3066,3006,Radford City,Virginia,,"$30,714 ",,,,Radford City
3067,3007,Garza,Texas,,"$47,540 ",,,,Garza
3068,3008,Presidio,Texas,,"$29,634 ",,,,Presidio
3069,3009,Burke,Georgia,,"$31,494 ",,,,Burke
3070,3010,Hendry,Florida,,"$35,425 ",,,,Hendry
3071,3011,Lewis,Kentucky,,"$28,388 ",,,,Lewis
3072,3012,Cibola,New Mexico,,"$37,237 ",,,,Cibola
3073,3013,Luna,New Mexico,,"$29,282 ",,,,Luna
3074,3014,Brunswick,Virginia,,"$36,293 ",,,,Brunswick
3075,3015,Chattooga,Georgia,,"$33,228 ",,,,Chattooga
3076,3016,Sevier,Arkansas,,"$35,153 ",,,,Sevier
3077,3017,Glades,Florida,,"$34,694 ",,,,Glades
3078,3018,Lawrence,Arkansas,,"$32,239 ",,,,Lawrence
3079,3019,Whitley,Kentucky,,"$29,769 ",,,,Whitley
3080,3020,Atkinson,Georgia,,"$30,049 ",,,,Atkinson
3081,3021,Owyhee,Idaho,,"$32,175 ",,,,Owyhee
3082,3022,Menifee,Kentucky,,"$29,108 ",,,,Menifee
3083,3023,Mitchell,Texas,,"$42,045 ",,,,Mitchell
3084,3024,Jackson,Kentucky,,"$26,156 ",,,,Jackson
3085,3025,Frio,Texas,,"$35,849 ",,,,Frio
3086,3026,Echols,Georgia,,"$31,375 ",,,,Echols
3087,3027,Mellette,South Dakota,,"$35,109 ",,,,Mellette
3088,3028,Lauderdale,Tennessee,,"$32,326 ",,,,Lauderdale
3089,3029,Monroe,Alabama,,"$29,203 ",,,,Monroe
3090,3030,Bledsoe,Tennessee,,"$33,443 ",,,,Bledsoe
3091,3031,Sharkey,Mississippi,,"$35,125 ",,,,Sharkey
3092,3032,Coahoma,Mississippi,,"$26,407 ",,,,Coahoma
3093,3033,Grady,Georgia,,"$30,571 ",,,,Grady
3094,3034,Big Horn,Montana,,"$39,966 ",,,,Big Horn
3095,3035,Mitchell,Georgia,,"$32,054 ",,,,Mitchell
3096,3036,Grundy,Tennessee,,"$26,814 ",,,,Grundy
3097,3037,Scotland,North Carolina,,"$29,592 ",,,,Scotland
3098,3038,Jackson,Arkansas,,"$30,284 ",,,,Jackson
3099,3039,Conecuh,Alabama,,"$24,658 ",,,,Conecuh
3100,3040,Glacier,Montana,,"$33,519 ",,,,Glacier
3101,3041,Casey,Kentucky,,"$29,934 ",,,,Casey
3102,3042,Dewey,South Dakota,,"$30,710 ",,,,Dewey
3103,3043,Mississippi County,Missouri,,"$29,787 ",,,,Mississippi County
3104,3044,Tunica,Mississippi,,"$31,446 ",,,,Tunica
3105,3045,Madison,Florida,,"$33,833 ",,,,Madison
3106,3046,Martin,Kentucky,,"$26,261 ",,,,Martin
3107,3047,Montgomery,Mississippi,,"$30,466 ",,,,Montgomery
3108,3048,St. Francis,Arkansas,,"$30,873 ",,,,St. Francis
3109,3049,Rolette,North Dakota,,"$31,336 ",,,,Rolette
