County,State (Code),Deaths,Population,Crude Rate Per 100000
McCurtain County, OK (40089),12,"32,822",Unreliable
Mayes County, OK (40097),12,"40,920",Unreliable
Muskogee County, OK (40101),14,"69,477",Unreliable
Oklahoma County, OK (40109),130,"782,970",16.6
Payne County, OK (40119),16,"81,131",Unreliable
Pittsburg County, OK (40121),14,"44,173",Unreliable
Pottawatomie County, OK (40125),16,"72,290",Unreliable
Rogers County, OK (40131),10,"91,766",Unreliable
Tulsa County, OK (40143),88,"642,940",13.7
Clackamas County, OR (41005),60,"408,062",14.7
Coos County, OR (41011),16,"63,761",Unreliable
Deschutes County, OR (41017),22,"181,307",12.1
Douglas County, OR (41019),30,"108,457",27.7
Jackson County, OR (41029),39,"216,527",18
Josephine County, OR (41033),30,"85,904",34.9
Klamath County, OR (41035),21,"66,443",31.6
Lane County, OR (41039),59,"369,519",16
Lincoln County, OR (41041),14,"47,806",Unreliable
Linn County, OR (41043),21,"122,849",17.1
Marion County, OR (41047),56,"336,316",16.7
Multnomah County, OR (41051),92,"799,766",11.5
Polk County, OR (41053),10,"81,823",Unreliable
Washington County, OR (41067),45,"582,779",7.7
Yamhill County, OR (41071),14,"105,035",Unreliable
Adams County, PA (42001),10,"102,180",Unreliable
Allegheny County, PA (42003),186,"1,225,365",15.2
Armstrong County, PA (42005),14,"66,486",Unreliable
Beaver County, PA (42007),25,"167,429",14.9
Berks County, PA (42011),43,"414,812",10.4
Blair County, PA (42013),22,"124,650",17.6
Bucks County, PA (42017),57,"626,399",9.1
Butler County, PA (42019),28,"186,847",15
Cambria County, PA (42021),20,"134,732",14.8
Carbon County, PA (42025),12,"63,594",Unreliable
Centre County, PA (42027),11,"161,464",Unreliable
Chester County, PA (42029),42,"516,312",8.1
Clearfield County, PA (42033),14,"80,596",Unreliable
Cumberland County, PA (42041),24,"248,506",9.7
Dauphin County, PA (42043),17,"273,707",Unreliable
Delaware County, PA (42045),66,"563,402",11.7
Erie County, PA (42049),30,"276,207",10.9
Fayette County, PA (42051),26,"132,733",19.6
Franklin County, PA (42055),11,"153,851",Unreliable
Greene County, PA (42059),10,"37,197",Unreliable
Indiana County, PA (42063),17,"86,364",Unreliable
Lackawanna County, PA (42069),28,"211,321",13.2
Lancaster County, PA (42071),48,"538,500",8.9
Lawrence County, PA (42073),14,"87,294",Unreliable
Lehigh County, PA (42077),42,"363,147",11.6
Luzerne County, PA (42079),33,"316,383",10.4
Lycoming County, PA (42081),12,"115,248",Unreliable
Mercer County, PA (42085),14,"112,913",Unreliable
Mifflin County, PA (42087),10,"46,342",Unreliable
Monroe County, PA (42089),21,"166,098",12.6
Montgomery County, PA (42091),60,"821,725",7.3
Northampton County, PA (42095),38,"302,294",12.6
Philadelphia County, PA (42101),112,"1,567,872",7.1
Schuylkill County, PA (42107),33,"143,573",23
Washington County, PA (42125),23,"207,981",11.1
Wayne County, PA (42127),11,"50,710",Unreliable
Westmoreland County, PA (42129),47,"355,458",13.2
York County, PA (42133),47,"443,744",10.6
Kent County, RI (44003),31,"164,614",18.8
Newport County, RI (44005),10,"82,784",Unreliable
Providence County, RI (44007),92,"633,673",14.5
Washington County, RI (44009),10,"126,288",Unreliable
Aiken County, SC (45003),25,"167,458",14.9
Anderson County, SC (45007),43,"196,569",21.9
Beaufort County, SC (45013),24,"183,149",13.1
Berkeley County, SC (45015),28,"210,898",13.3
Charleston County, SC (45019),63,"396,484",15.9
Clarendon County, SC (45027),10,"33,951",Unreliable
Darlington County, SC (45031),11,"67,234",Unreliable
Dillon County, SC (45033),10,"30,858",Unreliable
Dorchester County, SC (45035),23,"153,773",15
Florence County, SC (45041),18,"138,742",Unreliable
Greenville County, SC (45045),51,"498,766",10.2
Horry County, SC (45051),78,"322,342",24.2
Kershaw County, SC (45055),15,"64,097",Unreliable
Lancaster County, SC (45057),18,"89,594",Unreliable
Laurens County, SC (45059),15,"66,777",Unreliable
Lexington County, SC (45063),40,"286,196",14
Oconee County, SC (45073),11,"76,355",Unreliable
Orangeburg County, SC (45075),15,"87,903",Unreliable
Pickens County, SC (45077),17,"122,863",Unreliable
Richland County, SC (45079),31,"409,549",7.6
Spartanburg County, SC (45083),69,"301,463",22.9
York County, SC (45091),29,"258,526",11.2
Minnehaha County, SD (46099),27,"187,318",14.4
Pennington County, SD (46103),19,"109,372",Unreliable
Shannon County, SD (46113),19,"14,415",Unreliable
Anderson County, TN (47001),13,"75,936",Unreliable
Bedford County, TN (47003),10,"47,484",Unreliable
Blount County, TN (47009),11,"128,670",Unreliable
Bradley County, TN (47011),11,"104,490",Unreliable
Carter County, TN (47019),11,"56,502",Unreliable
Cheatham County, TN (47021),10,"39,880",Unreliable
Claiborne County, TN (47025),14,"31,757",Unreliable
Cocke County, TN (47029),11,"35,219",Unreliable
Coffee County, TN (47031),16,"54,682",Unreliable
Cumberland County, TN (47035),14,"58,655",Unreliable
Davidson County, TN (47037),83,"684,410",12.1
Dickson County, TN (47043),10,"52,170",Unreliable
Greene County, TN (47059),15,"68,615",Unreliable
Hamilton County, TN (47065),49,"357,738",13.7
Hawkins County, TN (47073),10,"56,563",Unreliable
Jefferson County, TN (47089),10,"53,535",Unreliable
Knox County, TN (47093),80,"456,132",17.5
Loudon County, TN (47105),11,"51,454",Unreliable
Marion County, TN (47115),12,"28,446",Unreliable
Maury County, TN (47119),15,"89,981",Unreliable
Monroe County, TN (47123),12,"45,970",Unreliable
Montgomery County, TN (47125),14,"195,734",Unreliable
Putnam County, TN (47141),13,"75,931",Unreliable
Roane County, TN (47145),17,"52,874",Unreliable
Rutherford County, TN (47149),22,"308,251",7.1
Sevier County, TN (47155),31,"96,673",32.1
Shelby County, TN (47157),78,"934,603",8.3
Sullivan County, TN (47163),34,"156,667",21.7
Sumner County, TN (47165),23,"180,063",12.8
Washington County, TN (47179),26,"127,440",20.4
Williamson County, TN (47187),15,"219,107",Unreliable
Wilson County, TN (47189),19,"132,781",Unreliable
Anderson County, TX (48001),12,"57,734",Unreliable
Atascosa County, TX (48013),12,"48,797",Unreliable
Bastrop County, TX (48021),18,"82,733",Unreliable
Bell County, TX (48027),33,"340,411",9.7
Bexar County, TX (48029),345,"1,928,680",17.9
Bowie County, TX (48037),11,"93,860",Unreliable
Brazoria County, TX (48039),50,"354,195",14.1
Brazos County, TX (48041),11,"220,417",Unreliable
Brown County, TX (48049),10,"38,271",Unreliable
Burnet County, TX (48053),10,"46,243",Unreliable
Cameron County, TX (48061),76,"422,135",18
Cherokee County, TX (48073),10,"51,668",Unreliable
Collin County, TX (48085),61,"939,585",6.5
Comal County, TX (48091),20,"134,788",14.8
Dallas County, TX (48113),298,"2,574,984",11.6
Denton County, TX (48121),74,"806,180",9.2
Ector County, TX (48135),43,"157,462",27.3
Ellis County, TX (48139),12,"168,499",Unreliable
El Paso County, TX (48141),193,"837,918",23
Fort Bend County, TX (48157),31,"741,237",4.2
Galveston County, TX (48167),68,"329,431",20.6
Grayson County, TX (48181),20,"128,235",15.6
Gregg County, TX (48183),15,"123,745",Unreliable
Guadalupe County, TX (48187),16,"155,265",Unreliable
Hardin County, TX (48199),11,"56,322",Unreliable
Harris County, TX (48201),496,"4,589,928",10.8
Harrison County, TX (48203),11,"66,534",Unreliable
Hays County, TX (48209),20,"204,470",9.8
Henderson County, TX (48213),13,"79,901",Unreliable
Hidalgo County, TX (48215),143,"849,843",16.8
Hood County, TX (48221),17,"56,857",Unreliable
Hunt County, TX (48231),21,"92,073",22.8
Jefferson County, TX (48245),38,"254,679",14.9
Johnson County, TX (48251),14,"163,274",Unreliable
Kaufman County, TX (48257),12,"118,350",Unreliable
Kerr County, TX (48265),20,"51,504",38.8
Lamar County, TX (48277),13,"49,791",Unreliable
Lubbock County, TX (48303),57,"303,137",18.8
McLennan County, TX (48309),29,"247,934",11.7
Maverick County, TX (48323),10,"57,685",Unreliable
Midland County, TX (48329),21,"162,565",12.9
Montgomery County, TX (48339),63,"556,203",11.3
Navarro County, TX (48349),11,"48,523",Unreliable
Nueces County, TX (48355),83,"361,350",23
Orange County, TX (48361),20,"84,964",23.5
Parker County, TX (48367),16,"129,441",Unreliable
Potter County, TX (48375),27,"120,832",22.3
Randall County, TX (48381),16,"132,501",Unreliable
San Patricio County, TX (48409),13,"67,655",Unreliable
Smith County, TX (48423),29,"225,290",12.9
Starr County, TX (48427),19,"64,122",Unreliable
Tarrant County, TX (48439),257,"2,016,872",12.7
Taylor County, TX (48441),36,"136,535",26.4
Tom Green County, TX (48451),31,"118,386",26.2
Travis County, TX (48453),136,"1,199,323",11.3
Victoria County, TX (48469),16,"92,467",Unreliable
Walker County, TX (48471),12,"71,484",Unreliable
Webb County, TX (48479),53,"271,193",19.5
Wichita County, TX (48485),40,"131,838",30.3
Williamson County, TX (48491),44,"528,718",8.3
Wilson County, TX (48493),11,"48,480",Unreliable
Wise County, TX (48497),11,"64,455",Unreliable
Davis County, UT (49011),18,"342,281",Unreliable
Salt Lake County, UT (49035),96,"1,121,354",8.6
Utah County, UT (49049),29,"592,299",4.9
Washington County, UT (49053),16,"160,245",Unreliable
Weber County, UT (49057),36,"247,560",14.5
Chittenden County, VT (50007),13,"161,531",Unreliable
Rutland County, VT (50021),10,"59,310",Unreliable
Windsor County, VT (50027),10,"55,496",Unreliable
Bedford County, VA (51019),13,"77,960",Unreliable
Chesterfield County, VA (51041),33,"339,009",9.7
Fairfax County, VA (51059),42,"1,138,652",3.7
Franklin County, VA (51067),14,"56,069",Unreliable
Halifax County, VA (51083),10,"34,992",Unreliable
Hanover County, VA (51085),10,"104,392",Unreliable
Henrico County, VA (51087),23,"326,501",7
Loudoun County, VA (51107),11,"385,945",Unreliable
Pittsylvania County, VA (51143),16,"61,687",Unreliable
Prince William County, VA (51153),33,"455,210",7.2
Roanoke County, VA (51161),13,"94,031",Unreliable
Spotsylvania County, VA (51177),17,"132,010",Unreliable
Stafford County, VA (51179),13,"144,361",Unreliable
Tazewell County, VA (51185),17,"42,150",Unreliable
Washington County, VA (51191),14,"54,214",Unreliable
Chesapeake city, VA (51550),17,"237,940",Unreliable
Hampton city, VA (51650),23,"135,410",17
Lynchburg city, VA (51680),12,"80,212",Unreliable
Newport News city, VA (51700),15,"181,825",Unreliable
Norfolk city, VA (51710),27,"245,115",11
Portsmouth city, VA (51740),20,"95,252",21
Richmond city, VA (51760),28,"223,170",12.5
Roanoke city, VA (51770),26,"99,660",26.1
Virginia Beach city, VA (51810),46,"452,602",10.2
Benton County, WA (53005),30,"193,686",15.5
Chelan County, WA (53007),11,"76,338",Unreliable
Clallam County, WA (53009),18,"74,570",Unreliable
Clark County, WA (53011),48,"467,018",10.3
Cowlitz County, WA (53015),15,"105,160",Unreliable
Franklin County, WA (53021),10,"90,160",Unreliable
Grant County, WA (53025),13,"93,546",Unreliable
Grays Harbor County, WA (53027),17,"71,628",Unreliable
Island County, WA (53029),12,"82,636",Unreliable
King County, WA (53033),211,"2,149,970",9.8
Kitsap County, WA (53035),45,"264,811",17
Lewis County, WA (53041),14,"77,066",Unreliable
Mason County, WA (53045),10,"62,198",Unreliable
Okanogan County, WA (53047),17,"41,554",Unreliable
Pierce County, WA (53053),98,"861,312",11.4
Skagit County, WA (53057),20,"123,681",16.2
Snohomish County, WA (53061),92,"787,620",11.7
Spokane County, WA (53063),78,"499,072",15.6
Stevens County, WA (53065),12,"44,439",Unreliable
Thurston County, WA (53067),45,"275,222",16.4
Whatcom County, WA (53073),23,"216,800",10.6
Yakima County, WA (53077),35,"249,636",14
Berkeley County, WV (54003),19,"113,525",Unreliable
Cabell County, WV (54011),16,"95,987",Unreliable
Harrison County, WV (54033),13,"68,400",Unreliable
Kanawha County, WV (54039),32,"186,241",17.2
Mason County, WV (54053),11,"26,825",Unreliable
Mercer County, WV (54055),12,"60,468",Unreliable
Raleigh County, WV (54081),14,"76,601",Unreliable
Wood County, WV (54107),16,"85,643",Unreliable
Brown County, WI (55009),29,"260,401",11.1
Dane County, WI (55025),30,"531,273",5.6
Dodge County, WI (55027),10,"88,068",Unreliable
Douglas County, WI (55031),10,"43,509",Unreliable
Eau Claire County, WI (55035),12,"102,965",Unreliable
Kenosha County, WI (55059),17,"168,183",Unreliable
La Crosse County, WI (55063),12,"118,122",Unreliable
Manitowoc County, WI (55071),13,"79,536",Unreliable
Marathon County, WI (55073),14,"135,603",Unreliable
Milwaukee County, WI (55079),138,"951,448",14.5
Outagamie County, WI (55087),17,"184,526",Unreliable
Ozaukee County, WI (55089),11,"88,314",Unreliable
Racine County, WI (55101),29,"195,140",14.9
Rock County, WI (55105),19,"161,620",Unreliable
Sauk County, WI (55111),10,"63,949",Unreliable
Sheboygan County, WI (55117),20,"115,427",17.3
Vilas County, WI (55125),10,"21,435",Unreliable
Walworth County, WI (55127),21,"102,959",20.4
Waukesha County, WI (55133),37,"398,424",9.3
Winnebago County, WI (55139),16,"169,886",Unreliable
Wood County, WI (55141),21,"73,107",28.7
Fremont County, WY (56013),15,"40,242",Unreliable
Laramie County, WY (56021),10,"98,136",Unreliable
Natrona County, WY (56025),20,"81,039",24.7
