County,State (Code),Deaths,Population,Crude Rate Per 100000
Hanover County, VA (51085),10,"104,392",Unreliable
Henrico County, VA (51087),28,"326,501",8.6
James City County, VA (51095),14,"74,404",Unreliable
Loudoun County, VA (51107),29,"385,945",7.5
Prince William County, VA (51153),28,"455,210",6.2
Roanoke County, VA (51161),11,"94,031",Unreliable
Chesapeake city, VA (51550),18,"237,940",Unreliable
Danville city, VA (51590),13,"41,898",Unreliable
Hampton city, VA (51650),20,"135,410",14.8
Lynchburg city, VA (51680),10,"80,212",Unreliable
Newport News city, VA (51700),15,"181,825",Unreliable
Portsmouth city, VA (51740),13,"95,252",Unreliable
Richmond city, VA (51760),13,"223,170",Unreliable
Virginia Beach city, VA (51810),39,"452,602",8.6
Benton County, WA (53005),16,"193,686",Unreliable
Chelan County, WA (53007),13,"76,338",Unreliable
Clark County, WA (53011),66,"467,018",14.1
Island County, WA (53029),10,"82,636",Unreliable
King County, WA (53033),188,"2,149,970",8.7
Kitsap County, WA (53035),26,"264,811",9.8
Mason County, WA (53045),11,"62,198",Unreliable
Pierce County, WA (53053),71,"861,312",8.2
Skagit County, WA (53057),18,"123,681",Unreliable
Snohomish County, WA (53061),74,"787,620",9.4
Spokane County, WA (53063),57,"499,072",11.4
Thurston County, WA (53067),28,"275,222",10.2
Walla Walla County, WA (53071),10,"60,340",Unreliable
Whatcom County, WA (53073),23,"216,800",10.6
Yakima County, WA (53077),14,"249,636",Unreliable
Kanawha County, WV (54039),27,"186,241",14.5
Ohio County, WV (54069),12,"42,516",Unreliable
Brown County, WI (55009),27,"260,401",10.4
Dane County, WI (55025),43,"531,273",8.1
Dodge County, WI (55027),15,"88,068",Unreliable
Eau Claire County, WI (55035),15,"102,965",Unreliable
Fond du Lac County, WI (55039),11,"102,144",Unreliable
Kenosha County, WI (55059),17,"168,183",Unreliable
La Crosse County, WI (55063),14,"118,122",Unreliable
Marathon County, WI (55073),10,"135,603",Unreliable
Milwaukee County, WI (55079),81,"951,448",8.5
Outagamie County, WI (55087),23,"184,526",12.5
Ozaukee County, WI (55089),12,"88,314",Unreliable
Racine County, WI (55101),26,"195,140",13.3
Rock County, WI (55105),19,"161,620",Unreliable
St. Croix County, WI (55109),12,"88,029",Unreliable
Sauk County, WI (55111),11,"63,949",Unreliable
Sheboygan County, WI (55117),13,"115,427",Unreliable
Washington County, WI (55131),12,"134,296",Unreliable
Waukesha County, WI (55133),60,"398,424",15.1
Winnebago County, WI (55139),20,"169,886",11.8
