County,State (Code),Deaths,Population,Crude Rate Per 100000
Muskegon County, MI (26121),62,"173,408",35.8
Newaygo County, MI (26123),10,"47,938",Unreliable
Oakland County, MI (26125),255,"1,243,970",20.5
Ottawa County, MI (26139),34,"282,250",12
Roscommon County, MI (26143),16,"23,700",Unreliable
Saginaw County, MI (26145),67,"192,326",34.8
St. Clair County, MI (26147),68,"159,587",42.6
St. Joseph County, MI (26149),24,"60,853",39.4
Sanilac County, MI (26151),13,"41,409",Unreliable
Shiawassee County, MI (26155),21,"68,554",30.6
Tuscola County, MI (26157),19,"53,338",Unreliable
Van Buren County, MI (26159),16,"75,223",Unreliable
Washtenaw County, MI (26161),48,"364,709",13.2
Wayne County, MI (26163),498,"1,749,366",28.5
Anoka County, MN (27003),67,"345,957",19.4
Beltrami County, MN (27007),15,"46,106",Unreliable
Benton County, MN (27009),10,"39,992",Unreliable
Blue Earth County, MN (27013),15,"66,441",Unreliable
Carlton County, MN (27017),11,"35,738",Unreliable
Carver County, MN (27019),17,"100,262",Unreliable
Cass County, MN (27021),11,"28,993",Unreliable
Chisago County, MN (27025),15,"54,748",Unreliable
Clay County, MN (27027),14,"62,875",Unreliable
Crow Wing County, MN (27035),24,"63,940",37.5
Dakota County, MN (27037),79,"417,486",18.9
Douglas County, MN (27041),11,"37,456",Unreliable
Hennepin County, MN (27053),243,"1,232,483",19.7
Itasca County, MN (27061),16,"45,242",Unreliable
Kandiyohi County, MN (27067),14,"42,495",Unreliable
McLeod County, MN (27085),17,"35,842",Unreliable
Meeker County, MN (27093),14,"23,110",Unreliable
Mille Lacs County, MN (27095),12,"25,866",Unreliable
Morrison County, MN (27097),11,"32,821",Unreliable
Mower County, MN (27099),10,"39,163",Unreliable
Olmsted County, MN (27109),23,"153,102",15
Pine County, MN (27115),10,"28,874",Unreliable
Polk County, MN (27119),13,"31,660",Unreliable
Ramsey County, MN (27123),122,"540,649",22.6
Renville County, MN (27129),10,"14,660",Unreliable
Rice County, MN (27131),11,"65,622",Unreliable
St. Louis County, MN (27137),65,"199,980",32.5
Scott County, MN (27139),23,"143,680",16
Sherburne County, MN (27141),16,"93,528",Unreliable
Stearns County, MN (27145),21,"155,652",13.5
Washington County, MN (27163),38,"253,117",15
Wright County, MN (27171),31,"132,550",23.4
Adams County, MS (28001),36,"31,248",115.2
Attala County, MS (28007),14,"18,934",Unreliable
Bolivar County, MS (28011),13,"32,737",Unreliable
Coahoma County, MS (28027),22,"23,809",92.4
DeSoto County, MS (28033),107,"175,611",60.9
Forrest County, MS (28035),19,"75,979",Unreliable
Harrison County, MS (28047),21,"203,234",10.3
Hinds County, MS (28049),69,"241,229",28.6
Jackson County, MS (28059),24,"141,241",17
Jasper County, MS (28061),10,"16,578",Unreliable
Jones County, MS (28067),29,"67,953",42.7
Lauderdale County, MS (28075),10,"77,755",Unreliable
Lee County, MS (28081),11,"85,381",Unreliable
Leflore County, MS (28083),20,"29,856",67
Lincoln County, MS (28085),17,"34,523",Unreliable
Lowndes County, MS (28087),16,"59,602",Unreliable
Madison County, MS (28089),36,"105,114",34.2
Marshall County, MS (28093),27,"35,801",75.4
Monroe County, MS (28095),17,"35,873",Unreliable
Neshoba County, MS (28099),18,"29,403",Unreliable
Newton County, MS (28101),14,"21,558",Unreliable
Noxubee County, MS (28103),11,"11,038",Unreliable
Oktibbeha County, MS (28105),17,"49,833",Unreliable
Panola County, MS (28107),12,"34,164",Unreliable
Pearl River County, MS (28109),32,"55,310",57.9
Pike County, MS (28113),61,"39,667",153.8
Pontotoc County, MS (28115),14,"31,550",Unreliable
Rankin County, MS (28121),33,"150,228",22
Sunflower County, MS (28133),16,"26,407",Unreliable
Tate County, MS (28137),13,"28,201",Unreliable
Tunica County, MS (28143),14,"10,234",Unreliable
Warren County, MS (28149),17,"47,140",Unreliable
Washington County, MS (28151),34,"47,231",72
Winston County, MS (28159),10,"18,160",Unreliable
Yazoo County, MS (28163),27,"27,264",99
Audrain County, MO (29007),10,"26,021",Unreliable
Benton County, MO (29015),14,"18,839",Unreliable
Boone County, MO (29019),39,"176,594",22.1
Buchanan County, MO (29021),49,"88,938",55.1
Butler County, MO (29023),20,"42,739",46.8
Callaway County, MO (29027),11,"45,078",Unreliable
Camden County, MO (29029),19,"44,497",Unreliable
Cape Girardeau County, MO (29031),14,"78,913",Unreliable
Cass County, MO (29037),14,"102,845",Unreliable
Christian County, MO (29043),18,"84,401",Unreliable
Clay County, MO (29047),43,"239,085",18
Clinton County, MO (29049),10,"20,610",Unreliable
Cole County, MO (29051),15,"76,631",Unreliable
Dallas County, MO (29059),12,"16,448",Unreliable
Douglas County, MO (29067),10,"13,358",Unreliable
Franklin County, MO (29071),18,"102,838",Unreliable
Greene County, MO (29077),60,"288,690",20.8
Howell County, MO (29091),19,"40,210",Unreliable
Jackson County, MO (29095),163,"691,801",23.6
Jasper County, MO (29097),25,"119,111",21
Jefferson County, MO (29099),42,"224,226",18.7
Johnson County, MO (29101),10,"53,942",Unreliable
Laclede County, MO (29105),17,"35,490",Unreliable
Lafayette County, MO (29107),10,"32,618",Unreliable
Lawrence County, MO (29109),22,"38,381",57.3
Miller County, MO (29131),15,"25,206",Unreliable
Moniteau County, MO (29135),19,"16,018",Unreliable
Morgan County, MO (29141),12,"20,213",Unreliable
Newton County, MO (29145),10,"58,694",Unreliable
Pettis County, MO (29159),13,"42,213",Unreliable
Phelps County, MO (29161),15,"44,608",Unreliable
Platte County, MO (29165),21,"98,309",21.4
Polk County, MO (29167),15,"31,285",Unreliable
Pulaski County, MO (29169),11,"52,654",Unreliable
Randolph County, MO (29175),11,"24,989",Unreliable
St. Charles County, MO (29183),60,"390,918",15.3
St. Francois County, MO (29187),17,"66,627",Unreliable
St. Louis County, MO (29189),236,"998,581",23.6
Vernon County, MO (29217),11,"20,723",Unreliable
St. Louis city, MO (29510),72,"311,404",23.1
Big Horn County, MT (30003),21,"13,343",157.4
Cascade County, MT (30013),29,"81,755",35.5
Flathead County, MT (30029),19,"98,082",Unreliable
Glacier County, MT (30035),16,"13,694",Unreliable
Lewis and Clark County, MT (30049),13,"67,282",Unreliable
Missoula County, MT (30063),28,"116,130",24.1
Ravalli County, MT (30081),19,"42,088",Unreliable
Roosevelt County, MT (30085),13,"11,305",Unreliable
Silver Bow County, MT (30093),15,"34,553",Unreliable
Yellowstone County, MT (30111),31,"158,437",19.6
Dakota County, NE (31043),16,"20,465",Unreliable
Dodge County, NE (31053),14,"36,757",Unreliable
Douglas County, NE (31055),113,"554,995",20.4
Hall County, NE (31079),21,"61,705",34
Lancaster County, NE (31109),49,"309,637",15.8
Lincoln County, NE (31111),12,"35,550",Unreliable
Madison County, NE (31119),15,"35,015",Unreliable
Sarpy County, NE (31153),33,"179,023",18.4
Scotts Bluff County, NE (31157),16,"36,422",Unreliable
Thurston County, NE (31173),11,"7,127",Unreliable
Clark County, NV (32003),353,"2,155,664",16.4
Douglas County, NV (32005),17,"48,020",Unreliable
Elko County, NV (32007),10,"52,168",Unreliable
Lyon County, NV (32019),23,"53,179",43.3
Nye County, NV (32023),14,"43,423",Unreliable
Washoe County, NV (32031),104,"453,616",22.9
Carson City, NV (32510),28,"54,742",51.1
Belknap County, NH (33001),22,"60,779",36.2
Carroll County, NH (33003),15,"47,289",Unreliable
Cheshire County, NH (33005),21,"75,774",27.7
Grafton County, NH (33009),16,"88,888",Unreliable
Hillsborough County, NH (33011),102,"407,761",25
Merrimack County, NH (33013),42,"148,582",28.3
Rockingham County, NH (33015),53,"303,251",17.5
Strafford County, NH (33017),23,"127,428",18
Sullivan County, NH (33019),15,"43,004",Unreliable
Atlantic County, NJ (34001),67,"270,991",24.7
Bergen County, NJ (34003),176,"939,151",18.7
Burlington County, NJ (34005),99,"449,284",22
Camden County, NJ (34007),126,"510,150",24.7
Cape May County, NJ (34009),17,"94,430",Unreliable
Cumberland County, NJ (34011),47,"153,797",30.6
Essex County, NJ (34013),226,"796,914",28.4
Gloucester County, NJ (34015),61,"292,330",20.9
Hudson County, NJ (34017),153,"677,983",22.6
Hunterdon County, NJ (34019),15,"124,676",Unreliable
Mercer County, NJ (34021),77,"371,023",20.8
Middlesex County, NJ (34023),160,"837,073",19.1
Monmouth County, NJ (34025),133,"625,846",21.3
Morris County, NJ (34027),70,"498,423",14
Ocean County, NJ (34029),141,"592,497",23.8
Passaic County, NJ (34031),141,"507,945",27.8
Salem County, NJ (34033),18,"63,436",Unreliable
Somerset County, NJ (34035),50,"333,751",15
Sussex County, NJ (34037),36,"142,522",25.3
Union County, NJ (34039),114,"555,630",20.5
Warren County, NJ (34041),22,"106,617",20.6
Bernalillo County, NM (35001),150,"676,953",22.2
Chaves County, NM (35005),33,"65,282",50.5
Cibola County, NM (35006),11,"27,487",Unreliable
Curry County, NM (35009),20,"50,280",39.8
Dona Ana County, NM (35013),64,"214,207",29.9
Eddy County, NM (35015),20,"57,621",34.7
Grant County, NM (35017),15,"28,280",Unreliable
Lea County, NM (35025),21,"69,749",30.1
Lincoln County, NM (35027),11,"19,429",Unreliable
McKinley County, NM (35031),45,"74,923",60.1
Otero County, NM (35035),33,"65,410",50.5
Rio Arriba County, NM (35039),17,"40,040",Unreliable
Sandoval County, NM (35043),51,"142,025",35.9
San Juan County, NM (35045),43,"115,079",37.4
San Miguel County, NM (35047),18,"27,760",Unreliable
Santa Fe County, NM (35049),37,"148,651",24.9
Sierra County, NM (35051),11,"11,191",Unreliable
Taos County, NM (35055),15,"33,065",Unreliable
Valencia County, NM (35061),18,"75,626",Unreliable
Albany County, NY (36001),45,"308,846",14.6
Allegany County, NY (36003),22,"47,077",46.7
Bronx County, NY (36005),389,"1,455,720",26.7
Broome County, NY (36007),51,"195,334",26.1
Cattaraugus County, NY (36009),31,"77,677",39.9
Cayuga County, NY (36011),17,"77,861",Unreliable
Chautauqua County, NY (36013),28,"129,504",21.6
Chemung County, NY (36015),16,"86,322",Unreliable
Chenango County, NY (36017),12,"48,579",Unreliable
Clinton County, NY (36019),21,"81,073",25.9
Delaware County, NY (36025),18,"45,523",Unreliable
Dutchess County, NY (36027),50,"294,473",17
Erie County, NY (36029),281,"921,046",30.5
Essex County, NY (36031),14,"38,102",Unreliable
Franklin County, NY (36033),13,"50,409",Unreliable
Fulton County, NY (36035),14,"53,828",Unreliable
Genesee County, NY (36037),19,"58,482",Unreliable
Herkimer County, NY (36043),12,"62,613",Unreliable
Jefferson County, NY (36045),26,"114,006",22.8
Kings County, NY (36047),615,"2,629,150",23.4
Lewis County, NY (36049),11,"26,865",Unreliable
Livingston County, NY (36051),13,"64,257",Unreliable
Madison County, NY (36053),12,"71,329",Unreliable
Monroe County, NY (36055),133,"747,727",17.8
Montgomery County, NY (36057),19,"49,276",Unreliable
Nassau County, NY (36059),190,"1,361,500",14
New York County, NY (36061),258,"1,643,734",15.7
Niagara County, NY (36063),77,"211,758",36.4
Oneida County, NY (36065),69,"231,190",29.8
Onondaga County, NY (36067),95,"466,194",20.4
Ontario County, NY (36069),20,"109,828",18.2
Orange County, NY (36071),68,"379,210",17.9
Orleans County, NY (36073),10,"41,346",Unreliable
Oswego County, NY (36075),24,"118,987",20.2
Otsego County, NY (36077),28,"60,097",46.6
Putnam County, NY (36079),19,"98,900",Unreliable
Queens County, NY (36081),402,"2,333,054",17.2
Rensselaer County, NY (36083),42,"160,070",26.2
Richmond County, NY (36085),95,"476,015",20
Rockland County, NY (36087),48,"326,780",14.7
St. Lawrence County, NY (36089),26,"110,038",23.6
Saratoga County, NY (36091),40,"227,053",17.6
Schenectady County, NY (36093),31,"154,553",20.1
Steuben County, NY (36101),28,"96,940",28.9
Suffolk County, NY (36103),232,"1,492,583",15.5
Sullivan County, NY (36105),19,"74,801",Unreliable
Tioga County, NY (36107),11,"48,760",Unreliable
Tompkins County, NY (36109),15,"104,871",Unreliable
Ulster County, NY (36111),48,"179,225",26.8
Warren County, NY (36113),23,"64,567",35.6
Washington County, NY (36115),18,"61,800",Unreliable
Wayne County, NY (36117),35,"90,798",38.5
Westchester County, NY (36119),133,"974,542",13.6
Wyoming County, NY (36121),10,"40,791",Unreliable
Alamance County, NC (37001),58,"159,688",36.3
Alexander County, NC (37003),16,"37,428",Unreliable
Anson County, NC (37007),10,"25,448",Unreliable
Beaufort County, NC (37013),26,"47,526",54.7
Bertie County, NC (37015),23,"19,854",115.8
Bladen County, NC (37017),14,"33,741",Unreliable
Brunswick County, NC (37019),38,"126,953",29.9
Buncombe County, NC (37021),61,"256,088",23.8
Burke County, NC (37023),42,"88,851",47.3
Cabarrus County, NC (37025),36,"201,590",17.9
Caldwell County, NC (37027),23,"81,449",28.2
Carteret County, NC (37031),27,"68,890",39.2
Caswell County, NC (37033),15,"22,910",Unreliable
Catawba County, NC (37035),45,"156,459",28.8
Chatham County, NC (37037),22,"72,243",30.5
Cleveland County, NC (37045),53,"97,144",54.6
Columbus County, NC (37047),16,"56,505",Unreliable
Craven County, NC (37049),40,"103,445",38.7
Cumberland County, NC (37051),89,"327,127",27.2
Davidson County, NC (37057),61,"164,926",37
Davie County, NC (37059),11,"42,013",Unreliable
Duplin County, NC (37061),22,"58,969",37.3
Durham County, NC (37063),52,"306,212",17
Edgecombe County, NC (37065),22,"53,318",41.3
Forsyth County, NC (37067),86,"371,511",23.1
Franklin County, NC (37069),23,"64,705",35.5
Gaston County, NC (37071),90,"216,965",41.5
Granville County, NC (37077),16,"59,031",Unreliable
Guilford County, NC (37081),123,"521,330",23.6
Halifax County, NC (37083),34,"51,766",65.7
Harnett County, NC (37085),36,"130,881",27.5
Henderson County, NC (37089),23,"114,209",20.1
Hertford County, NC (37091),17,"24,136",Unreliable
Hoke County, NC (37093),12,"53,262",Unreliable
Iredell County, NC (37097),43,"172,916",24.9
Jackson County, NC (37099),12,"42,241",Unreliable
Johnston County, NC (37101),45,"191,450",23.5
Lee County, NC (37105),20,"59,616",33.5
Lenoir County, NC (37107),23,"57,307",40.1
Lincoln County, NC (37109),25,"81,168",30.8
McDowell County, NC (37111),15,"45,075",Unreliable
Macon County, NC (37113),12,"34,376",Unreliable
Martin County, NC (37117),14,"23,172",Unreliable
Mecklenburg County, NC (37119),184,"1,054,835",17.4
Montgomery County, NC (37123),15,"27,418",Unreliable
Moore County, NC (37125),19,"95,776",Unreliable
Nash County, NC (37127),34,"94,005",36.2
New Hanover County, NC (37129),38,"223,483",17
Northampton County, NC (37131),13,"20,000",Unreliable
Onslow County, NC (37133),44,"187,136",23.5
Orange County, NC (37135),21,"141,796",14.8
Pasquotank County, NC (37139),19,"39,864",Unreliable
Pender County, NC (37141),11,"59,090",Unreliable
Person County, NC (37145),17,"39,284",Unreliable
Pitt County, NC (37147),43,"177,220",24.3
Randolph County, NC (37151),52,"143,416",36.3
Richmond County, NC (37153),22,"44,939",49
Robeson County, NC (37155),63,"133,235",47.3
Rockingham County, NC (37157),37,"91,393",40.5
Rowan County, NC (37159),54,"139,933",38.6
Rutherford County, NC (37161),30,"66,421",45.2
Sampson County, NC (37163),44,"63,124",69.7
Stanly County, NC (37167),19,"60,791",Unreliable
Stokes County, NC (37169),14,"46,097",Unreliable
Surry County, NC (37171),24,"72,113",33.3
Union County, NC (37179),46,"226,606",20.3
Vance County, NC (37181),11,"44,244",Unreliable
Wake County, NC (37183),179,"1,046,791",17.1
Wayne County, NC (37191),55,"124,150",44.3
Wilkes County, NC (37193),23,"68,740",33.5
Wilson County, NC (37195),31,"81,661",38
Yadkin County, NC (37197),20,"37,532",53.3
Burleigh County, ND (38015),13,"94,487",Unreliable
Cass County, ND (38017),24,"175,249",13.7
Grand Forks County, ND (38035),14,"71,083",Unreliable
Rolette County, ND (38079),12,"14,659",Unreliable
Stutsman County, ND (38093),11,"21,128",Unreliable
Ward County, ND (38101),10,"70,210",Unreliable
Allen County, OH (39003),39,"103,742",37.6
Ashland County, OH (39005),24,"53,652",44.7
Ashtabula County, OH (39007),44,"98,231",44.8
Athens County, OH (39009),20,"66,186",30.2
Auglaize County, OH (39011),22,"45,894",47.9
Belmont County, OH (39013),42,"68,673",61.2
Brown County, OH (39015),17,"43,759",Unreliable
Butler County, OH (39017),85,"377,537",22.5
Carroll County, OH (39019),15,"27,669",Unreliable
Champaign County, OH (39021),12,"38,747",Unreliable
Clark County, OH (39023),62,"134,786",46
Clermont County, OH (39025),48,"203,022",23.6
Clinton County, OH (39027),13,"41,902",Unreliable
Columbiana County, OH (39029),28,"103,685",27
Crawford County, OH (39033),27,"42,083",64.2
Cuyahoga County, OH (39035),427,"1,249,352",34.2
Darke County, OH (39037),25,"51,778",48.3
Defiance County, OH (39039),13,"38,158",Unreliable
Delaware County, OH (39041),27,"196,463",13.7
Erie County, OH (39043),35,"75,107",46.6
Fairfield County, OH (39045),44,"152,597",28.8
Fayette County, OH (39047),12,"28,676",Unreliable
Franklin County, OH (39049),263,"1,264,518",20.8
Fulton County, OH (39051),11,"42,514",Unreliable
Gallia County, OH (39053),10,"30,015",Unreliable
Geauga County, OH (39055),25,"94,060",26.6
Greene County, OH (39057),37,"164,765",22.5
Guernsey County, OH (39059),14,"39,063",Unreliable
Hamilton County, OH (39061),233,"809,099",28.8
Hancock County, OH (39063),18,"75,872",Unreliable
Hardin County, OH (39065),11,"31,474",Unreliable
Henry County, OH (39069),12,"27,629",Unreliable
Highland County, OH (39071),17,"43,029",Unreliable
Hocking County, OH (39073),12,"28,340",Unreliable
Huron County, OH (39077),11,"58,439",Unreliable
Jefferson County, OH (39081),46,"66,704",69
Knox County, OH (39083),20,"60,814",32.9
Lake County, OH (39085),40,"228,614",17.5
Lawrence County, OH (39087),31,"60,872",50.9
Licking County, OH (39089),50,"172,198",29
Logan County, OH (39091),12,"45,165",Unreliable
Lorain County, OH (39093),67,"306,365",21.9
Lucas County, OH (39095),141,"432,488",32.6
Madison County, OH (39097),12,"43,419",Unreliable
Mahoning County, OH (39099),85,"230,008",37
Marion County, OH (39101),31,"65,096",47.6
Medina County, OH (39103),48,"177,221",27.1
Meigs County, OH (39105),17,"23,125",Unreliable
Mercer County, OH (39107),12,"40,909",Unreliable
Miami County, OH (39109),42,"104,679",40.1
Montgomery County, OH (39113),179,"531,239",33.7
Morrow County, OH (39117),15,"35,036",Unreliable
Muskingum County, OH (39119),20,"86,068",23.2
Noble County, OH (39121),10,"14,294",Unreliable
Ottawa County, OH (39123),11,"40,636",Unreliable
Paulding County, OH (39125),13,"18,865",Unreliable
Pickaway County, OH (39129),16,"57,565",Unreliable
Portage County, OH (39133),56,"161,921",34.6
Preble County, OH (39135),17,"41,247",Unreliable
Richland County, OH (39139),35,"121,107",28.9
Ross County, OH (39141),38,"77,000",49.4
Sandusky County, OH (39143),21,"59,330",35.4
Scioto County, OH (39145),28,"76,088",36.8
Seneca County, OH (39147),14,"55,353",Unreliable
Shelby County, OH (39149),14,"48,623",Unreliable
Stark County, OH (39151),142,"373,612",38
Summit County, OH (39153),162,"540,300",30
Trumbull County, OH (39155),71,"201,825",35.2
Tuscarawas County, OH (39157),39,"92,420",42.2
Union County, OH (39159),15,"55,457",Unreliable
Van Wert County, OH (39161),14,"28,362",Unreliable
Warren County, OH (39165),30,"227,063",13.2
Washington County, OH (39167),26,"60,610",42.9
Wayne County, OH (39169),42,"116,470",36.1
Williams County, OH (39171),15,"37,017",Unreliable
Wood County, OH (39173),26,"130,219",20
Wyandot County, OH (39175),10,"22,118",Unreliable
Adair County, OK (40001),18,"22,098",Unreliable
Bryan County, OK (40013),16,"45,573",Unreliable
Caddo County, OK (40015),19,"29,557",Unreliable
Canadian County, OK (40017),35,"136,532",25.6
Carter County, OK (40019),16,"48,556",Unreliable
Cherokee County, OK (40021),11,"48,700",Unreliable
Cleveland County, OK (40027),63,"278,655",22.6
Comanche County, OK (40031),47,"122,136",38.5
Creek County, OK (40037),37,"71,312",51.9
Custer County, OK (40039),14,"29,293",Unreliable
Delaware County, OK (40041),17,"41,598",Unreliable
Garfield County, OK (40047),42,"62,603",67.1
Garvin County, OK (40049),16,"27,838",Unreliable
Grady County, OK (40051),30,"54,655",54.9
Jackson County, OK (40065),22,"25,497",86.3
Kay County, OK (40071),24,"44,943",53.4
Kingfisher County, OK (40073),12,"15,638",Unreliable
Le Flore County, OK (40079),20,"49,873",40.1
Lincoln County, OK (40081),11,"35,129",Unreliable
Logan County, OK (40083),13,"46,588",Unreliable
McClain County, OK (40087),15,"38,682",Unreliable
McCurtain County, OK (40089),22,"32,822",67
McIntosh County, OK (40091),10,"19,815",Unreliable
Marshall County, OK (40095),10,"16,191",Unreliable
Mayes County, OK (40097),12,"40,920",Unreliable
Muskogee County, OK (40101),25,"69,477",36
Oklahoma County, OK (40109),273,"782,970",34.9
Okmulgee County, OK (40111),14,"39,213",Unreliable
Osage County, OK (40113),19,"47,806",Unreliable
Ottawa County, OK (40115),10,"31,691",Unreliable
Payne County, OK (40119),14,"81,131",Unreliable
Pittsburg County, OK (40121),16,"44,173",Unreliable
Pontotoc County, OK (40123),17,"38,330",Unreliable
Pottawatomie County, OK (40125),33,"72,290",45.6
Rogers County, OK (40131),24,"91,766",26.2
Seminole County, OK (40133),14,"25,207",Unreliable
Sequoyah County, OK (40135),16,"41,294",Unreliable
Stephens County, OK (40137),21,"44,090",47.6
Texas County, OK (40139),17,"21,098",Unreliable
Tulsa County, OK (40143),144,"642,940",22.4
Wagoner County, OK (40145),20,"77,679",25.7
Washington County, OK (40147),17,"52,087",Unreliable
Benton County, OR (41003),12,"89,385",Unreliable
Clackamas County, OR (41005),113,"408,062",27.7
Clatsop County, OR (41007),13,"38,632",Unreliable
Columbia County, OR (41009),19,"50,785",Unreliable
Coos County, OR (41011),31,"63,761",48.6
Curry County, OR (41015),12,"22,713",Unreliable
Deschutes County, OR (41017),33,"181,307",18.2
Douglas County, OR (41019),75,"108,457",69.2
Jackson County, OR (41029),70,"216,527",32.3
Jefferson County, OR (41031),10,"23,080",Unreliable
Josephine County, OR (41033),34,"85,904",39.6
Klamath County, OR (41035),35,"66,443",52.7
Lane County, OR (41039),112,"369,519",30.3
Lincoln County, OR (41041),24,"47,806",50.2
Linn County, OR (41043),56,"122,849",45.6
Marion County, OR (41047),141,"336,316",41.9
Multnomah County, OR (41051),181,"799,766",22.6
Polk County, OR (41053),32,"81,823",39.1
Tillamook County, OR (41057),14,"26,143",Unreliable
Umatilla County, OR (41059),33,"76,456",43.2
Wasco County, OR (41065),12,"26,115",Unreliable
Washington County, OR (41067),106,"582,779",18.2
Yamhill County, OR (41071),27,"105,035",25.7
Adams County, PA (42001),49,"102,180",48
Allegheny County, PA (42003),356,"1,225,365",29.1
Armstrong County, PA (42005),29,"66,486",43.6
Beaver County, PA (42007),71,"167,429",42.4
Bedford County, PA (42009),12,"48,325",Unreliable
Berks County, PA (42011),101,"414,812",24.3
Blair County, PA (42013),34,"124,650",27.3
Bradford County, PA (42015),22,"60,770",36.2
Bucks County, PA (42017),163,"626,399",26
Butler County, PA (42019),57,"186,847",30.5
Cambria County, PA (42021),61,"134,732",45.3
Carbon County, PA (42025),16,"63,594",Unreliable
Centre County, PA (42027),18,"161,464",Unreliable
Chester County, PA (42029),79,"516,312",15.3
Clarion County, PA (42031),23,"38,513",59.7
Clearfield County, PA (42033),26,"80,596",32.3
Clinton County, PA (42035),10,"39,233",Unreliable
Crawford County, PA (42039),22,"86,257",25.5
Cumberland County, PA (42041),56,"248,506",22.5
Dauphin County, PA (42043),75,"273,707",27.4
Delaware County, PA (42045),110,"563,402",19.5
Elk County, PA (42047),11,"30,480",Unreliable
Erie County, PA (42049),79,"276,207",28.6
Fayette County, PA (42051),59,"132,733",44.5
Franklin County, PA (42055),57,"153,851",37
Huntingdon County, PA (42061),13,"45,634",Unreliable
Indiana County, PA (42063),40,"86,364",46.3
Jefferson County, PA (42065),13,"44,073",Unreliable
Juniata County, PA (42067),12,"24,863",Unreliable
Lackawanna County, PA (42069),76,"211,321",36
Lancaster County, PA (42071),146,"538,500",27.1
Lawrence County, PA (42073),40,"87,294",45.8
Lebanon County, PA (42075),26,"138,863",18.7
Lehigh County, PA (42077),91,"363,147",25.1
Luzerne County, PA (42079),125,"316,383",39.5
Lycoming County, PA (42081),44,"115,248",38.2
Mc Kean County, PA (42083),15,"41,883",Unreliable
Mercer County, PA (42085),35,"112,913",31
Mifflin County, PA (42087),10,"46,342",Unreliable
Monroe County, PA (42089),50,"166,098",30.1
Montgomery County, PA (42091),130,"821,725",15.8
Northampton County, PA (42095),115,"302,294",38
Northumberland County, PA (42097),27,"92,541",29.2
Perry County, PA (42099),12,"45,820",Unreliable
Philadelphia County, PA (42101),352,"1,567,872",22.5
Pike County, PA (42103),20,"55,562",36
Schuylkill County, PA (42107),35,"143,573",24.4
Somerset County, PA (42111),35,"75,061",46.6
Susquehanna County, PA (42115),27,"40,862",66.1
Tioga County, PA (42117),13,"41,467",Unreliable
Union County, PA (42119),14,"45,565",Unreliable
Venango County, PA (42121),21,"52,582",39.9
Warren County, PA (42123),21,"40,025",52.5
Washington County, PA (42125),69,"207,981",33.2
Wayne County, PA (42127),22,"50,710",43.4
Westmoreland County, PA (42129),122,"355,458",34.3
Wyoming County, PA (42131),13,"27,521",Unreliable
York County, PA (42133),135,"443,744",30.4
Bristol County, RI (44001),20,"49,067",40.8
Kent County, RI (44003),42,"164,614",25.5
Newport County, RI (44005),14,"82,784",Unreliable
Providence County, RI (44007),144,"633,673",22.7
Washington County, RI (44009),19,"126,288",Unreliable
Aiken County, SC (45003),43,"167,458",25.7
Anderson County, SC (45007),92,"196,569",46.8
Barnwell County, SC (45011),15,"21,483",Unreliable
Beaufort County, SC (45013),45,"183,149",24.6
Berkeley County, SC (45015),44,"210,898",20.9
Charleston County, SC (45019),75,"396,484",18.9
Cherokee County, SC (45021),10,"56,646",Unreliable
Chester County, SC (45023),22,"32,181",68.4
Clarendon County, SC (45027),13,"33,951",Unreliable
Colleton County, SC (45029),10,"37,923",Unreliable
Darlington County, SC (45031),20,"67,234",29.7
Dorchester County, SC (45035),32,"153,773",20.8
Fairfield County, SC (45039),18,"22,653",Unreliable
Florence County, SC (45041),51,"138,742",36.8
Georgetown County, SC (45043),27,"61,399",44
Greenville County, SC (45045),116,"498,766",23.3
Greenwood County, SC (45047),25,"70,133",35.6
Hampton County, SC (45049),14,"19,922",Unreliable
Horry County, SC (45051),58,"322,342",18
Kershaw County, SC (45055),28,"64,097",43.7
Laurens County, SC (45059),40,"66,777",59.9
Lee County, SC (45061),10,"17,635",Unreliable
Lexington County, SC (45063),62,"286,196",21.7
Marion County, SC (45067),15,"31,726",Unreliable
Newberry County, SC (45071),14,"38,079",Unreliable
Oconee County, SC (45073),21,"76,355",27.5
Orangeburg County, SC (45075),47,"87,903",53.5
Pickens County, SC (45077),22,"122,863",17.9
Richland County, SC (45079),95,"409,549",23.2
Spartanburg County, SC (45083),87,"301,463",28.9
Sumter County, SC (45085),39,"107,396",36.3
Union County, SC (45087),21,"27,673",75.9
Williamsburg County, SC (45089),17,"31,955",Unreliable
York County, SC (45091),46,"258,526",17.8
Beadle County, SD (46005),12,"18,101",Unreliable
Minnehaha County, SD (46099),28,"187,318",14.9
Pennington County, SD (46103),26,"109,372",23.8
Shannon County, SD (46113),15,"14,415",Unreliable
Anderson County, TN (47001),30,"75,936",39.5
Blount County, TN (47009),33,"128,670",25.6
Bradley County, TN (47011),17,"104,490",Unreliable
Campbell County, TN (47013),14,"39,714",Unreliable
Carter County, TN (47019),28,"56,502",49.6
Cheatham County, TN (47021),18,"39,880",Unreliable
Cocke County, TN (47029),11,"35,219",Unreliable
Coffee County, TN (47031),22,"54,682",40.2
Cumberland County, TN (47035),36,"58,655",61.4
Davidson County, TN (47037),176,"684,410",25.7
Decatur County, TN (47039),10,"11,769",Unreliable
