County,State (Code),Deaths,Population,Crude Rate Per 100000
Knox County, OH (39083),17,"60,814",Unreliable
Lake County, OH (39085),44,"228,614",19.2
Lawrence County, OH (39087),17,"60,872",Unreliable
Licking County, OH (39089),11,"172,198",Unreliable
Logan County, OH (39091),11,"45,165",Unreliable
Lorain County, OH (39093),57,"306,365",18.6
Lucas County, OH (39095),55,"432,488",12.7
Mahoning County, OH (39099),85,"230,008",37
Marion County, OH (39101),10,"65,096",Unreliable
Medina County, OH (39103),20,"177,221",11.3
Miami County, OH (39109),18,"104,679",Unreliable
Montgomery County, OH (39113),131,"531,239",24.7
Muskingum County, OH (39119),12,"86,068",Unreliable
Pickaway County, OH (39129),13,"57,565",Unreliable
Portage County, OH (39133),25,"161,921",15.4
Richland County, OH (39139),24,"121,107",19.8
Ross County, OH (39141),13,"77,000",Unreliable
Scioto County, OH (39145),14,"76,088",Unreliable
Stark County, OH (39151),62,"373,612",16.6
Summit County, OH (39153),93,"540,300",17.2
Trumbull County, OH (39155),61,"201,825",30.2
Warren County, OH (39165),19,"227,063",Unreliable
Washington County, OH (39167),14,"60,610",Unreliable
Wayne County, OH (39169),15,"116,470",Unreliable
Wood County, OH (39173),14,"130,219",Unreliable
Caddo County, OK (40015),11,"29,557",Unreliable
Canadian County, OK (40017),15,"136,532",Unreliable
Cleveland County, OK (40027),25,"278,655",9
Comanche County, OK (40031),21,"122,136",17.2
Creek County, OK (40037),10,"71,312",Unreliable
Muskogee County, OK (40101),11,"69,477",Unreliable
Oklahoma County, OK (40109),97,"782,970",12.4
Pittsburg County, OK (40121),13,"44,173",Unreliable
Rogers County, OK (40131),11,"91,766",Unreliable
Sequoyah County, OK (40135),11,"41,294",Unreliable
Tulsa County, OK (40143),61,"642,940",9.5
Clackamas County, OR (41005),26,"408,062",6.4
Douglas County, OR (41019),13,"108,457",Unreliable
Jackson County, OR (41029),14,"216,527",Unreliable
Lane County, OR (41039),23,"369,519",6.2
Linn County, OR (41043),12,"122,849",Unreliable
Marion County, OR (41047),19,"336,316",Unreliable
Multnomah County, OR (41051),44,"799,766",5.5
Umatilla County, OR (41059),13,"76,456",Unreliable
Washington County, OR (41067),26,"582,779",4.5
Adams County, PA (42001),16,"102,180",Unreliable
Allegheny County, PA (42003),196,"1,225,365",16
Armstrong County, PA (42005),19,"66,486",Unreliable
Beaver County, PA (42007),62,"167,429",37
Berks County, PA (42011),60,"414,812",14.5
Blair County, PA (42013),28,"124,650",22.5
Bucks County, PA (42017),119,"626,399",19
Butler County, PA (42019),27,"186,847",14.5
Cambria County, PA (42021),39,"134,732",28.9
Carbon County, PA (42025),23,"63,594",36.2
Centre County, PA (42027),12,"161,464",Unreliable
Chester County, PA (42029),57,"516,312",11
Clearfield County, PA (42033),16,"80,596",Unreliable
Columbia County, PA (42037),13,"66,420",Unreliable
Crawford County, PA (42039),14,"86,257",Unreliable
Cumberland County, PA (42041),35,"248,506",14.1
Dauphin County, PA (42043),54,"273,707",19.7
Delaware County, PA (42045),75,"563,402",13.3
Erie County, PA (42049),40,"276,207",14.5
Fayette County, PA (42051),32,"132,733",24.1
Franklin County, PA (42055),34,"153,851",22.1
Indiana County, PA (42063),18,"86,364",Unreliable
Lackawanna County, PA (42069),63,"211,321",29.8
Lancaster County, PA (42071),71,"538,500",13.2
Lawrence County, PA (42073),26,"87,294",29.8
Lebanon County, PA (42075),22,"138,863",15.8
Lehigh County, PA (42077),65,"363,147",17.9
Luzerne County, PA (42079),75,"316,383",23.7
Lycoming County, PA (42081),11,"115,248",Unreliable
Mc Kean County, PA (42083),12,"41,883",Unreliable
Mercer County, PA (42085),32,"112,913",28.3
Monroe County, PA (42089),26,"166,098",15.7
Montgomery County, PA (42091),146,"821,725",17.8
Northampton County, PA (42095),47,"302,294",15.5
Northumberland County, PA (42097),26,"92,541",28.1
Perry County, PA (42099),10,"45,820",Unreliable
Philadelphia County, PA (42101),366,"1,567,872",23.3
Schuylkill County, PA (42107),43,"143,573",29.9
Somerset County, PA (42111),26,"75,061",34.6
Union County, PA (42119),12,"45,565",Unreliable
Washington County, PA (42125),30,"207,981",14.4
Wayne County, PA (42127),12,"50,710",Unreliable
Westmoreland County, PA (42129),71,"355,458",20
York County, PA (42133),65,"443,744",14.6
Kent County, RI (44003),22,"164,614",13.4
Newport County, RI (44005),13,"82,784",Unreliable
Providence County, RI (44007),54,"633,673",8.5
Washington County, RI (44009),19,"126,288",Unreliable
Aiken County, SC (45003),30,"167,458",17.9
Anderson County, SC (45007),49,"196,569",24.9
Barnwell County, SC (45011),10,"21,483",Unreliable
Beaufort County, SC (45013),33,"183,149",18
Berkeley County, SC (45015),32,"210,898",15.2
Charleston County, SC (45019),48,"396,484",12.1
Cherokee County, SC (45021),21,"56,646",37.1
Chesterfield County, SC (45025),16,"46,013",Unreliable
Darlington County, SC (45031),24,"67,234",35.7
Dillon County, SC (45033),17,"30,858",Unreliable
Dorchester County, SC (45035),21,"153,773",13.7
Florence County, SC (45041),29,"138,742",20.9
Georgetown County, SC (45043),10,"61,399",Unreliable
Greenville County, SC (45045),61,"498,766",12.2
Greenwood County, SC (45047),10,"70,133",Unreliable
Horry County, SC (45051),56,"322,342",17.4
Jasper County, SC (45053),10,"28,465",Unreliable
Kershaw County, SC (45055),11,"64,097",Unreliable
Lancaster County, SC (45057),22,"89,594",24.6
Laurens County, SC (45059),17,"66,777",Unreliable
Lexington County, SC (45063),45,"286,196",15.7
Marion County, SC (45067),11,"31,726",Unreliable
Oconee County, SC (45073),12,"76,355",Unreliable
Orangeburg County, SC (45075),22,"87,903",25
Pickens County, SC (45077),15,"122,863",Unreliable
Richland County, SC (45079),40,"409,549",9.8
Spartanburg County, SC (45083),50,"301,463",16.6
Sumter County, SC (45085),20,"107,396",18.6
Williamsburg County, SC (45089),10,"31,955",Unreliable
York County, SC (45091),32,"258,526",12.4
Minnehaha County, SD (46099),16,"187,318",Unreliable
Blount County, TN (47009),21,"128,670",16.3
Bradley County, TN (47011),13,"104,490",Unreliable
Cumberland County, TN (47035),11,"58,655",Unreliable
Davidson County, TN (47037),61,"684,410",8.9
Dyer County, TN (47045),11,"37,708",Unreliable
Gibson County, TN (47053),11,"49,401",Unreliable
Greene County, TN (47059),12,"68,615",Unreliable
Hamilton County, TN (47065),33,"357,738",9.2
Hawkins County, TN (47073),10,"56,563",Unreliable
Henderson County, TN (47077),11,"27,822",Unreliable
Knox County, TN (47093),57,"456,132",12.5
Madison County, TN (47113),27,"97,663",27.6
Maury County, TN (47119),15,"89,981",Unreliable
Montgomery County, TN (47125),15,"195,734",Unreliable
Rutherford County, TN (47149),22,"308,251",7.1
Sevier County, TN (47155),12,"96,673",Unreliable
Shelby County, TN (47157),176,"934,603",18.8
Sullivan County, TN (47163),34,"156,667",21.7
Sumner County, TN (47165),15,"180,063",Unreliable
Tipton County, TN (47167),12,"61,303",Unreliable
Washington County, TN (47179),24,"127,440",18.8
Williamson County, TN (47187),13,"219,107",Unreliable
Wilson County, TN (47189),15,"132,781",Unreliable
Angelina County, TX (48005),12,"87,791",Unreliable
Atascosa County, TX (48013),10,"48,797",Unreliable
Austin County, TX (48015),11,"29,758",Unreliable
Bee County, TX (48025),10,"32,750",Unreliable
Bell County, TX (48027),36,"340,411",10.6
Bexar County, TX (48029),250,"1,928,680",13
Bowie County, TX (48037),16,"93,860",Unreliable
Brazoria County, TX (48039),67,"354,195",18.9
Brazos County, TX (48041),17,"220,417",Unreliable
Brown County, TX (48049),20,"38,271",52.3
Cameron County, TX (48061),56,"422,135",13.3
Cherokee County, TX (48073),12,"51,668",Unreliable
Collin County, TX (48085),58,"939,585",6.2
Comal County, TX (48091),19,"134,788",Unreliable
Dallas County, TX (48113),348,"2,574,984",13.5
Denton County, TX (48121),53,"806,180",6.6
Ector County, TX (48135),39,"157,462",24.8
Ellis County, TX (48139),19,"168,499",Unreliable
El Paso County, TX (48141),99,"837,918",11.8
Fannin County, TX (48147),11,"34,031",Unreliable
Fort Bend County, TX (48157),106,"741,237",14.3
Galveston County, TX (48167),91,"329,431",27.6
Grayson County, TX (48181),24,"128,235",18.7
Gregg County, TX (48183),30,"123,745",24.2
Guadalupe County, TX (48187),18,"155,265",Unreliable
Harris County, TX (48201),789,"4,589,928",17.2
Hays County, TX (48209),13,"204,470",Unreliable
Henderson County, TX (48213),14,"79,901",Unreliable
Hidalgo County, TX (48215),139,"849,843",16.4
Hood County, TX (48221),11,"56,857",Unreliable
Hopkins County, TX (48223),12,"36,400",Unreliable
Hunt County, TX (48231),21,"92,073",22.8
Jefferson County, TX (48245),49,"254,679",19.2
Johnson County, TX (48251),28,"163,274",17.1
Kaufman County, TX (48257),19,"118,350",Unreliable
Kerr County, TX (48265),13,"51,504",Unreliable
Lamar County, TX (48277),12,"49,791",Unreliable
Liberty County, TX (48291),29,"81,704",35.5
Lubbock County, TX (48303),69,"303,137",22.8
McLennan County, TX (48309),63,"247,934",25.4
Matagorda County, TX (48321),14,"37,187",Unreliable
Maverick County, TX (48323),12,"57,685",Unreliable
Midland County, TX (48329),17,"162,565",Unreliable
Montgomery County, TX (48339),85,"556,203",15.3
Nacogdoches County, TX (48347),11,"65,806",Unreliable
Navarro County, TX (48349),12,"48,523",Unreliable
Nueces County, TX (48355),76,"361,350",21
Orange County, TX (48361),11,"84,964",Unreliable
Parker County, TX (48367),15,"129,441",Unreliable
Polk County, TX (48373),12,"47,916",Unreliable
Potter County, TX (48375),31,"120,832",25.7
Randall County, TX (48381),25,"132,501",18.9
Rockwall County, TX (48397),12,"93,978",Unreliable
Rusk County, TX (48401),10,"52,732",Unreliable
San Patricio County, TX (48409),17,"67,655",Unreliable
Shelby County, TX (48419),11,"25,579",Unreliable
Smith County, TX (48423),32,"225,290",14.2
Starr County, TX (48427),25,"64,122",39
Tarrant County, TX (48439),255,"2,016,872",12.6
Taylor County, TX (48441),23,"136,535",16.8
Tom Green County, TX (48451),11,"118,386",Unreliable
Travis County, TX (48453),103,"1,199,323",8.6
Val Verde County, TX (48465),11,"48,881",Unreliable
Victoria County, TX (48469),22,"92,467",23.8
Walker County, TX (48471),23,"71,484",32.2
Webb County, TX (48479),50,"271,193",18.4
Wharton County, TX (48481),16,"41,735",Unreliable
Wichita County, TX (48485),13,"131,838",Unreliable
Williamson County, TX (48491),43,"528,718",8.1
Wise County, TX (48497),19,"64,455",Unreliable
Wood County, TX (48499),11,"44,227",Unreliable
Davis County, UT (49011),17,"342,281",Unreliable
Iron County, UT (49021),11,"49,937",Unreliable
Salt Lake County, UT (49035),67,"1,121,354",6
Utah County, UT (49049),34,"592,299",5.7
Washington County, UT (49053),29,"160,245",18.1
Weber County, UT (49057),30,"247,560",12.1
Accomack County, VA (51001),10,"32,947",Unreliable
Albemarle County, VA (51003),15,"106,878",Unreliable
Arlington County, VA (51013),27,"230,050",11.7
Bedford County, VA (51019),14,"77,960",Unreliable
Chesterfield County, VA (51041),36,"339,009",10.6
Fairfax County, VA (51059),127,"1,138,652",11.2
Fauquier County, VA (51061),12,"69,069",Unreliable
Franklin County, VA (51067),11,"56,069",Unreliable
Halifax County, VA (51083),12,"34,992",Unreliable
Hanover County, VA (51085),20,"104,392",19.2
Henrico County, VA (51087),40,"326,501",12.3
Henry County, VA (51089),13,"51,445",Unreliable
James City County, VA (51095),11,"74,404",Unreliable
Loudoun County, VA (51107),23,"385,945",6
Montgomery County, VA (51121),12,"98,602",Unreliable
Prince William County, VA (51153),38,"455,210",8.3
Roanoke County, VA (51161),25,"94,031",26.6
Smyth County, VA (51173),11,"31,062",Unreliable
Spotsylvania County, VA (51177),17,"132,010",Unreliable
Stafford County, VA (51179),21,"144,361",14.5
Tazewell County, VA (51185),13,"42,150",Unreliable
Washington County, VA (51191),21,"54,214",38.7
Wise County, VA (51195),12,"39,228",Unreliable
Alexandria city, VA (51510),18,"155,810",Unreliable
Bristol city, VA (51520),10,"16,960",Unreliable
Chesapeake city, VA (51550),37,"237,940",15.6
Danville city, VA (51590),12,"41,898",Unreliable
Hampton city, VA (51650),26,"135,410",19.2
Newport News city, VA (51700),29,"181,825",15.9
Norfolk city, VA (51710),49,"245,115",20
Petersburg city, VA (51730),16,"31,882",Unreliable
Portsmouth city, VA (51740),22,"95,252",23.1
Richmond city, VA (51760),41,"223,170",18.4
Roanoke city, VA (51770),28,"99,660",28.1
Salem city, VA (51775),13,"25,549",Unreliable
Suffolk city, VA (51800),17,"89,273",Unreliable
Virginia Beach city, VA (51810),44,"452,602",9.7
Benton County, WA (53005),11,"193,686",Unreliable
Clark County, WA (53011),39,"467,018",8.4
Cowlitz County, WA (53015),25,"105,160",23.8
King County, WA (53033),112,"2,149,970",5.2
Kitsap County, WA (53035),27,"264,811",10.2
Lewis County, WA (53041),10,"77,066",Unreliable
Pierce County, WA (53053),83,"861,312",9.6
Snohomish County, WA (53061),38,"787,620",4.8
Spokane County, WA (53063),39,"499,072",7.8
Thurston County, WA (53067),19,"275,222",Unreliable
Yakima County, WA (53077),16,"249,636",Unreliable
Berkeley County, WV (54003),14,"113,525",Unreliable
Cabell County, WV (54011),10,"95,987",Unreliable
Fayette County, WV (54019),13,"44,323",Unreliable
Hancock County, WV (54029),10,"29,590",Unreliable
Kanawha County, WV (54039),49,"186,241",26.3
Logan County, WV (54045),13,"33,700",Unreliable
Marion County, WV (54049),12,"56,538",Unreliable
Mercer County, WV (54055),16,"60,468",Unreliable
Raleigh County, WV (54081),22,"76,601",28.7
Wayne County, WV (54099),12,"40,531",Unreliable
Wood County, WV (54107),16,"85,643",Unreliable
Brown County, WI (55009),17,"260,401",Unreliable
Dane County, WI (55025),29,"531,273",5.5
Kenosha County, WI (55059),20,"168,183",11.9
La Crosse County, WI (55063),11,"118,122",Unreliable
Marathon County, WI (55073),18,"135,603",Unreliable
Milwaukee County, WI (55079),123,"951,448",12.9
Outagamie County, WI (55087),17,"184,526",Unreliable
Portage County, WI (55097),10,"70,447",Unreliable
Racine County, WI (55101),28,"195,140",14.3
Rock County, WI (55105),12,"161,620",Unreliable
Shawano County, WI (55115),11,"41,062",Unreliable
Sheboygan County, WI (55117),16,"115,427",Unreliable
Walworth County, WI (55127),11,"102,959",Unreliable
Washington County, WI (55131),16,"134,296",Unreliable
Waukesha County, WI (55133),32,"398,424",8
Winnebago County, WI (55139),12,"169,886",Unreliable
Laramie County, WY (56021),13,"98,136",Unreliable
